record_id,employee_id,review_year,review_cycle,department,job_level,performance_rating,potential_rating,nine_box_position,succession_ready,flight_risk,promotion_recommended,goal_completion_pct,competency_score,development_plan_active,mentor_assigned,manager_id,review_date
TM00517,EMP00467,2023,Mid-Year,Marketing,L3,Partially Meets,High,Question Mark,Ready in 1-2 Years,Low,No,53,2.41,No,Yes,MGR0021,2020-05-09
TM00518,EMP00127,2024,Mid-Year,HR,L1,Exceeds,Medium,Solid Contributor,Ready in 1-2 Years,Low,No,62,3.32,No,No,MGR0022,2026-01-13
TM00519,EMP00519,2026,Mid-Year,Marketing,L4,Exceeds,Low,Trusted Professional,Ready Now,Low,No,88,2.85,Yes,Yes,MGR0043,2024-04-16
TM00520,EMP01173,2020,Annual,Finance,L4,Does Not Meet,Low,Question Mark,Ready Now,Low,Yes,73,3.08,Yes,No,MGR0033,2021-01-12
TM00521,EMP00379,2026,Annual,Data Science,L6,Meets,Medium,High Potential,Ready in 3+ Years,High,Yes,67,1.42,No,Yes,MGR0050,2020-10-09
TM00522,EMP00717,2023,Mid-Year,Sales,L2,Meets,Low,Underperformer,Ready Now,Low,No,58,3.26,No,Yes,MGR0034,2024-07-09
TM00523,EMP00843,2023,Q3,Sales,L6,Does Not Meet,High,High Potential,Ready in 1-2 Years,Medium,No,85,1.6,No,Yes,MGR0036,2024-05-21
TM00524,EMP00942,2020,Q3,Data Science,L5,Meets,Medium,High Potential,Ready Now,Low,No,87,1.36,No,No,MGR0023,2026-05-15
TM00525,EMP01105,2023,Mid-Year,IT,L2,Partially Meets,Medium,Rough Diamond,Ready in 3+ Years,Medium,Yes,56,1.66,Yes,No,MGR0043,2020-05-18
TM00526,EMP00515,2021,Q3,Legal,L5,Does Not Meet,Low,Underperformer,Not Identified,High,No,57,1.42,No,Yes,MGR0021,2020-01-24
TM00527,EMP00513,2021,Mid-Year,Sales,L7,Partially Meets,Medium,High Potential,Ready Now,Low,No,99,2.22,Yes,Yes,MGR0044,2024-10-01
TM00528,EMP00916,2022,Q3,Engineering,L4,Does Not Meet,Medium,Inconsistent Player,Ready Now,Medium,No,52,2.28,Yes,No,MGR0036,2026-02-10
TM00529,EMP00552,2024,Mid-Year,Product,L7,Meets,High,Rough Diamond,Ready Now,Low,Yes,91,3.5,Yes,Yes,MGR0021,2021-07-25
TM00530,EMP00718,2023,Mid-Year,Engineering,L1,Does Not Meet,Medium,Question Mark,Not Identified,Low,No,67,3.08,No,Yes,MGR0043,2020-12-01
TM00531,EMP00166,2022,Q1,Engineering,L4,Meets,Medium,Inconsistent Player,Ready in 1-2 Years,Low,No,76,3.35,Yes,No,MGR0001,2020-12-15
TM00532,EMP00462,2024,Q1,IT,L7,Does Not Meet,Medium,Question Mark,Not Identified,Low,Yes,94,3.03,No,Yes,MGR0010,2021-02-25
TM00533,EMP00340,2022,Q3,Finance,L6,Meets,High,Inconsistent Player,Not Identified,Medium,No,70,3.38,No,No,MGR0006,2026-02-05
TM00534,EMP00566,2025,Annual,Legal,L5,Meets,High,Star,Ready Now,Low,No,88,2.14,Yes,Yes,MGR0010,2021-01-29
TM00535,EMP00222,2020,Annual,Legal,L6,Meets,Low,High Potential,Ready Now,Low,No,97,2.56,Yes,Yes,MGR0042,2020-05-23
TM00536,EMP01192,2025,Q3,Engineering,L6,Does Not Meet,Medium,Star,Ready in 3+ Years,Medium,No,56,1.06,No,No,MGR0005,2022-08-06
TM00537,EMP00206,2024,Q3,Design,L3,Meets,Medium,Question Mark,Not Identified,High,No,84,3.16,No,No,MGR0018,2021-10-21
TM00538,EMP00262,2025,Q1,Sales,L2,Exceeds,High,Star,Not Identified,Low,No,50,3.33,Yes,No,MGR0003,2025-02-04
TM00539,EMP00619,2021,Annual,Operations,L6,Does Not Meet,Medium,Solid Contributor,Ready Now,Low,No,67,2.03,No,Yes,MGR0015,2021-03-03
TM00540,EMP00199,2026,Mid-Year,Design,L3,Exceeds,High,Rough Diamond,Ready Now,High,No,80,3.59,Yes,No,MGR0001,2024-05-09
TM00541,EMP01006,2023,Annual,Marketing,L6,Meets,High,High Potential,Not Identified,Medium,No,99,2.69,No,No,MGR0022,2021-02-24
TM00542,EMP01176,2024,Annual,Engineering,L1,Partially Meets,High,Core Player,Not Identified,Low,No,52,3.13,Yes,Yes,MGR0035,2021-10-11
TM00543,EMP01134,2021,Q1,Engineering,L5,Meets,Low,Question Mark,Ready Now,High,Yes,80,1.19,No,No,MGR0019,2025-02-17
TM00544,EMP00025,2021,Annual,Legal,L1,Partially Meets,High,Inconsistent Player,Ready in 1-2 Years,Low,Yes,61,2.01,Yes,Yes,MGR0029,2020-06-21
TM00545,EMP01167,2022,Q3,Customer Success,L5,Does Not Meet,Medium,Trusted Professional,Ready in 1-2 Years,Low,No,66,2.93,No,Yes,MGR0019,2023-06-16
TM00546,EMP00374,2022,Q3,IT,L5,Does Not Meet,Medium,Trusted Professional,Not Identified,Medium,Yes,71,4.35,No,Yes,MGR0025,2024-11-08
TM00547,EMP00287,2024,Mid-Year,HR,L4,Exceeds,Low,Inconsistent Player,Ready in 3+ Years,Medium,No,63,3.37,No,Yes,MGR0042,2025-06-04
TM00548,EMP00983,2026,Annual,Marketing,L5,Partially Meets,Medium,Trusted Professional,Ready in 1-2 Years,Medium,No,99,1.42,Yes,Yes,MGR0044,2025-05-20
TM00549,EMP00940,2024,Annual,Marketing,L2,Exceeds,Medium,Underperformer,Ready in 3+ Years,Medium,No,72,1.42,No,No,MGR0045,2026-07-20
TM00550,EMP00798,2024,Q1,Data Science,L4,Partially Meets,High,Question Mark,Not Identified,High,No,64,3.64,No,Yes,MGR0043,2023-04-23
TM00551,EMP00238,2025,Q3,Marketing,L3,Exceeds,Medium,Inconsistent Player,Ready in 3+ Years,Low,No,59,3.55,Yes,Yes,MGR0015,2024-09-05
TM00552,EMP00769,2020,Q1,HR,L3,Meets,Medium,Question Mark,Not Identified,Low,Yes,91,4.84,No,Yes,MGR0038,2022-04-05
TM00553,EMP00984,2021,Annual,HR,L2,Meets,High,Rough Diamond,Ready Now,Low,No,60,3.33,No,Yes,MGR0039,2024-03-06
TM00554,EMP00078,2020,Q1,Marketing,L4,Meets,Medium,High Potential,Not Identified,Medium,No,66,1.22,No,No,MGR0002,2023-10-28
TM00555,EMP00509,2023,Mid-Year,Marketing,L3,Does Not Meet,High,Trusted Professional,Ready in 3+ Years,Low,No,55,2.49,No,No,MGR0045,2020-12-02
TM00556,EMP00164,2026,Q1,IT,L5,Meets,Medium,Star,Ready in 3+ Years,Low,Yes,75,1.42,Yes,Yes,MGR0012,2026-05-16
TM00557,EMP00232,2022,Q3,Sales,L1,Does Not Meet,Medium,Rough Diamond,Ready in 1-2 Years,High,No,86,4.79,No,No,MGR0042,2025-07-08
TM00558,EMP00399,2020,Mid-Year,Sales,L7,Meets,Low,Trusted Professional,Not Identified,Low,No,90,2.52,Yes,No,MGR0007,2020-12-11
TM00559,EMP00163,2021,Mid-Year,Finance,L7,Partially Meets,Low,Core Player,Ready Now,Medium,No,63,1.82,Yes,Yes,MGR0038,2024-04-04
TM00560,EMP00887,2025,Q1,Customer Success,L6,Meets,High,Trusted Professional,Ready in 1-2 Years,High,Yes,86,4.2,No,Yes,MGR0020,2020-06-07
TM00561,EMP00168,2024,Q3,IT,L3,Meets,Low,Rough Diamond,Ready Now,Low,Yes,67,3.91,Yes,Yes,MGR0005,2025-12-14
TM00562,EMP00056,2021,Annual,Customer Success,L6,Meets,Low,Solid Contributor,Ready in 1-2 Years,Low,No,91,4.97,No,No,MGR0031,2021-12-02
TM00563,EMP00825,2024,Q3,Operations,L7,Meets,High,Star,Ready in 3+ Years,Medium,No,78,3.61,No,Yes,MGR0042,2024-03-11
TM00564,EMP00589,2023,Q1,Design,L4,Partially Meets,High,Core Player,Not Identified,Medium,No,84,2.22,Yes,No,MGR0023,2023-05-26
TM00565,EMP00610,2024,Annual,Finance,L3,Exceeds,Medium,Trusted Professional,Not Identified,High,No,61,2.42,No,Yes,MGR0042,2025-11-13
TM00566,EMP01158,2025,Q1,Engineering,L2,Exceeds,Low,Inconsistent Player,Ready in 1-2 Years,Low,No,95,3.32,Yes,Yes,MGR0039,2023-01-29
TM00567,EMP00652,2026,Q1,Marketing,L2,Exceeds,Low,Question Mark,Ready in 1-2 Years,Medium,No,93,4.75,Yes,No,MGR0018,2020-09-25
TM00568,EMP00949,2022,Q1,HR,L3,Exceeds,High,Star,Not Identified,Low,Yes,59,3.94,No,No,MGR0013,2025-08-17
TM00569,EMP01191,2023,Mid-Year,Customer Success,L7,Exceeds,Medium,Rough Diamond,Not Identified,Low,No,76,4.27,Yes,Yes,MGR0023,2024-03-15
TM00570,EMP00772,2022,Q3,Finance,L2,Partially Meets,Low,Star,Ready Now,Low,No,64,4.48,No,No,MGR0037,2021-03-21
TM00571,EMP00101,2023,Q3,Legal,L3,Meets,High,Question Mark,Ready in 3+ Years,Medium,Yes,65,2.13,No,No,MGR0014,2025-10-12
TM00572,EMP00519,2026,Annual,Data Science,L1,Exceeds,Low,Underperformer,Ready in 1-2 Years,Low,No,91,2.75,Yes,No,MGR0012,2020-04-10
TM00573,EMP00847,2024,Q3,Legal,L1,Meets,Low,Trusted Professional,Ready in 3+ Years,Low,Yes,69,1.51,Yes,Yes,MGR0027,2022-01-17
TM00574,EMP00348,2024,Q3,IT,L1,Does Not Meet,Low,Solid Contributor,Not Identified,Low,No,84,4.94,Yes,No,MGR0038,2020-03-16
TM00575,EMP00597,2023,Mid-Year,Finance,L2,Does Not Meet,Low,Underperformer,Ready in 1-2 Years,Low,No,69,4.13,No,Yes,MGR0004,2023-01-12
TM00576,EMP00836,2022,Mid-Year,Product,L2,Meets,Low,Rough Diamond,Ready in 3+ Years,Low,No,83,3.26,Yes,Yes,MGR0006,2024-10-10
TM00577,EMP00821,2024,Q3,Legal,L7,Partially Meets,Low,Solid Contributor,Ready Now,Low,No,92,3.52,Yes,No,MGR0048,2025-08-05
TM00578,EMP01175,2021,Q1,Product,L5,Partially Meets,Medium,Rough Diamond,Not Identified,High,Yes,100,4.21,Yes,Yes,MGR0029,2024-02-04
TM00579,EMP00195,2021,Q3,Marketing,L7,Partially Meets,Medium,Core Player,Ready in 1-2 Years,Low,No,85,2.36,Yes,No,MGR0009,2022-05-01
TM00580,EMP00541,2025,Annual,Marketing,L7,Exceeds,High,Star,Not Identified,Low,No,77,3.5,No,No,MGR0048,2022-10-05
TM00581,EMP00584,2022,Q3,Data Science,L4,Meets,Low,High Potential,Ready Now,Low,Yes,63,1.41,Yes,No,MGR0016,2026-06-25
TM00582,EMP01186,2026,Mid-Year,Sales,L5,Exceeds,Low,Rough Diamond,Not Identified,Low,Yes,100,1.12,No,No,MGR0037,2024-03-25
TM00583,EMP00918,2024,Mid-Year,Customer Success,L6,Exceeds,High,Trusted Professional,Ready in 1-2 Years,Medium,No,84,1.41,No,No,MGR0044,2023-02-08
TM00584,EMP00967,2026,Q3,IT,L1,Meets,High,Star,Ready in 3+ Years,Low,Yes,60,3.35,No,Yes,MGR0048,2021-12-19
TM00585,EMP00940,2020,Q3,Sales,L2,Partially Meets,High,Core Player,Ready Now,High,Yes,95,2.78,No,No,MGR0011,2024-08-23
TM00586,EMP01053,2022,Q1,Design,L1,Meets,Medium,Core Player,Ready Now,Low,No,92,3.0,Yes,No,MGR0049,2025-07-13
TM00587,EMP00914,2025,Q3,Customer Success,L6,Does Not Meet,Low,Question Mark,Ready Now,Low,No,80,3.37,Yes,No,MGR0036,2026-02-02
TM00588,EMP00954,2023,Mid-Year,Operations,L6,Does Not Meet,Low,Rough Diamond,Not Identified,Medium,No,62,2.22,No,Yes,MGR0045,2023-05-03
TM00589,EMP01048,2024,Annual,Product,L4,Exceeds,High,High Potential,Ready Now,Medium,No,84,2.74,Yes,Yes,MGR0035,2025-03-31
TM00590,EMP00928,2022,Q3,Sales,L4,Does Not Meet,Low,Inconsistent Player,Not Identified,Low,No,84,2.65,Yes,Yes,MGR0018,2023-04-23
TM00591,EMP01120,2023,Annual,Data Science,L4,Does Not Meet,Medium,Underperformer,Ready Now,Medium,Yes,60,2.94,No,Yes,MGR0006,2024-05-17
TM00592,EMP00262,2026,Annual,Operations,L5,Exceeds,Medium,Inconsistent Player,Not Identified,High,No,87,4.32,Yes,No,MGR0045,2023-09-13
TM00593,EMP00793,2021,Q1,Operations,L1,Meets,Low,Underperformer,Ready Now,Medium,Yes,82,4.78,Yes,No,MGR0040,2021-04-27
TM00594,EMP00245,2026,Q1,IT,L6,Does Not Meet,Medium,High Potential,Ready in 3+ Years,Medium,No,65,4.82,Yes,No,MGR0031,2021-02-16
TM00595,EMP00134,2023,Q3,Sales,L2,Meets,Low,Trusted Professional,Ready Now,Medium,No,89,2.56,No,No,MGR0012,2023-04-30
TM00596,EMP00403,2026,Q3,Marketing,L3,Meets,Medium,Solid Contributor,Ready in 3+ Years,Medium,No,96,3.9,No,Yes,MGR0030,2023-01-29
TM00597,EMP00033,2025,Q3,HR,L2,Meets,Low,Rough Diamond,Ready Now,Medium,Yes,84,2.34,No,No,MGR0005,2021-02-15
TM00598,EMP00767,2026,Mid-Year,Operations,L2,Exceeds,Low,Solid Contributor,Not Identified,Medium,Yes,82,2.87,No,Yes,MGR0019,2026-06-16
TM00599,EMP00997,2026,Q1,Customer Success,L2,Does Not Meet,Low,Solid Contributor,Ready in 3+ Years,High,No,73,1.93,Yes,Yes,MGR0044,2023-07-06
TM00600,EMP00835,2025,Mid-Year,Design,L5,Partially Meets,Low,Inconsistent Player,Not Identified,High,Yes,58,2.12,No,Yes,MGR0004,2022-12-01
TM00601,EMP00098,2021,Mid-Year,Data Science,L7,Meets,High,Core Player,Ready Now,Medium,No,88,2.87,No,No,MGR0022,2021-01-12
TM00602,EMP00995,2026,Q3,Data Science,L5,Partially Meets,Medium,High Potential,Ready in 3+ Years,Medium,No,62,2.95,No,Yes,MGR0029,2021-12-09
TM00603,EMP01111,2025,Mid-Year,Sales,L2,Exceeds,Medium,Rough Diamond,Not Identified,High,No,90,1.81,No,No,MGR0036,2025-09-25
TM00604,EMP00514,2026,Mid-Year,HR,L5,Meets,Low,Rough Diamond,Ready in 3+ Years,Low,No,94,4.35,Yes,No,MGR0016,2026-04-30
TM00605,EMP00530,2024,Annual,Legal,L4,Exceeds,Medium,Trusted Professional,Not Identified,High,Yes,82,3.96,Yes,No,MGR0033,2024-01-21
TM00606,EMP00261,2022,Q1,IT,L1,Does Not Meet,Medium,Solid Contributor,Ready in 1-2 Years,High,No,95,2.38,Yes,Yes,MGR0045,2021-08-30
TM00607,EMP00303,2022,Q1,Data Science,L5,Meets,High,High Potential,Ready in 3+ Years,High,No,63,3.0,No,Yes,MGR0043,2023-10-14
TM00608,EMP00097,2024,Q3,HR,L1,Meets,High,Core Player,Ready in 1-2 Years,Low,No,99,4.92,Yes,No,MGR0016,2022-10-21
TM00609,EMP01029,2024,Mid-Year,Legal,L3,Does Not Meet,Medium,Underperformer,Ready in 3+ Years,Low,Yes,55,4.81,No,Yes,MGR0031,2022-11-07
TM00610,EMP00724,2021,Q3,Finance,L6,Meets,Low,Solid Contributor,Ready in 1-2 Years,Low,No,57,2.0,Yes,No,MGR0019,2025-09-18
TM00611,EMP00237,2024,Annual,Engineering,L1,Meets,Low,Star,Ready Now,Medium,Yes,51,2.78,No,Yes,MGR0025,2020-01-19
TM00612,EMP00003,2021,Annual,Operations,L1,Exceeds,Low,Inconsistent Player,Ready in 1-2 Years,Medium,Yes,61,3.82,Yes,No,MGR0023,2024-05-26
TM00613,EMP00054,2026,Mid-Year,IT,L5,Exceeds,High,Underperformer,Ready in 1-2 Years,Medium,No,83,3.12,No,No,MGR0044,2022-01-10
TM00614,EMP01151,2026,Q3,Product,L5,Partially Meets,Low,Inconsistent Player,Ready Now,Medium,No,72,3.31,No,Yes,MGR0004,2025-06-11
TM00615,EMP00011,2020,Q1,Data Science,L4,Does Not Meet,High,Underperformer,Ready in 1-2 Years,Low,Yes,91,2.36,No,No,MGR0023,2020-08-12
TM00616,EMP00436,2025,Mid-Year,Operations,L4,Exceeds,Low,Core Player,Ready Now,Low,No,53,3.25,Yes,No,MGR0045,2021-10-12
TM00617,EMP00202,2022,Mid-Year,Product,L1,Exceeds,Low,High Potential,Not Identified,Low,Yes,96,1.46,No,No,MGR0027,2023-11-26
TM00618,EMP00276,2022,Q1,Finance,L4,Partially Meets,Medium,Core Player,Ready in 1-2 Years,Medium,No,79,3.16,Yes,Yes,MGR0008,2022-12-25
TM00619,EMP00286,2022,Annual,Product,L4,Exceeds,Low,High Potential,Ready in 1-2 Years,Low,Yes,77,3.66,Yes,No,MGR0026,2022-08-21
TM00620,EMP00301,2026,Annual,Sales,L7,Meets,High,Solid Contributor,Ready in 1-2 Years,High,No,94,4.34,Yes,Yes,MGR0011,2021-03-07
TM00621,EMP00404,2025,Q1,Design,L5,Partially Meets,Medium,Solid Contributor,Ready in 3+ Years,Low,Yes,91,1.51,No,Yes,MGR0018,2025-10-01
TM00622,EMP01089,2022,Mid-Year,Design,L5,Does Not Meet,High,Inconsistent Player,Ready in 3+ Years,High,Yes,72,3.17,Yes,No,MGR0048,2022-10-06
TM00623,EMP00322,2022,Q1,Marketing,L5,Meets,Low,High Potential,Ready in 1-2 Years,Low,No,76,4.21,Yes,Yes,MGR0006,2020-02-05
TM00624,EMP00154,2024,Q1,Product,L1,Exceeds,High,Solid Contributor,Ready in 1-2 Years,Medium,No,64,4.25,Yes,Yes,MGR0044,2020-11-02
TM00625,EMP00087,2023,Q3,Marketing,L2,Partially Meets,Low,Underperformer,Ready in 3+ Years,Low,No,57,1.68,Yes,Yes,MGR0028,2021-03-08
TM00626,EMP00629,2026,Mid-Year,Engineering,L2,Exceeds,High,Star,Not Identified,Low,No,60,3.96,No,Yes,MGR0038,2025-08-01
TM00627,EMP01067,2024,Q1,Customer Success,L2,Meets,Low,Rough Diamond,Ready in 3+ Years,Low,No,57,1.5,No,Yes,MGR0002,2024-03-03
TM00628,EMP00844,2024,Mid-Year,Marketing,L5,Meets,High,Inconsistent Player,Ready Now,Low,No,81,4.46,No,No,MGR0049,2023-10-14
TM00629,EMP00431,2022,Q1,Legal,L5,Exceeds,Medium,Underperformer,Ready in 3+ Years,Low,No,85,2.99,Yes,No,MGR0025,2022-08-30
TM00630,EMP00774,2023,Annual,IT,L7,Partially Meets,Low,Trusted Professional,Ready in 3+ Years,High,No,73,2.56,No,Yes,MGR0035,2025-09-05
TM00631,EMP00358,2021,Mid-Year,Customer Success,L5,Meets,High,Star,Ready Now,Low,No,84,4.33,No,No,MGR0027,2024-05-24
TM00632,EMP00109,2021,Q1,Legal,L6,Meets,High,Trusted Professional,Ready Now,Medium,No,99,2.29,No,Yes,MGR0031,2024-09-09
TM00633,EMP00828,2021,Mid-Year,Data Science,L5,Meets,High,Question Mark,Not Identified,Low,No,79,4.66,Yes,Yes,MGR0030,2023-03-17
TM00634,EMP00824,2025,Annual,IT,L1,Meets,High,Question Mark,Ready in 3+ Years,Low,No,97,4.94,No,Yes,MGR0028,2024-01-30
TM00635,EMP00557,2024,Q3,Finance,L5,Does Not Meet,Low,Underperformer,Ready in 1-2 Years,Low,Yes,100,2.06,Yes,Yes,MGR0033,2025-08-03
TM00636,EMP00136,2026,Annual,Customer Success,L7,Exceeds,Medium,Trusted Professional,Ready in 3+ Years,High,No,56,4.4,No,No,MGR0016,2021-07-16
TM00637,EMP00576,2020,Q3,Design,L1,Does Not Meet,Low,High Potential,Ready in 3+ Years,Low,No,91,1.56,No,Yes,MGR0050,2022-11-03
TM00638,EMP01186,2024,Annual,Product,L5,Meets,Low,High Potential,Ready in 1-2 Years,High,No,100,4.01,Yes,Yes,MGR0031,2020-03-25
TM00639,EMP00956,2023,Annual,Operations,L3,Exceeds,High,Solid Contributor,Ready Now,High,No,59,2.23,No,No,MGR0027,2025-07-26
TM00640,EMP00016,2022,Mid-Year,Finance,L7,Does Not Meet,Low,Solid Contributor,Ready in 3+ Years,Low,No,68,2.31,Yes,Yes,MGR0041,2023-07-18
TM00641,EMP01167,2024,Q1,Operations,L3,Meets,Medium,Underperformer,Not Identified,Medium,No,61,4.32,No,Yes,MGR0018,2023-12-31
TM00642,EMP00213,2026,Q3,Finance,L2,Meets,Low,Solid Contributor,Ready Now,Low,Yes,81,1.06,Yes,No,MGR0050,2020-02-23
TM00643,EMP01024,2021,Annual,Marketing,L5,Meets,Medium,Underperformer,Ready in 3+ Years,Low,No,61,2.72,No,Yes,MGR0018,2022-01-02
TM00644,EMP01066,2021,Q1,Sales,L6,Partially Meets,Medium,Solid Contributor,Ready in 1-2 Years,Medium,Yes,85,3.46,Yes,Yes,MGR0042,2023-06-17
TM00645,EMP00579,2022,Q3,Operations,L7,Meets,High,Solid Contributor,Ready in 1-2 Years,Low,No,65,2.14,Yes,Yes,MGR0013,2024-08-14
TM00646,EMP00317,2022,Q3,Operations,L5,Meets,Medium,Rough Diamond,Ready in 1-2 Years,Low,No,94,3.0,Yes,No,MGR0018,2026-02-12
TM00647,EMP00645,2024,Q1,HR,L4,Meets,Low,Underperformer,Ready Now,High,No,82,4.99,No,No,MGR0032,2021-09-20
TM00648,EMP00785,2025,Mid-Year,Product,L2,Does Not Meet,Medium,High Potential,Ready in 3+ Years,Low,No,70,3.67,Yes,Yes,MGR0008,2024-10-10
TM00649,EMP01182,2021,Mid-Year,Product,L3,Meets,Medium,Core Player,Ready in 3+ Years,Medium,No,75,4.83,No,Yes,MGR0031,2024-07-31
TM00650,EMP01049,2024,Mid-Year,Finance,L1,Does Not Meet,Low,Core Player,Ready in 3+ Years,High,No,60,3.33,No,No,MGR0002,2024-09-25
TM00651,EMP00526,2025,Mid-Year,Sales,L5,Meets,Medium,Question Mark,Ready in 1-2 Years,Medium,Yes,79,2.0,No,No,MGR0023,2022-09-21
TM00652,EMP00812,2023,Mid-Year,IT,L2,Exceeds,High,High Potential,Ready Now,Low,Yes,83,2.86,Yes,Yes,MGR0005,2025-09-12
TM00653,EMP00282,2024,Mid-Year,Product,L1,Does Not Meet,High,High Potential,Ready Now,Low,No,74,3.99,No,Yes,MGR0032,2020-02-25
TM00654,EMP00059,2026,Q1,Legal,L7,Exceeds,Low,High Potential,Ready in 1-2 Years,Low,No,56,2.12,Yes,No,MGR0032,2024-02-09
TM00655,EMP00876,2025,Q1,Operations,L1,Partially Meets,Medium,Rough Diamond,Ready Now,Low,No,98,3.77,Yes,No,MGR0050,2022-04-18
TM00656,EMP00780,2025,Q3,IT,L2,Does Not Meet,High,Core Player,Ready Now,Medium,No,96,1.77,No,Yes,MGR0030,2025-03-07
TM00657,EMP00840,2023,Q1,Sales,L2,Exceeds,Low,Question Mark,Ready in 3+ Years,High,No,79,2.01,No,Yes,MGR0017,2022-06-10
TM00658,EMP01075,2021,Q3,HR,L5,Exceeds,Low,Star,Not Identified,High,No,76,3.78,Yes,Yes,MGR0028,2022-02-17
TM00659,EMP01077,2021,Q1,Operations,L3,Does Not Meet,Medium,Question Mark,Ready in 3+ Years,Low,Yes,50,2.89,Yes,Yes,MGR0049,2021-03-05
TM00660,EMP00687,2022,Annual,Engineering,L4,Meets,Medium,Question Mark,Ready in 3+ Years,Low,Yes,60,2.97,Yes,Yes,MGR0008,2024-01-09
TM00661,EMP00934,2023,Mid-Year,Marketing,L5,Does Not Meet,Low,Trusted Professional,Ready in 1-2 Years,Low,No,85,1.06,Yes,Yes,MGR0046,2023-06-15
TM00662,EMP00591,2026,Q3,Sales,L4,Meets,Low,High Potential,Not Identified,Low,No,82,3.53,No,No,MGR0036,2025-09-29
TM00663,EMP00282,2024,Annual,Customer Success,L5,Does Not Meet,Medium,Rough Diamond,Not Identified,Medium,No,57,3.06,No,Yes,MGR0043,2026-02-05
TM00664,EMP00175,2022,Q3,HR,L3,Does Not Meet,High,Trusted Professional,Ready Now,Low,No,87,1.31,Yes,Yes,MGR0042,2025-08-23
TM00665,EMP01120,2021,Annual,Sales,L5,Partially Meets,High,Question Mark,Ready in 1-2 Years,High,Yes,55,3.86,Yes,Yes,MGR0047,2022-01-07
TM00666,EMP00806,2022,Annual,HR,L7,Exceeds,Medium,Rough Diamond,Not Identified,Low,No,81,2.36,No,Yes,MGR0013,2025-12-01
TM00667,EMP00175,2022,Annual,Engineering,L4,Partially Meets,Medium,Inconsistent Player,Ready in 1-2 Years,Medium,No,84,1.44,No,Yes,MGR0049,2025-11-23
TM00668,EMP00308,2021,Q3,Design,L4,Does Not Meet,Low,Question Mark,Ready in 3+ Years,High,No,66,4.6,No,Yes,MGR0046,2021-06-10
TM00669,EMP00270,2022,Q3,Product,L5,Meets,High,High Potential,Ready Now,Low,No,86,4.6,No,No,MGR0050,2021-09-16
TM00670,EMP00246,2021,Annual,Data Science,L5,Meets,Low,Solid Contributor,Ready in 1-2 Years,Medium,No,100,4.78,Yes,No,MGR0004,2023-11-29
TM00671,EMP00307,2023,Annual,Customer Success,L1,Meets,Medium,Inconsistent Player,Ready in 3+ Years,Low,Yes,75,3.6,No,No,MGR0041,2022-01-15
TM00672,EMP00581,2020,Q3,IT,L1,Meets,Low,Solid Contributor,Ready Now,Low,No,90,1.44,Yes,Yes,MGR0029,2023-07-21
TM00673,EMP00480,2022,Q3,Legal,L2,Meets,Medium,Trusted Professional,Ready in 1-2 Years,Medium,Yes,98,4.78,No,No,MGR0019,2021-11-14
TM00674,EMP00804,2022,Q1,Marketing,L1,Exceeds,High,Inconsistent Player,Ready in 1-2 Years,High,No,81,4.08,Yes,No,MGR0007,2023-11-30
TM00675,EMP00574,2020,Mid-Year,Design,L1,Partially Meets,High,High Potential,Not Identified,Low,No,57,3.49,Yes,Yes,MGR0028,2026-06-20
TM00676,EMP00800,2020,Mid-Year,Design,L6,Does Not Meet,High,Core Player,Ready in 1-2 Years,Low,No,75,2.41,No,No,MGR0049,2022-11-04
TM00677,EMP00355,2024,Mid-Year,Data Science,L6,Meets,Medium,Rough Diamond,Not Identified,Medium,No,90,1.16,Yes,Yes,MGR0001,2024-01-28
TM00678,EMP00593,2024,Q1,Sales,L6,Exceeds,High,Rough Diamond,Ready Now,Low,No,99,4.45,No,No,MGR0040,2026-03-07
TM00679,EMP00361,2020,Mid-Year,Product,L7,Does Not Meet,High,Trusted Professional,Ready in 1-2 Years,Medium,No,61,2.25,No,Yes,MGR0007,2023-02-06
TM00680,EMP00368,2023,Mid-Year,Sales,L3,Meets,Medium,Solid Contributor,Ready Now,Medium,Yes,54,1.73,No,No,MGR0008,2025-08-08
TM00681,EMP00131,2025,Q1,Finance,L3,Meets,Low,Rough Diamond,Ready Now,High,No,94,3.18,Yes,No,MGR0010,2024-12-17
TM00682,EMP00520,2024,Mid-Year,Data Science,L6,Partially Meets,Low,High Potential,Not Identified,Low,Yes,86,3.63,Yes,Yes,MGR0012,2022-09-03
TM00683,EMP00683,2024,Q1,HR,L7,Partially Meets,Medium,Trusted Professional,Ready in 3+ Years,High,No,83,1.72,No,No,MGR0041,2020-02-29
TM00684,EMP00302,2021,Mid-Year,Legal,L5,Meets,Low,Star,Ready Now,Low,No,61,1.1,Yes,Yes,MGR0009,2023-03-20
TM00685,EMP00934,2021,Q3,Data Science,L5,Meets,High,Star,Ready in 3+ Years,Low,No,96,4.86,Yes,Yes,MGR0033,2024-02-02
TM00686,EMP00860,2023,Q1,Marketing,L3,Partially Meets,Low,Solid Contributor,Ready Now,Low,No,62,2.18,No,Yes,MGR0024,2020-05-12
TM00687,EMP00696,2020,Mid-Year,Legal,L4,Exceeds,Medium,Inconsistent Player,Ready in 3+ Years,Low,No,80,4.14,No,Yes,MGR0019,2024-06-20
