learning_id,employee_id,department,job_level,course_name,course_category,provider,start_date,completion_date,status,score_pct,hours_spent,certification_earned,mandatory,mode,rating_by_learner,manager_id
LRN00477,EMP00994,Customer Success,L2,DEI in the Workplace,Technical,Udemy,2025-09-27,2025-12-06,Completed,76,8.5,Yes,No,Blended,1.7,MGR0049
LRN00478,EMP00613,Engineering,L5,Financial Acumen,Domain,Custom,2024-09-15,2024-10-19,Dropped,63,18.9,No,Yes,Online Self-Paced,3.0,MGR0018
LRN00479,EMP00031,HR,L4,Leadership Foundations,Compliance,HarvardX,2024-12-27,2025-04-21,Not Started,69,10.4,No,Yes,In-Person,2.5,MGR0002
LRN00480,EMP00666,Design,L5,Agile & Scrum Certification,Domain,Internal LMS,2025-09-24,2025-11-02,Not Started,86,7.6,No,Yes,In-Person,3.9,MGR0003
LRN00481,EMP00274,Marketing,L7,DEI in the Workplace,Leadership,Internal LMS,2025-12-23,2026-01-30,Completed,92,19.8,No,No,Virtual Instructor-Led,2.7,MGR0016
LRN00482,EMP00095,Operations,L5,Agile & Scrum Certification,Soft Skills,LinkedIn Learning,2025-01-11,2025-04-11,Completed,92,37.9,No,Yes,In-Person,3.7,MGR0007
LRN00483,EMP00768,IT,L2,Leadership Foundations,Soft Skills,Coursera,2024-09-24,2024-12-17,Completed,52,21.9,No,No,Blended,1.8,MGR0042
LRN00484,EMP00514,Product,L6,DEI in the Workplace,Soft Skills,LinkedIn Learning,2022-06-06,2022-07-28,Dropped,71,2.5,No,No,In-Person,3.0,MGR0021
LRN00485,EMP00969,IT,L5,Machine Learning Basics,Soft Skills,Pluralsight,2023-02-03,2023-05-09,Completed,77,28.6,Yes,No,In-Person,1.3,MGR0037
LRN00486,EMP01040,Customer Success,L4,Agile & Scrum Certification,Compliance,HarvardX,2025-01-29,2025-04-29,In Progress,100,7.6,No,No,In-Person,2.2,MGR0030
LRN00487,EMP00977,Data Science,L4,Python for Data Science,Soft Skills,LinkedIn Learning,2023-08-08,2023-11-12,Not Started,97,13.9,No,No,In-Person,4.4,MGR0019
LRN00488,EMP00475,Marketing,L7,Safety & Compliance,Compliance,Internal LMS,2026-03-22,2026-05-01,Completed,96,33.1,No,No,Virtual Instructor-Led,2.9,MGR0004
LRN00489,EMP00706,Legal,L2,SQL Mastery,Soft Skills,Custom,2022-06-22,2022-10-09,Completed,84,2.7,No,Yes,Blended,4.9,MGR0038
LRN00490,EMP00055,Engineering,L5,Communication Skills,Compliance,Udemy,2022-11-03,2023-01-02,Completed,77,28.9,No,No,Online Self-Paced,2.6,MGR0044
LRN00491,EMP00633,IT,L7,Power BI Essentials,Leadership,Coursera,2024-04-02,2024-07-03,Not Started,71,27.9,No,Yes,Virtual Instructor-Led,1.9,MGR0006
LRN00492,EMP01191,HR,L6,Excel Advanced,Compliance,Custom,2023-06-24,2023-08-29,Not Started,86,27.6,No,Yes,Blended,2.7,MGR0021
LRN00493,EMP00530,Product,L5,Safety & Compliance,Technical,LinkedIn Learning,2023-03-02,2023-06-12,Completed,51,6.5,Yes,Yes,Online Self-Paced,1.1,MGR0011
LRN00494,EMP00857,Legal,L4,Design Thinking,Technical,Udemy,2026-03-11,2026-06-20,Completed,82,28.8,No,No,In-Person,3.8,MGR0046
LRN00495,EMP00143,Legal,L2,Safety & Compliance,Soft Skills,Custom,2025-04-03,2025-06-24,Not Started,50,6.3,No,Yes,In-Person,1.2,MGR0006
LRN00496,EMP00273,IT,L1,Communication Skills,Leadership,Internal LMS,2022-11-12,2023-01-06,Dropped,70,39.5,No,No,Online Self-Paced,4.8,MGR0030
LRN00497,EMP00808,Sales,L4,Excel Advanced,Compliance,Coursera,2024-03-20,2024-07-05,In Progress,63,21.5,Yes,Yes,Blended,4.5,MGR0003
LRN00498,EMP00899,Product,L7,Cloud Fundamentals,Compliance,Internal LMS,2022-08-25,2022-11-13,Completed,84,9.2,No,No,Online Self-Paced,2.9,MGR0021
LRN00499,EMP00934,Customer Success,L7,Design Thinking,Leadership,LinkedIn Learning,2022-01-20,2022-03-07,In Progress,64,5.1,No,Yes,In-Person,3.4,MGR0025
LRN00500,EMP00212,Product,L3,Leadership Foundations,Technical,Custom,2022-12-21,2023-04-11,In Progress,78,14.3,No,Yes,Blended,2.1,MGR0047
LRN00501,EMP00837,Design,L4,Project Management Professional,Domain,Pluralsight,2026-02-17,2026-04-11,In Progress,89,28.9,No,Yes,Blended,3.1,MGR0003
LRN00502,EMP01077,Finance,L6,DEI in the Workplace,Soft Skills,Coursera,2022-11-23,2023-02-07,Not Started,72,26.4,Yes,Yes,Virtual Instructor-Led,1.3,MGR0039
LRN00503,EMP01161,Sales,L3,Cloud Fundamentals,Domain,HarvardX,2025-10-05,2026-01-18,Not Started,58,13.2,No,No,Virtual Instructor-Led,4.8,MGR0006
LRN00504,EMP01173,Legal,L3,Agile & Scrum Certification,Domain,HarvardX,2026-05-04,2026-07-31,Completed,71,31.8,No,No,In-Person,3.7,MGR0038
LRN00505,EMP00206,Finance,L3,Excel Advanced,Technical,LinkedIn Learning,2025-03-08,2025-04-24,Completed,90,30.6,No,Yes,Blended,1.3,MGR0048
LRN00506,EMP00880,Engineering,L7,Agile & Scrum Certification,Leadership,LinkedIn Learning,2025-07-24,2025-09-10,Completed,50,1.8,No,No,Blended,2.4,MGR0006
LRN00507,EMP00124,Customer Success,L3,Project Management Professional,Soft Skills,Internal LMS,2022-03-24,2022-05-31,In Progress,72,27.3,No,No,Blended,4.3,MGR0012
LRN00508,EMP00113,Design,L6,Communication Skills,Compliance,Internal LMS,2022-12-05,2023-01-16,Dropped,55,1.2,No,No,Virtual Instructor-Led,3.4,MGR0010
LRN00509,EMP00444,Design,L7,Negotiation Skills,Soft Skills,Custom,2025-06-23,2025-10-04,Completed,79,39.6,No,No,Blended,1.6,MGR0016
LRN00510,EMP01075,Design,L2,Project Management Professional,Domain,HarvardX,2023-11-16,2024-03-09,Not Started,55,18.8,No,Yes,Online Self-Paced,2.2,MGR0031
LRN00511,EMP00082,Finance,L5,Power BI Essentials,Technical,HarvardX,2022-02-17,2022-05-15,Dropped,58,18.8,No,Yes,In-Person,2.4,MGR0035
LRN00512,EMP00943,Design,L3,Power BI Essentials,Domain,Coursera,2022-11-19,2023-01-07,Dropped,98,32.0,No,No,Online Self-Paced,2.7,MGR0014
LRN00513,EMP01085,HR,L4,Power BI Essentials,Leadership,Coursera,2023-09-15,2023-10-15,Completed,66,35.9,No,No,Blended,2.9,MGR0050
LRN00514,EMP00510,Customer Success,L1,Negotiation Skills,Domain,Internal LMS,2022-03-03,2022-05-09,Completed,84,13.0,No,Yes,Virtual Instructor-Led,3.3,MGR0007
LRN00515,EMP00248,Design,L1,Agile & Scrum Certification,Compliance,Coursera,2022-03-31,2022-05-27,Completed,73,30.7,Yes,Yes,In-Person,1.2,MGR0038
LRN00516,EMP00041,Engineering,L6,Project Management Professional,Soft Skills,Udemy,2024-04-17,2024-07-20,Not Started,92,21.3,No,No,In-Person,1.6,MGR0023
LRN00517,EMP00952,Product,L4,Project Management Professional,Compliance,Udemy,2023-01-15,2023-03-28,Not Started,94,17.7,No,No,Virtual Instructor-Led,3.3,MGR0032
LRN00518,EMP00699,Engineering,L1,DEI in the Workplace,Leadership,Coursera,2024-10-08,2024-12-23,In Progress,95,16.6,No,No,In-Person,1.6,MGR0012
LRN00519,EMP00355,Sales,L4,SQL Mastery,Technical,Pluralsight,2026-04-12,2026-06-26,In Progress,62,20.6,Yes,No,Blended,1.3,MGR0019
LRN00520,EMP00045,Design,L6,Power BI Essentials,Compliance,Udemy,2023-01-07,2023-04-10,Dropped,89,9.2,No,No,Online Self-Paced,2.2,MGR0016
LRN00521,EMP00785,Design,L2,SQL Mastery,Leadership,Custom,2024-11-25,2025-01-23,Completed,81,13.8,No,Yes,Virtual Instructor-Led,3.9,MGR0013
LRN00522,EMP00610,Product,L4,Machine Learning Basics,Soft Skills,Coursera,2025-07-17,2025-08-23,Dropped,70,39.1,No,Yes,Blended,4.5,MGR0028
LRN00523,EMP00615,Data Science,L7,SQL Mastery,Domain,Pluralsight,2023-12-31,2024-02-07,Not Started,93,25.7,No,Yes,Online Self-Paced,3.6,MGR0046
LRN00524,EMP01045,Operations,L5,Cloud Fundamentals,Technical,Internal LMS,2024-10-03,2025-01-26,Not Started,90,34.6,No,No,Blended,2.6,MGR0040
LRN00525,EMP00943,Operations,L1,Communication Skills,Soft Skills,LinkedIn Learning,2022-02-13,2022-03-27,Not Started,99,14.4,Yes,Yes,Blended,4.7,MGR0039
LRN00526,EMP01117,Sales,L5,Project Management Professional,Soft Skills,Custom,2025-07-05,2025-10-20,Dropped,56,3.9,Yes,Yes,Blended,1.3,MGR0033
LRN00527,EMP00259,IT,L4,Cloud Fundamentals,Technical,Custom,2024-06-16,2024-07-26,In Progress,76,20.5,Yes,No,Blended,1.7,MGR0017
LRN00528,EMP00124,Legal,L1,Communication Skills,Technical,Custom,2023-01-17,2023-02-28,Dropped,89,30.8,No,No,Online Self-Paced,2.4,MGR0016
LRN00529,EMP00312,Legal,L5,Negotiation Skills,Leadership,HarvardX,2023-11-15,2023-12-23,Not Started,95,18.2,Yes,Yes,Virtual Instructor-Led,1.7,MGR0046
LRN00530,EMP00066,Design,L4,Negotiation Skills,Leadership,Coursera,2022-08-04,2022-10-16,Dropped,73,25.1,No,Yes,Virtual Instructor-Led,2.0,MGR0003
LRN00531,EMP00416,Finance,L5,DEI in the Workplace,Domain,Custom,2026-07-11,2026-07-31,Completed,70,16.7,No,Yes,Online Self-Paced,2.8,MGR0050
LRN00532,EMP00118,Data Science,L6,Agile & Scrum Certification,Soft Skills,Coursera,2022-06-11,2022-07-19,Completed,83,27.8,No,Yes,Online Self-Paced,3.3,MGR0032
LRN00533,EMP00429,Operations,L1,Machine Learning Basics,Compliance,Internal LMS,2024-12-30,2025-03-07,Not Started,89,8.0,Yes,Yes,Online Self-Paced,1.6,MGR0019
LRN00534,EMP00008,IT,L5,Safety & Compliance,Leadership,Internal LMS,2024-06-26,2024-08-08,In Progress,72,26.2,Yes,No,In-Person,3.8,MGR0029
LRN00535,EMP00521,Product,L1,Machine Learning Basics,Domain,Custom,2024-04-23,2024-08-18,Dropped,94,5.6,No,Yes,Blended,3.2,MGR0008
LRN00536,EMP00181,Finance,L3,Cloud Fundamentals,Leadership,Custom,2023-01-24,2023-05-12,Not Started,85,26.2,No,Yes,Online Self-Paced,4.3,MGR0029
LRN00537,EMP01090,Finance,L6,Cloud Fundamentals,Compliance,HarvardX,2026-04-15,2026-07-20,Not Started,71,21.7,Yes,Yes,Virtual Instructor-Led,1.6,MGR0047
LRN00538,EMP00776,Data Science,L1,Excel Advanced,Technical,Pluralsight,2024-09-17,2024-10-23,Dropped,98,17.6,No,Yes,In-Person,1.7,MGR0038
LRN00539,EMP00582,Finance,L3,Communication Skills,Technical,HarvardX,2023-01-29,2023-05-14,Completed,75,17.9,No,Yes,Online Self-Paced,3.9,MGR0001
LRN00540,EMP01141,HR,L1,SQL Mastery,Leadership,HarvardX,2026-04-02,2026-06-06,Not Started,62,33.5,No,Yes,Online Self-Paced,3.7,MGR0034
LRN00541,EMP00343,Operations,L4,Cloud Fundamentals,Compliance,Internal LMS,2023-06-09,2023-08-01,In Progress,79,39.3,No,Yes,In-Person,3.3,MGR0030
LRN00542,EMP00638,Customer Success,L4,Project Management Professional,Domain,Pluralsight,2022-09-15,2023-01-06,In Progress,60,6.9,No,Yes,In-Person,1.1,MGR0012
LRN00543,EMP00914,Finance,L6,SQL Mastery,Domain,LinkedIn Learning,2024-07-05,2024-08-28,In Progress,83,10.6,Yes,Yes,Blended,4.5,MGR0022
LRN00544,EMP01012,Data Science,L6,Safety & Compliance,Compliance,Coursera,2024-12-17,2025-02-05,In Progress,100,3.8,No,Yes,Online Self-Paced,3.9,MGR0001
LRN00545,EMP00308,HR,L6,Agile & Scrum Certification,Leadership,LinkedIn Learning,2025-07-22,2025-09-14,In Progress,93,33.2,No,Yes,In-Person,2.5,MGR0050
LRN00546,EMP00736,Engineering,L7,Python for Data Science,Leadership,LinkedIn Learning,2023-03-07,2023-05-16,Dropped,65,22.0,No,No,Blended,3.3,MGR0041
LRN00547,EMP00387,Legal,L7,Communication Skills,Domain,Udemy,2026-03-28,2026-07-15,Not Started,89,3.3,No,No,Online Self-Paced,4.4,MGR0046
LRN00548,EMP00635,Finance,L7,Communication Skills,Compliance,Coursera,2025-08-10,2025-12-07,In Progress,88,15.9,No,Yes,Blended,4.4,MGR0038
LRN00549,EMP00320,Customer Success,L2,Leadership Foundations,Domain,HarvardX,2023-10-01,2024-01-08,Dropped,56,16.2,No,No,Virtual Instructor-Led,2.0,MGR0020
LRN00550,EMP01049,Engineering,L5,Leadership Foundations,Technical,Internal LMS,2023-01-14,2023-03-18,Completed,74,20.7,No,No,Blended,1.0,MGR0023
LRN00551,EMP00531,Data Science,L5,Leadership Foundations,Technical,HarvardX,2025-10-19,2026-02-12,Not Started,52,37.8,No,No,In-Person,4.9,MGR0026
LRN00552,EMP00196,Marketing,L4,Safety & Compliance,Compliance,Pluralsight,2023-12-25,2024-01-26,Dropped,72,32.2,No,Yes,Virtual Instructor-Led,3.1,MGR0017
LRN00553,EMP00847,Marketing,L7,DEI in the Workplace,Leadership,Coursera,2024-01-19,2024-03-27,Not Started,77,33.9,Yes,No,Virtual Instructor-Led,1.6,MGR0014
LRN00554,EMP00614,Product,L4,Python for Data Science,Compliance,Pluralsight,2022-04-18,2022-07-11,Dropped,76,39.2,No,No,Online Self-Paced,1.7,MGR0037
LRN00555,EMP00448,HR,L7,Cloud Fundamentals,Compliance,Internal LMS,2025-01-27,2025-03-10,Not Started,74,19.7,No,Yes,Virtual Instructor-Led,2.5,MGR0011
LRN00556,EMP00207,Finance,L6,DEI in the Workplace,Leadership,Udemy,2025-06-13,2025-08-09,Not Started,90,26.3,No,Yes,Virtual Instructor-Led,1.3,MGR0047
LRN00557,EMP00801,Design,L6,Project Management Professional,Soft Skills,Udemy,2022-06-14,2022-10-10,Not Started,66,31.3,No,No,Blended,1.8,MGR0001
LRN00558,EMP00130,Customer Success,L1,Leadership Foundations,Soft Skills,Pluralsight,2024-07-25,2024-09-25,Not Started,57,26.7,No,No,Blended,4.8,MGR0043
LRN00559,EMP01033,Design,L7,Safety & Compliance,Technical,HarvardX,2022-06-18,2022-08-01,Not Started,64,28.9,No,No,Online Self-Paced,2.4,MGR0018
LRN00560,EMP01184,Sales,L5,Negotiation Skills,Domain,Pluralsight,2022-06-08,2022-08-15,Not Started,92,31.6,Yes,No,In-Person,1.7,MGR0006
LRN00561,EMP00269,Marketing,L4,Agile & Scrum Certification,Technical,Internal LMS,2023-09-30,2023-12-14,Completed,60,33.5,No,Yes,Blended,1.1,MGR0008
LRN00562,EMP00484,Operations,L4,Machine Learning Basics,Compliance,Coursera,2022-04-12,2022-05-23,Completed,52,1.7,No,No,Blended,1.1,MGR0049
LRN00563,EMP00309,Customer Success,L6,Communication Skills,Compliance,HarvardX,2022-09-04,2022-12-26,Dropped,61,16.3,No,Yes,In-Person,1.2,MGR0005
LRN00564,EMP01134,Legal,L4,Safety & Compliance,Technical,Internal LMS,2022-01-17,2022-05-13,In Progress,97,23.3,No,Yes,Virtual Instructor-Led,2.3,MGR0043
LRN00565,EMP00794,Finance,L2,Financial Acumen,Domain,Coursera,2022-04-05,2022-06-02,Not Started,86,34.0,No,No,Blended,4.8,MGR0043
LRN00566,EMP01102,Design,L7,SQL Mastery,Compliance,Custom,2022-06-11,2022-09-15,Not Started,54,39.6,Yes,Yes,Virtual Instructor-Led,2.1,MGR0025
LRN00567,EMP00718,IT,L6,Power BI Essentials,Soft Skills,LinkedIn Learning,2022-03-13,2022-07-11,Dropped,59,18.8,No,No,Virtual Instructor-Led,2.6,MGR0046
LRN00568,EMP00430,Legal,L1,Leadership Foundations,Leadership,Custom,2026-06-08,2026-07-31,Dropped,53,28.4,No,Yes,Blended,1.6,MGR0040
LRN00569,EMP00574,Product,L6,Communication Skills,Compliance,Pluralsight,2024-11-04,2025-02-05,Completed,97,32.1,No,No,Blended,1.5,MGR0025
LRN00570,EMP00573,Customer Success,L2,Negotiation Skills,Domain,Custom,2025-03-20,2025-07-08,Not Started,75,29.0,Yes,No,Blended,3.0,MGR0036
LRN00571,EMP00848,Product,L7,Safety & Compliance,Domain,Pluralsight,2026-04-08,2026-06-19,In Progress,96,5.9,No,No,Virtual Instructor-Led,3.5,MGR0003
LRN00572,EMP00801,Sales,L7,DEI in the Workplace,Domain,Pluralsight,2023-04-10,2023-06-05,In Progress,74,29.4,No,No,Online Self-Paced,3.5,MGR0047
LRN00573,EMP00585,Marketing,L7,Design Thinking,Leadership,Custom,2024-06-16,2024-09-04,In Progress,78,29.6,Yes,Yes,Blended,1.3,MGR0005
LRN00574,EMP00888,Operations,L5,Cloud Fundamentals,Domain,LinkedIn Learning,2025-01-31,2025-04-29,Not Started,75,31.4,No,Yes,In-Person,4.3,MGR0022
LRN00575,EMP00669,Legal,L3,SQL Mastery,Soft Skills,Coursera,2023-09-12,2024-01-08,Dropped,97,30.3,No,Yes,Online Self-Paced,1.8,MGR0040
LRN00576,EMP00288,Marketing,L2,Design Thinking,Technical,Internal LMS,2022-10-20,2022-12-12,Completed,53,9.6,No,Yes,In-Person,3.6,MGR0029
LRN00577,EMP00441,Product,L6,Python for Data Science,Technical,Coursera,2025-02-26,2025-04-26,In Progress,71,31.0,No,No,Blended,3.8,MGR0023
LRN00578,EMP00015,Sales,L2,DEI in the Workplace,Leadership,Pluralsight,2025-05-07,2025-09-01,In Progress,89,6.6,Yes,Yes,Virtual Instructor-Led,1.8,MGR0001
LRN00579,EMP00586,Operations,L4,Cloud Fundamentals,Compliance,HarvardX,2026-03-05,2026-04-04,Not Started,53,37.0,No,No,Online Self-Paced,4.7,MGR0006
LRN00580,EMP00319,Customer Success,L2,Power BI Essentials,Soft Skills,Pluralsight,2023-04-08,2023-07-01,Not Started,89,10.0,No,No,Virtual Instructor-Led,1.4,MGR0036
LRN00581,EMP00040,Design,L6,Power BI Essentials,Leadership,Pluralsight,2022-01-29,2022-03-25,In Progress,77,30.1,No,No,Online Self-Paced,2.2,MGR0004
LRN00582,EMP01022,Data Science,L4,Leadership Foundations,Domain,Internal LMS,2023-08-05,2023-10-20,Dropped,55,36.3,No,Yes,Online Self-Paced,3.6,MGR0001
LRN00583,EMP00591,Data Science,L2,Negotiation Skills,Domain,Coursera,2024-03-26,2024-05-16,In Progress,54,29.8,No,No,Virtual Instructor-Led,3.6,MGR0010
LRN00584,EMP00132,Engineering,L6,Project Management Professional,Domain,Custom,2022-03-27,2022-07-01,Completed,50,19.5,No,Yes,Virtual Instructor-Led,3.6,MGR0044
LRN00585,EMP00615,Design,L4,Project Management Professional,Leadership,Custom,2024-10-16,2024-11-19,Completed,89,35.7,No,No,Online Self-Paced,1.0,MGR0035
LRN00586,EMP00629,Finance,L3,Excel Advanced,Compliance,Coursera,2023-02-21,2023-05-24,Not Started,58,11.0,No,Yes,Blended,3.0,MGR0036
LRN00587,EMP00974,Design,L4,Python for Data Science,Leadership,Coursera,2023-06-23,2023-10-05,In Progress,82,27.0,No,Yes,Online Self-Paced,3.4,MGR0024
LRN00588,EMP00141,IT,L7,Leadership Foundations,Technical,Internal LMS,2024-06-18,2024-10-08,In Progress,97,23.9,No,Yes,In-Person,4.6,MGR0002
LRN00589,EMP00313,Finance,L2,Communication Skills,Technical,Internal LMS,2025-10-03,2026-01-18,Dropped,63,4.7,No,Yes,Blended,4.4,MGR0019
LRN00590,EMP00136,Customer Success,L4,Negotiation Skills,Soft Skills,Custom,2023-07-31,2023-10-24,Dropped,55,27.7,No,No,Virtual Instructor-Led,3.3,MGR0027
LRN00591,EMP00041,Finance,L2,Negotiation Skills,Domain,Udemy,2022-09-14,2022-11-29,Completed,53,38.0,No,Yes,Online Self-Paced,3.9,MGR0034
LRN00592,EMP00308,Operations,L5,Machine Learning Basics,Leadership,Coursera,2026-01-29,2026-03-06,Dropped,72,4.3,No,No,Virtual Instructor-Led,4.4,MGR0021
LRN00593,EMP00656,Marketing,L7,Design Thinking,Domain,Pluralsight,2022-09-01,2022-10-04,Completed,69,24.6,No,Yes,In-Person,2.1,MGR0037
LRN00594,EMP00765,Engineering,L5,Agile & Scrum Certification,Domain,HarvardX,2022-02-19,2022-05-02,Completed,80,30.1,Yes,No,Virtual Instructor-Led,4.2,MGR0049
LRN00595,EMP00982,HR,L7,Python for Data Science,Domain,Custom,2023-08-03,2023-10-28,Dropped,71,37.2,No,Yes,Virtual Instructor-Led,1.7,MGR0048
LRN00596,EMP00521,Finance,L1,Power BI Essentials,Leadership,HarvardX,2024-12-05,2025-01-28,Not Started,85,26.3,No,Yes,Online Self-Paced,1.9,MGR0048
LRN00597,EMP00031,Engineering,L2,Power BI Essentials,Leadership,Internal LMS,2024-09-03,2024-12-11,In Progress,62,13.6,Yes,No,Virtual Instructor-Led,2.9,MGR0043
LRN00598,EMP00758,Product,L1,Cloud Fundamentals,Domain,Custom,2022-06-19,2022-09-24,In Progress,60,20.5,No,Yes,In-Person,1.4,MGR0007
LRN00599,EMP00461,Operations,L7,Agile & Scrum Certification,Leadership,Custom,2023-10-01,2023-12-08,Completed,95,30.2,No,No,In-Person,3.7,MGR0029
LRN00600,EMP00587,Data Science,L4,Machine Learning Basics,Compliance,HarvardX,2026-02-02,2026-04-02,In Progress,64,2.7,Yes,Yes,Online Self-Paced,3.7,MGR0045
LRN00601,EMP01122,Sales,L5,Leadership Foundations,Compliance,HarvardX,2023-11-26,2024-02-29,Not Started,65,14.1,No,Yes,Virtual Instructor-Led,2.4,MGR0035
LRN00602,EMP00069,Design,L6,DEI in the Workplace,Domain,Internal LMS,2025-09-20,2026-01-06,Completed,86,26.4,No,Yes,Blended,4.7,MGR0016
LRN00603,EMP00138,Marketing,L7,Design Thinking,Domain,Custom,2023-03-14,2023-05-09,Dropped,97,34.5,No,No,Blended,4.1,MGR0022
LRN00604,EMP00122,Marketing,L2,Python for Data Science,Domain,LinkedIn Learning,2025-09-08,2025-11-24,In Progress,84,28.4,No,Yes,Blended,3.4,MGR0005
LRN00605,EMP00378,Design,L3,SQL Mastery,Compliance,LinkedIn Learning,2023-03-11,2023-06-18,In Progress,93,15.1,Yes,No,Blended,1.5,MGR0011
LRN00606,EMP00235,Design,L3,Python for Data Science,Soft Skills,Pluralsight,2022-04-02,2022-07-05,In Progress,67,1.2,No,No,Online Self-Paced,4.2,MGR0042
LRN00607,EMP00123,Sales,L6,Python for Data Science,Domain,HarvardX,2024-05-12,2024-07-09,Completed,78,32.3,No,No,Virtual Instructor-Led,1.7,MGR0024
LRN00608,EMP00454,Data Science,L7,Power BI Essentials,Domain,Custom,2024-01-07,2024-04-05,Not Started,62,4.5,No,Yes,Blended,1.4,MGR0012
LRN00609,EMP00325,Finance,L1,Cloud Fundamentals,Technical,LinkedIn Learning,2025-09-15,2025-11-01,Not Started,86,8.3,No,Yes,Virtual Instructor-Led,2.4,MGR0041
LRN00610,EMP00379,Marketing,L5,Safety & Compliance,Compliance,LinkedIn Learning,2022-04-03,2022-07-27,Dropped,73,39.2,No,No,Virtual Instructor-Led,4.7,MGR0023
LRN00611,EMP01150,Data Science,L1,Financial Acumen,Leadership,Custom,2022-06-16,2022-09-09,Not Started,61,4.9,No,Yes,In-Person,1.3,MGR0047
LRN00612,EMP00571,Finance,L4,Safety & Compliance,Domain,Coursera,2023-04-22,2023-07-23,Dropped,89,31.6,No,Yes,Online Self-Paced,2.4,MGR0006
LRN00613,EMP00752,Design,L6,Safety & Compliance,Technical,Custom,2026-06-28,2026-07-31,Not Started,95,8.0,No,Yes,In-Person,1.9,MGR0040
LRN00614,EMP01138,Sales,L3,Cloud Fundamentals,Domain,Pluralsight,2023-07-12,2023-10-15,In Progress,94,15.9,No,No,In-Person,1.9,MGR0044
LRN00615,EMP00423,Sales,L3,Machine Learning Basics,Technical,Coursera,2024-10-05,2025-01-20,Completed,64,39.2,Yes,Yes,Online Self-Paced,1.9,MGR0006
LRN00616,EMP00238,Data Science,L3,Python for Data Science,Soft Skills,Internal LMS,2022-05-24,2022-08-09,Dropped,84,31.8,No,Yes,Blended,4.6,MGR0017
LRN00617,EMP00626,Design,L6,Agile & Scrum Certification,Leadership,LinkedIn Learning,2024-11-02,2025-01-13,In Progress,69,37.1,No,No,In-Person,1.1,MGR0033
LRN00618,EMP00470,Customer Success,L2,Project Management Professional,Domain,Pluralsight,2022-10-30,2022-12-11,Dropped,55,9.7,No,Yes,In-Person,3.7,MGR0035
LRN00619,EMP00060,Product,L2,Negotiation Skills,Leadership,Udemy,2026-05-03,2026-06-17,Not Started,74,9.3,No,No,Virtual Instructor-Led,3.1,MGR0028
LRN00620,EMP01065,Legal,L2,Negotiation Skills,Domain,Udemy,2026-07-27,2026-07-31,Completed,63,38.3,No,Yes,Virtual Instructor-Led,4.1,MGR0049
LRN00621,EMP00987,Engineering,L3,DEI in the Workplace,Compliance,Coursera,2022-09-17,2022-11-03,Dropped,94,12.1,No,No,In-Person,2.4,MGR0021
LRN00622,EMP00370,Finance,L3,Project Management Professional,Technical,Coursera,2025-06-17,2025-08-16,In Progress,57,1.7,Yes,No,In-Person,3.9,MGR0047
LRN00623,EMP00668,Design,L6,Negotiation Skills,Technical,Internal LMS,2022-02-18,2022-04-19,In Progress,80,9.4,No,Yes,In-Person,3.6,MGR0032
LRN00624,EMP01094,Data Science,L7,Cloud Fundamentals,Technical,HarvardX,2022-07-06,2022-08-30,In Progress,68,30.5,No,Yes,Online Self-Paced,3.9,MGR0027
LRN00625,EMP00476,HR,L3,Agile & Scrum Certification,Soft Skills,Coursera,2022-07-14,2022-09-13,Dropped,53,7.2,No,No,In-Person,4.0,MGR0049
LRN00626,EMP00801,HR,L3,Machine Learning Basics,Domain,LinkedIn Learning,2025-11-13,2026-01-15,Completed,91,14.5,No,Yes,Online Self-Paced,4.0,MGR0017
LRN00627,EMP00277,Marketing,L7,Machine Learning Basics,Leadership,Pluralsight,2025-03-02,2025-05-25,Dropped,73,5.9,No,Yes,In-Person,1.4,MGR0001
LRN00628,EMP00370,Product,L3,Communication Skills,Soft Skills,Internal LMS,2024-11-15,2025-01-31,Dropped,72,34.3,No,No,Online Self-Paced,3.0,MGR0013
LRN00629,EMP00973,Design,L7,Power BI Essentials,Soft Skills,Internal LMS,2023-04-10,2023-06-04,Not Started,98,37.9,No,Yes,Virtual Instructor-Led,1.4,MGR0026
LRN00630,EMP00109,Product,L1,Machine Learning Basics,Technical,Pluralsight,2023-05-15,2023-07-26,In Progress,51,10.7,No,Yes,Virtual Instructor-Led,2.0,MGR0004
LRN00631,EMP00827,Operations,L6,Communication Skills,Soft Skills,Internal LMS,2022-12-29,2023-03-30,Not Started,93,12.0,No,No,Blended,3.0,MGR0021
LRN00632,EMP00204,Legal,L1,Project Management Professional,Leadership,Internal LMS,2022-10-22,2022-11-26,In Progress,82,23.9,No,Yes,Virtual Instructor-Led,4.1,MGR0044
LRN00633,EMP00417,Finance,L5,Financial Acumen,Soft Skills,Internal LMS,2025-04-13,2025-07-12,In Progress,73,9.1,No,No,Virtual Instructor-Led,4.2,MGR0048
LRN00634,EMP00597,Marketing,L6,Negotiation Skills,Soft Skills,Coursera,2023-10-27,2024-01-17,Dropped,55,38.2,No,No,Blended,1.2,MGR0014
LRN00635,EMP00134,IT,L1,SQL Mastery,Soft Skills,Udemy,2024-06-01,2024-07-29,In Progress,100,6.1,No,No,In-Person,3.4,MGR0005
LRN00636,EMP00544,Product,L4,Financial Acumen,Leadership,LinkedIn Learning,2023-09-04,2023-11-08,Not Started,64,35.7,No,No,Blended,3.4,MGR0045
