Job_ID,Job_Title,Job_Family,Job_Subfamily,Career_Track,Band,Band_Number,Grade,FLSA_Classification,EEO_Category,Pay_Range_Min_USD,Pay_Range_Mid_USD,Pay_Range_Max_USD,Bonus_Target_Pct,Equity_Eligible,Remote_Eligible,Span_Of_Control_Min,Span_Of_Control_Max,Typical_Years_In_Role,Succession_Critical,External_Benchmark_Source,Market_Positioning,Headcount_Current,Headcount_Target,Open_Requisitions,Last_Reviewed_Date,Job_Architecture_Version
JOB-2786,Talent Acquisition Specialist,People & HR,People & HR - Core,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Technicians,456328,812729,1169130,30,Yes,Yes,3,18,1,Yes,Culpepper,65th Percentile,360,339,18,2025-03-26,JA-2026.1
JOB-2787,Marketing Coordinator,Marketing,Marketing - Operations,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Administrative Support,41925,52899,63873,5,No,No,0,0,2,Yes,Culpepper,65th Percentile,200,325,2,2025-11-01,JA-2026.1
JOB-2788,CFO,Finance,Finance - Operations,Executive,Band 8 - VP,8,G8B,Exempt,Officials & Managers,349216,463761,578307,30,Yes,No,5,13,6,Yes,Willis Towers Watson,50th Percentile,173,305,14,2025-02-02,JA-2026.1
JOB-2789,Onboarding Specialist,Customer Experience,Customer Experience - Operations,Executive,Band 8 - VP,8,G8A,Exempt,Administrative Support,327006,461455,595905,40,Yes,No,5,19,5,Yes,Willis Towers Watson,75th Percentile,388,207,25,2025-08-26,JA-2026.1
JOB-2790,Supply Chain Analyst,Operations,Operations - Specialist,Executive,Band 8 - VP,8,G8A,Exempt,Managers,378732,464753,550774,10,Yes,Hybrid,3,9,1,Yes,Mercer,75th Percentile,62,272,25,2025-04-14,JA-2026.1
JOB-2791,Chief Data Officer,Data Science,Data Science - Operations,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Professionals,503833,895855,1287877,20,Yes,Yes,5,14,3,Yes,Mercer,50th Percentile,114,454,24,2025-01-19,JA-2026.1
JOB-2792,Talent Acquisition Specialist,People & HR,People & HR - Core,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Technicians,488769,864613,1240457,30,Yes,Yes,3,18,1,Yes,Culpepper,65th Percentile,215,72,16,2025-03-26,JA-2026.1
JOB-2793,Product Operations Manager,Product,Product - Operations,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Professionals,490433,798645,1106858,40,Yes,Yes,6,11,1,Yes,Willis Towers Watson,65th Percentile,137,339,20,2025-06-10,JA-2026.1
JOB-2794,COO,Operations,Operations - Core,Individual Contributor,Band 7 - Director,7,G7B,Exempt,Technicians,254026,308007,361989,40,Yes,Yes,0,0,4,Yes,Willis Towers Watson,50th Percentile,353,122,18,2025-03-06,JA-2026.1
JOB-2795,Director Sales,Sales,Sales - Specialist,Management,Band 6 - Principal,6,G6B,Exempt,Administrative Support,198553,224169,249786,25,Yes,Hybrid,5,19,3,No,Mercer,75th Percentile,103,435,20,2025-06-08,JA-2026.1
JOB-2796,Product Manager,Product,Product - Operations,Management,Band 3 - Mid,3,G3B,Exempt,Technicians,81758,94989,108221,10,Yes,Yes,4,12,3,No,Aon Hewitt,65th Percentile,366,471,16,2025-05-16,JA-2026.1
JOB-2797,FP&A Analyst,Finance,Finance - Operations,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Administrative Support,473260,839124,1204988,20,Yes,Yes,6,9,6,Yes,Radford,65th Percentile,116,445,8,2025-06-14,JA-2026.1
JOB-2798,CFO,Finance,Finance - Operations,Executive,Band 8 - VP,8,G8B,Exempt,Officials & Managers,384141,476793,569446,30,Yes,No,5,13,6,Yes,Willis Towers Watson,50th Percentile,57,13,14,2025-02-02,JA-2026.1
JOB-2799,Legal Counsel,Legal & Compliance,Legal & Compliance - Operations,Individual Contributor,Band 5 - Lead,5,G5A,Exempt,Officials & Managers,149453,184419,219386,5,Yes,No,0,0,3,No,Culpepper,75th Percentile,146,65,14,2025-11-10,JA-2026.1
JOB-2800,SVP Finance,Finance,Finance - Core,Management,Band 7 - Director,7,G7A,Exempt,Technicians,238833,305356,371879,25,Yes,Hybrid,3,18,1,Yes,Aon Hewitt,50th Percentile,267,357,3,2025-12-21,JA-2026.1
JOB-2801,Chief Product Officer,Product,Product - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Technicians,515995,805470,1094945,40,Yes,No,6,10,4,Yes,Culpepper,65th Percentile,327,46,18,2025-08-17,JA-2026.1
JOB-2802,Senior Software Engineer,Engineering,Engineering - Operations,Individual Contributor,Band 2 - Junior,2,G2B,Exempt,Technicians,58668,74144,89621,30,Yes,Hybrid,0,0,4,Yes,Mercer,65th Percentile,382,352,18,2025-10-18,JA-2026.1
JOB-2803,Operations Analyst,Operations,Operations - Core,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Administrative Support,45616,54511,63406,30,No,Yes,0,0,5,No,Culpepper,50th Percentile,384,299,22,2025-10-01,JA-2026.1
JOB-2804,VP Finance,Finance,Finance - Specialist,Management,Band 6 - Principal,6,G6A,Exempt,Technicians,175387,229977,284568,5,Yes,No,3,13,3,No,Mercer,75th Percentile,107,68,21,2025-01-15,JA-2026.1
JOB-2805,Staff Engineer,Engineering,Engineering - Specialist,Technical Specialist,Band 3 - Mid,3,G3A,Exempt,Administrative Support,80532,99815,119098,5,No,Hybrid,0,0,4,Yes,Willis Towers Watson,75th Percentile,168,163,19,2025-07-05,JA-2026.1
JOB-2806,VP Marketing,Marketing,Marketing - Core,Management,Band 7 - Director,7,G7A,Exempt,Administrative Support,270916,340507,410098,30,Yes,Yes,3,13,6,Yes,Aon Hewitt,75th Percentile,31,244,11,2025-08-05,JA-2026.1
JOB-2807,Sales Engineer,Sales,Sales - Operations,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Technicians,526941,898724,1270507,0,Yes,Yes,4,8,3,Yes,Willis Towers Watson,65th Percentile,13,375,3,2025-05-28,JA-2026.1
JOB-2808,Chief Product Officer,Product,Product - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Technicians,483002,888560,1294119,40,Yes,No,6,10,4,Yes,Culpepper,65th Percentile,379,324,1,2025-08-17,JA-2026.1
JOB-2809,Compliance Analyst,Legal & Compliance,Legal & Compliance - Operations,Individual Contributor,Band 3 - Mid,3,G3B,Exempt,Officials & Managers,82554,95222,107891,10,Yes,Hybrid,0,0,1,No,Willis Towers Watson,50th Percentile,275,381,18,2025-07-13,JA-2026.1
JOB-2810,VP Legal,Legal & Compliance,Legal & Compliance - Specialist,Executive,Band 8 - VP,8,G8B,Exempt,Professionals,362500,437675,512850,10,Yes,Yes,3,9,4,Yes,Mercer,75th Percentile,243,24,18,2025-10-19,JA-2026.1
JOB-2811,Director HR,People & HR,People & HR - Core,Management,Band 7 - Director,7,G7B,Exempt,Technicians,267808,332945,398082,25,Yes,Hybrid,5,20,1,Yes,Aon Hewitt,65th Percentile,148,291,24,2025-03-19,JA-2026.1
JOB-2812,VP Customer Success,Customer Experience,Customer Experience - Core,Management,Band 6 - Principal,6,G6C,Exempt,Administrative Support,183103,216028,248953,25,Yes,Yes,6,9,3,No,Mercer,50th Percentile,299,166,1,2025-03-03,JA-2026.1
JOB-2813,VP Legal,Legal & Compliance,Legal & Compliance - Specialist,Executive,Band 8 - VP,8,G8B,Exempt,Professionals,378751,471155,563560,10,Yes,Yes,3,9,4,Yes,Mercer,75th Percentile,309,281,21,2025-10-19,JA-2026.1
JOB-2814,Finance Manager,Finance,Finance - Core,Management,Band 3 - Mid,3,G3A,Exempt,Technicians,76301,99119,121938,15,No,No,3,11,3,No,Culpepper,65th Percentile,121,190,18,2025-11-18,JA-2026.1
JOB-2815,Director of Analytics,Data Science,Data Science - Core,Executive,Band 8 - VP,8,G8B,Exempt,Officials & Managers,361638,465084,568531,30,Yes,Yes,5,12,2,Yes,Willis Towers Watson,65th Percentile,300,475,14,2025-09-03,JA-2026.1
JOB-2816,VP Sales,Sales,Sales - Operations,Management,Band 7 - Director,7,G7A,Exempt,Professionals,225770,287379,348989,40,Yes,Yes,3,18,2,Yes,Radford,65th Percentile,72,188,1,2025-05-06,JA-2026.1
JOB-2817,Chief Data Officer,Data Science,Data Science - Operations,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Professionals,538128,814336,1090545,20,Yes,Yes,5,14,3,Yes,Mercer,50th Percentile,213,413,9,2025-01-19,JA-2026.1
JOB-2818,Sales Engineer,Sales,Sales - Operations,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Technicians,466681,874420,1282160,0,Yes,Yes,4,8,3,Yes,Willis Towers Watson,65th Percentile,197,423,5,2025-05-28,JA-2026.1
JOB-2819,Supply Chain Analyst,Operations,Operations - Specialist,Executive,Band 8 - VP,8,G8A,Exempt,Managers,342828,434038,525248,10,Yes,Hybrid,3,9,1,Yes,Mercer,75th Percentile,400,412,1,2025-04-14,JA-2026.1
JOB-2820,Principal PM,Product,Product - Core,Technical Specialist,Band 5 - Lead,5,G5C,Exempt,Officials & Managers,136883,167119,197355,10,Yes,No,0,0,2,Yes,Aon Hewitt,65th Percentile,147,191,1,2025-06-11,JA-2026.1
JOB-2821,Director HR,People & HR,People & HR - Core,Management,Band 7 - Director,7,G7B,Exempt,Technicians,274347,336698,399049,25,Yes,Hybrid,5,20,1,Yes,Aon Hewitt,65th Percentile,167,404,7,2025-03-19,JA-2026.1
JOB-2822,Data Analyst,Data Science,Data Science - Operations,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Managers,41336,52339,63342,5,No,Yes,0,0,6,Yes,Aon Hewitt,65th Percentile,188,179,6,2025-08-13,JA-2026.1
JOB-2823,Growth Analyst,Marketing,Marketing - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Managers,517298,910009,1302720,40,Yes,Hybrid,4,13,2,Yes,Radford,75th Percentile,19,406,24,2025-12-11,JA-2026.1
JOB-2824,COO,Operations,Operations - Core,Individual Contributor,Band 7 - Director,7,G7B,Exempt,Technicians,231046,305077,379109,40,Yes,Yes,0,0,4,Yes,Willis Towers Watson,50th Percentile,122,91,14,2025-03-06,JA-2026.1
JOB-2825,Senior Product Manager,Product,Product - Specialist,Management,Band 4 - Senior,4,G4A,Exempt,Professionals,105044,137306,169568,10,No,No,5,19,4,No,Mercer,65th Percentile,373,362,9,2025-11-12,JA-2026.1
JOB-2826,Paralegal,Legal & Compliance,Legal & Compliance - Specialist,Individual Contributor,Band 2 - Junior,2,G2C,Non-Exempt,Technicians,56815,75064,93313,15,No,Hybrid,0,0,2,Yes,Aon Hewitt,75th Percentile,156,372,21,2025-05-23,JA-2026.1
JOB-2827,VP People,People & HR,People & HR - Operations,Executive,Band 8 - VP,8,G8C,Exempt,Professionals,379787,487053,594319,20,Yes,No,6,16,6,Yes,Mercer,50th Percentile,72,395,4,2025-04-19,JA-2026.1
JOB-2828,Senior Finance Manager,Finance,Finance - Core,Management,Band 4 - Senior,4,G4A,Exempt,Officials & Managers,104012,127515,151019,0,No,Yes,3,18,3,Yes,Willis Towers Watson,75th Percentile,215,228,3,2025-09-29,JA-2026.1
JOB-2829,Director Sales,Sales,Sales - Specialist,Management,Band 6 - Principal,6,G6B,Exempt,Administrative Support,180406,219405,258405,25,Yes,Hybrid,5,19,3,No,Mercer,75th Percentile,261,159,18,2025-06-08,JA-2026.1
JOB-2830,VP Marketing,Marketing,Marketing - Core,Management,Band 7 - Director,7,G7A,Exempt,Administrative Support,237008,323152,409297,30,Yes,Yes,3,13,6,Yes,Aon Hewitt,75th Percentile,255,185,21,2025-08-05,JA-2026.1
JOB-2831,Director of Engineering,Engineering,Engineering - Core,Executive,Band 8 - VP,8,G8A,Exempt,Managers,333429,444404,555380,10,Yes,Yes,6,10,2,Yes,Culpepper,65th Percentile,395,84,10,2025-04-30,JA-2026.1
JOB-2832,Senior Marketing Manager,Marketing,Marketing - Core,Management,Band 5 - Lead,5,G5B,Exempt,Officials & Managers,135029,168142,201256,30,Yes,Yes,5,17,4,Yes,Culpepper,65th Percentile,117,444,1,2025-09-14,JA-2026.1
JOB-2833,Operations Analyst,Operations,Operations - Core,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Administrative Support,43480,54964,66448,30,No,Yes,0,0,5,No,Culpepper,50th Percentile,102,314,16,2025-10-01,JA-2026.1
JOB-2834,Legal Counsel,Legal & Compliance,Legal & Compliance - Operations,Individual Contributor,Band 5 - Lead,5,G5A,Exempt,Officials & Managers,156543,175134,193726,5,Yes,No,0,0,3,No,Culpepper,75th Percentile,256,210,11,2025-11-10,JA-2026.1
JOB-2835,Senior Operations Manager,Operations,Operations - Specialist,Management,Band 4 - Senior,4,G4C,Exempt,Administrative Support,107024,128336,149648,30,No,No,5,9,2,No,Mercer,50th Percentile,4,171,14,2025-01-03,JA-2026.1
JOB-2836,CX Specialist,Customer Experience,Customer Experience - Operations,Individual Contributor,Band 1 - Entry,1,G1A,Exempt,Professionals,46165,58008,69852,15,No,No,0,0,4,No,Mercer,75th Percentile,170,355,5,2025-08-08,JA-2026.1
JOB-2837,Product Operations Manager,Product,Product - Operations,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Professionals,468979,885290,1301602,40,Yes,Yes,6,11,1,Yes,Willis Towers Watson,65th Percentile,204,380,24,2025-06-10,JA-2026.1
JOB-2838,Chief People Officer,People & HR,People & HR - Core,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Managers,452055,856852,1261649,10,Yes,Yes,6,8,5,Yes,Radford,50th Percentile,127,209,24,2025-06-03,JA-2026.1
JOB-2839,Operations Analyst,Operations,Operations - Core,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Administrative Support,49152,57451,65750,30,No,Yes,0,0,5,No,Culpepper,50th Percentile,271,346,18,2025-10-01,JA-2026.1
JOB-2840,Director HR,People & HR,People & HR - Core,Management,Band 7 - Director,7,G7B,Exempt,Technicians,274818,335957,397097,25,Yes,Hybrid,5,20,1,Yes,Aon Hewitt,65th Percentile,364,312,8,2025-03-19,JA-2026.1
JOB-2841,Senior Marketing Manager,Marketing,Marketing - Core,Management,Band 5 - Lead,5,G5B,Exempt,Officials & Managers,143141,164625,186109,30,Yes,Yes,5,17,4,Yes,Culpepper,65th Percentile,330,68,0,2025-09-14,JA-2026.1
JOB-2842,Logistics Manager,Operations,Operations - Operations,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Officials & Managers,474352,879226,1284101,40,Yes,Yes,4,19,1,Yes,Culpepper,50th Percentile,308,261,14,2025-03-06,JA-2026.1
JOB-2843,Senior Operations Manager,Operations,Operations - Specialist,Management,Band 4 - Senior,4,G4C,Exempt,Administrative Support,120665,134064,147464,30,No,No,5,9,2,No,Mercer,50th Percentile,359,11,18,2025-01-03,JA-2026.1
JOB-2844,Director of Analytics,Data Science,Data Science - Core,Executive,Band 8 - VP,8,G8B,Exempt,Officials & Managers,375223,440742,506261,30,Yes,Yes,5,12,2,Yes,Willis Towers Watson,65th Percentile,372,198,13,2025-09-03,JA-2026.1
JOB-2845,Principal Engineer,Engineering,Engineering - Operations,Technical Specialist,Band 4 - Senior,4,G4A,Exempt,Officials & Managers,111105,134843,158582,15,No,Yes,0,0,3,Yes,Mercer,75th Percentile,18,461,0,2025-04-01,JA-2026.1
JOB-2846,Chief Customer Officer,Customer Experience,Customer Experience - Core,Individual Contributor,Band 7 - Director,7,G7A,Exempt,Technicians,237857,308303,378749,10,Yes,No,0,0,1,Yes,Culpepper,65th Percentile,208,119,5,2025-09-22,JA-2026.1
JOB-2847,Distinguished Engineer,Engineering,Engineering - Operations,Technical Specialist,Band 5 - Lead,5,G5C,Exempt,Technicians,139782,159933,180084,0,Yes,Yes,0,0,1,Yes,Aon Hewitt,75th Percentile,32,389,0,2025-08-06,JA-2026.1
JOB-2848,Logistics Manager,Operations,Operations - Operations,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Officials & Managers,499074,815910,1132746,40,Yes,Yes,4,19,1,Yes,Culpepper,50th Percentile,176,221,23,2025-03-06,JA-2026.1
JOB-2849,Senior Marketing Manager,Marketing,Marketing - Core,Management,Band 5 - Lead,5,G5B,Exempt,Officials & Managers,132948,171808,210669,30,Yes,Yes,5,17,4,Yes,Culpepper,65th Percentile,299,448,16,2025-09-14,JA-2026.1
JOB-2850,CX Analyst,Customer Experience,Customer Experience - Specialist,Individual Contributor,Band 2 - Junior,2,G2B,Non-Exempt,Technicians,55724,67886,80049,40,Yes,Hybrid,0,0,5,Yes,Mercer,65th Percentile,239,114,14,2025-04-16,JA-2026.1
JOB-2851,Growth Analyst,Marketing,Marketing - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Managers,519169,834180,1149192,40,Yes,Hybrid,4,13,2,Yes,Radford,75th Percentile,7,444,22,2025-12-11,JA-2026.1
JOB-2852,VP Operations,Operations,Operations - Operations,Management,Band 6 - Principal,6,G6A,Exempt,Administrative Support,193825,219480,245136,20,Yes,Yes,4,14,5,Yes,Willis Towers Watson,65th Percentile,184,56,0,2025-06-26,JA-2026.1
JOB-2853,CX Analyst,Customer Experience,Customer Experience - Specialist,Individual Contributor,Band 2 - Junior,2,G2B,Non-Exempt,Technicians,54361,69479,84597,40,Yes,Hybrid,0,0,5,Yes,Mercer,65th Percentile,79,72,0,2025-04-16,JA-2026.1
JOB-2854,Analytics Manager,Data Science,Data Science - Specialist,Management,Band 7 - Director,7,G7C,Exempt,Administrative Support,244930,307010,369090,20,Yes,Yes,3,20,4,Yes,Aon Hewitt,50th Percentile,98,283,13,2025-03-07,JA-2026.1
JOB-2855,Senior Data Scientist,Data Science,Data Science - Core,Individual Contributor,Band 4 - Senior,4,G4C,Exempt,Technicians,120815,145514,170214,20,No,Yes,0,0,4,No,Aon Hewitt,50th Percentile,246,380,19,2025-04-14,JA-2026.1
JOB-2856,Process Improvement Specialist,Operations,Operations - Operations,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Managers,532222,884288,1236355,0,Yes,Yes,5,8,6,Yes,Radford,75th Percentile,261,136,13,2025-07-10,JA-2026.1
JOB-2857,Growth Analyst,Marketing,Marketing - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Managers,460001,884019,1308037,40,Yes,Hybrid,4,13,2,Yes,Radford,75th Percentile,258,339,20,2025-12-11,JA-2026.1
JOB-2858,Paralegal,Legal & Compliance,Legal & Compliance - Specialist,Individual Contributor,Band 2 - Junior,2,G2C,Non-Exempt,Technicians,62200,70081,77962,15,No,Hybrid,0,0,2,Yes,Aon Hewitt,75th Percentile,347,255,7,2025-05-23,JA-2026.1
JOB-2859,Senior Account Executive,Sales,Sales - Core,Individual Contributor,Band 3 - Mid,3,G3B,Exempt,Managers,78068,92808,107548,40,No,Hybrid,0,0,3,No,Mercer,65th Percentile,318,55,4,2025-03-27,JA-2026.1
JOB-2860,VP Finance,Finance,Finance - Specialist,Management,Band 6 - Principal,6,G6A,Exempt,Technicians,207067,244357,281647,5,Yes,No,3,13,3,No,Mercer,75th Percentile,54,468,16,2025-01-15,JA-2026.1
JOB-2861,VP Sales,Sales,Sales - Operations,Management,Band 7 - Director,7,G7A,Exempt,Professionals,232661,293203,353745,40,Yes,Yes,3,18,2,Yes,Radford,65th Percentile,50,153,21,2025-05-06,JA-2026.1
JOB-2862,VP Finance,Finance,Finance - Specialist,Management,Band 6 - Principal,6,G6A,Exempt,Technicians,185261,227237,269213,5,Yes,No,3,13,3,No,Mercer,75th Percentile,178,303,18,2025-01-15,JA-2026.1
JOB-2863,Chief Customer Officer,Customer Experience,Customer Experience - Core,Individual Contributor,Band 7 - Director,7,G7A,Exempt,Technicians,229479,313564,397650,10,Yes,No,0,0,1,Yes,Culpepper,65th Percentile,376,235,21,2025-09-22,JA-2026.1
JOB-2864,SVP Engineering,Engineering,Engineering - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Officials & Managers,522050,801394,1080738,25,Yes,Yes,4,8,3,Yes,Aon Hewitt,65th Percentile,283,374,13,2025-12-02,JA-2026.1
JOB-2865,Director Finance,Finance,Finance - Specialist,Management,Band 5 - Lead,5,G5A,Exempt,Managers,137965,165737,193509,5,Yes,Yes,5,14,2,No,Culpepper,65th Percentile,12,43,8,2025-01-14,JA-2026.1
JOB-2866,Senior Product Manager,Product,Product - Specialist,Management,Band 4 - Senior,4,G4A,Exempt,Professionals,120493,133443,146393,10,No,No,5,19,4,No,Mercer,65th Percentile,231,291,12,2025-11-12,JA-2026.1
JOB-2867,Senior CX Manager,Customer Experience,Customer Experience - Core,Management,Band 4 - Senior,4,G4A,Exempt,Professionals,109604,136561,163519,0,No,Hybrid,5,10,4,No,Culpepper,50th Percentile,355,387,1,2025-04-11,JA-2026.1
JOB-2868,VP Engineering,Engineering,Engineering - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Managers,538197,825032,1111868,10,Yes,Yes,5,8,5,Yes,Radford,65th Percentile,14,139,16,2025-06-22,JA-2026.1
JOB-2869,Chief Customer Officer,Customer Experience,Customer Experience - Core,Individual Contributor,Band 7 - Director,7,G7A,Exempt,Technicians,240713,311006,381300,10,Yes,No,0,0,1,Yes,Culpepper,65th Percentile,39,119,22,2025-09-22,JA-2026.1
JOB-2870,HR Manager,People & HR,People & HR - Core,Management,Band 5 - Lead,5,G5B,Exempt,Professionals,143700,173875,204051,15,Yes,No,3,10,2,No,Willis Towers Watson,65th Percentile,216,233,19,2025-07-23,JA-2026.1
JOB-2871,Operations Manager,Operations,Operations - Core,Management,Band 3 - Mid,3,G3C,Exempt,Managers,80815,97598,114382,5,No,Yes,5,14,2,Yes,Radford,50th Percentile,123,422,24,2025-07-20,JA-2026.1
JOB-2872,VP Customer Success,Customer Experience,Customer Experience - Core,Management,Band 6 - Principal,6,G6C,Exempt,Administrative Support,181277,213445,245613,25,Yes,Yes,6,9,3,No,Mercer,50th Percentile,140,439,20,2025-03-03,JA-2026.1
JOB-2873,Director Product,Product,Product - Core,Management,Band 7 - Director,7,G7B,Exempt,Professionals,255548,313335,371122,10,Yes,Yes,3,9,6,Yes,Aon Hewitt,65th Percentile,369,292,8,2025-06-23,JA-2026.1
JOB-2874,Senior HRBP,People & HR,People & HR - Core,Individual Contributor,Band 3 - Mid,3,G3A,Exempt,Administrative Support,82923,100572,118221,30,Yes,Hybrid,0,0,6,Yes,Culpepper,75th Percentile,345,224,1,2025-01-28,JA-2026.1
JOB-2875,Operations Specialist,Operations,Operations - Core,Individual Contributor,Band 2 - Junior,2,G2A,Non-Exempt,Administrative Support,59168,72489,85810,25,Yes,Yes,0,0,4,Yes,Radford,75th Percentile,70,115,17,2025-07-05,JA-2026.1
JOB-2876,Sales Development Rep,Sales,Sales - Operations,Individual Contributor,Band 1 - Entry,1,G1A,Exempt,Technicians,46320,56274,66229,5,No,Yes,0,0,1,Yes,Culpepper,75th Percentile,78,291,15,2025-04-23,JA-2026.1
JOB-2877,Onboarding Specialist,Customer Experience,Customer Experience - Operations,Executive,Band 8 - VP,8,G8A,Exempt,Administrative Support,380221,442506,504792,40,Yes,No,5,19,5,Yes,Willis Towers Watson,75th Percentile,303,363,8,2025-08-26,JA-2026.1
JOB-2878,Director of Analytics,Data Science,Data Science - Core,Executive,Band 8 - VP,8,G8B,Exempt,Officials & Managers,342261,437937,533613,30,Yes,Yes,5,12,2,Yes,Willis Towers Watson,65th Percentile,35,318,8,2025-09-03,JA-2026.1
JOB-2879,Finance Manager,Finance,Finance - Core,Management,Band 3 - Mid,3,G3A,Exempt,Technicians,73524,96770,120016,15,No,No,3,11,3,No,Culpepper,65th Percentile,33,144,18,2025-11-18,JA-2026.1
JOB-2880,Finance Manager,Finance,Finance - Core,Management,Band 3 - Mid,3,G3A,Exempt,Technicians,83473,97559,111645,15,No,No,3,11,3,No,Culpepper,65th Percentile,131,315,15,2025-11-18,JA-2026.1
JOB-2881,VP Finance,Finance,Finance - Specialist,Management,Band 6 - Principal,6,G6A,Exempt,Technicians,173762,226598,279435,5,Yes,No,3,13,3,No,Mercer,75th Percentile,192,171,21,2025-01-15,JA-2026.1
JOB-2882,VP Sales,Sales,Sales - Operations,Management,Band 7 - Director,7,G7A,Exempt,Professionals,259157,331653,404150,40,Yes,Yes,3,18,2,Yes,Radford,65th Percentile,225,120,13,2025-05-06,JA-2026.1
JOB-2883,Director HR,People & HR,People & HR - Core,Management,Band 7 - Director,7,G7B,Exempt,Technicians,234649,324554,414460,25,Yes,Hybrid,5,20,1,Yes,Aon Hewitt,65th Percentile,225,50,10,2025-03-19,JA-2026.1
JOB-2884,Chief People Officer,People & HR,People & HR - Core,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Managers,513929,822328,1130728,10,Yes,Yes,6,8,5,Yes,Radford,50th Percentile,133,329,23,2025-06-03,JA-2026.1
JOB-2885,HR Business Partner,People & HR,People & HR - Operations,Individual Contributor,Band 2 - Junior,2,G2B,Non-Exempt,Professionals,64044,72255,80467,15,Yes,Hybrid,0,0,6,Yes,Radford,75th Percentile,93,351,17,2025-10-07,JA-2026.1
JOB-2886,Financial Analyst,Finance,Finance - Specialist,Individual Contributor,Band 1 - Entry,1,G1B,Exempt,Technicians,46057,57014,67971,40,Yes,Hybrid,0,0,5,Yes,Mercer,75th Percentile,242,375,25,2025-02-21,JA-2026.1
JOB-2887,Data Scientist,Data Science,Data Science - Operations,Individual Contributor,Band 3 - Mid,3,G3A,Exempt,Managers,83714,100923,118132,30,No,Yes,0,0,4,No,Mercer,65th Percentile,370,316,22,2025-06-01,JA-2026.1
JOB-2888,Senior Data Analyst,Data Science,Data Science - Specialist,Individual Contributor,Band 2 - Junior,2,G2A,Non-Exempt,Administrative Support,60175,76343,92512,20,No,No,0,0,5,Yes,Willis Towers Watson,65th Percentile,338,443,3,2025-12-04,JA-2026.1
JOB-2889,Paralegal,Legal & Compliance,Legal & Compliance - Specialist,Individual Contributor,Band 2 - Junior,2,G2C,Non-Exempt,Technicians,57412,68607,79803,15,No,Hybrid,0,0,2,Yes,Aon Hewitt,75th Percentile,44,58,15,2025-05-23,JA-2026.1
JOB-2890,Director CX,Customer Experience,Customer Experience - Operations,Management,Band 5 - Lead,5,G5B,Exempt,Managers,152183,177166,202149,5,Yes,Hybrid,4,19,3,No,Culpepper,50th Percentile,9,397,6,2025-04-13,JA-2026.1
JOB-2891,Senior Financial Analyst,Finance,Finance - Operations,Individual Contributor,Band 2 - Junior,2,G2A,Non-Exempt,Technicians,64791,71917,79044,10,No,Yes,0,0,2,No,Mercer,75th Percentile,208,395,9,2025-10-06,JA-2026.1
JOB-2892,Staff Engineer,Engineering,Engineering - Specialist,Technical Specialist,Band 3 - Mid,3,G3A,Exempt,Administrative Support,84562,100044,115526,5,No,Hybrid,0,0,4,Yes,Willis Towers Watson,75th Percentile,114,397,3,2025-07-05,JA-2026.1
JOB-2893,Marketing Specialist,Marketing,Marketing - Operations,Individual Contributor,Band 2 - Junior,2,G2A,Exempt,Professionals,60145,69916,79688,5,Yes,No,0,0,2,No,Culpepper,75th Percentile,380,446,9,2025-06-14,JA-2026.1
JOB-2894,Logistics Manager,Operations,Operations - Operations,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Officials & Managers,484364,885460,1286556,40,Yes,Yes,4,19,1,Yes,Culpepper,50th Percentile,66,459,16,2025-03-06,JA-2026.1
JOB-2895,Lead Data Scientist,Data Science,Data Science - Core,Technical Specialist,Band 5 - Lead,5,G5C,Exempt,Managers,149277,175834,202391,10,Yes,No,0,0,2,No,Aon Hewitt,65th Percentile,75,477,5,2025-11-14,JA-2026.1
