requisition_id,candidate_id,department,job_title,job_level,location,source,applied_date,stage,days_to_hire,offer_extended,offer_accepted,offer_amount,diversity_flag,campus_hire,hired,rejection_reason,recruiter_id,hiring_manager_id,interview_rounds,cost_per_hire
REQ00465,CAND00465,HR,Analyst,L6,Seattle,LinkedIn,2025-10-26,Screening,97,No,Yes,120776,No,Yes,No,Overqualified,REC08,MGR0050,5,3744
REQ00466,CAND00466,Finance,Senior Engineer,L5,Dallas,Glassdoor,2024-01-13,Offer,35,Yes,No,86793,Yes,No,No,Withdrew,REC11,MGR0004,4,3736
REQ00467,CAND00467,Data Science,Senior Engineer,L5,Chicago,Indeed,2025-05-17,Offer,57,No,Pending,62125,No,Yes,No,None,REC18,MGR0020,3,8804
REQ00468,CAND00468,Marketing,Senior Analyst,L5,San Francisco,Glassdoor,2024-06-22,Hired,73,No,No,113627,No,Yes,No,Salary Mismatch,REC13,MGR0029,1,8656
REQ00469,CAND00469,Sales,Director,L3,Boston,Indeed,2020-02-12,Rejected,36,No,Yes,53928,Yes,Yes,Yes,Salary Mismatch,REC08,MGR0047,4,10109
REQ00470,CAND00470,Legal,Manager,L3,Remote,Campus Recruiting,2023-05-05,Panel Interview,56,Yes,Yes,128954,Yes,Yes,No,Withdrew,REC14,MGR0030,3,2772
REQ00471,CAND00471,Engineering,Senior Analyst,L3,Remote,Campus Recruiting,2020-05-11,Screening,109,Yes,No,83495,Yes,No,No,Salary Mismatch,REC02,MGR0036,6,4603
REQ00472,CAND00472,Engineering,Senior Engineer,L5,Denver,Internal Transfer,2021-01-26,Phone Interview,46,Yes,Pending,107306,Yes,No,No,Position Closed,REC09,MGR0028,3,14927
REQ00473,CAND00473,Data Science,Director,L5,Atlanta,Campus Recruiting,2026-02-24,Rejected,65,No,Yes,198045,Yes,Yes,No,Failed Assessment,REC14,MGR0013,2,8010
REQ00474,CAND00474,Sales,Associate,L1,Austin,Indeed,2022-06-14,Withdrawn,76,Yes,Pending,51461,No,Yes,No,Failed Assessment,REC20,MGR0014,4,7283
REQ00475,CAND00475,Engineering,Engineer,L4,Chicago,Indeed,2024-12-15,Offer,60,No,No,195622,No,Yes,Yes,None,REC19,MGR0032,6,5129
REQ00476,CAND00476,Legal,Senior Analyst,L4,San Francisco,Campus Recruiting,2022-10-11,Screening,90,No,Yes,88344,Yes,Yes,Yes,Salary Mismatch,REC17,MGR0027,4,13143
REQ00477,CAND00477,Marketing,Engineer,L5,Boston,Glassdoor,2025-12-08,Rejected,90,Yes,Pending,77871,No,No,Yes,Culture Fit,REC10,MGR0041,1,11223
REQ00478,CAND00478,Sales,Director,L3,Denver,Direct Application,2021-10-08,Rejected,22,Yes,No,89284,No,Yes,No,Failed Assessment,REC05,MGR0040,6,3460
REQ00479,CAND00479,IT,Associate,L7,Seattle,Glassdoor,2022-01-22,Phone Interview,30,No,Yes,70339,No,Yes,Yes,Position Closed,REC12,MGR0047,4,9001
REQ00480,CAND00480,Finance,Engineer,L1,Dallas,LinkedIn,2020-10-16,Phone Interview,111,Yes,No,123781,Yes,No,No,Culture Fit,REC16,MGR0044,5,10583
REQ00481,CAND00481,Finance,Analyst,L3,San Francisco,Direct Application,2020-09-29,Applied,54,No,Yes,181504,Yes,No,Yes,Overqualified,REC10,MGR0024,3,3469
REQ00482,CAND00482,Marketing,Director,L3,Seattle,Direct Application,2024-03-13,Applied,61,No,Pending,96749,No,Yes,Yes,Salary Mismatch,REC12,MGR0034,1,9886
REQ00483,CAND00483,Design,Engineer,L4,Chicago,LinkedIn,2024-11-08,Offer,105,No,No,144853,No,Yes,No,Culture Fit,REC15,MGR0026,6,13701
REQ00484,CAND00484,Design,Director,L5,Remote,Employee Referral,2023-05-25,Technical Assessment,39,Yes,Yes,175570,No,No,Yes,Failed Assessment,REC13,MGR0037,1,2503
REQ00485,CAND00485,Operations,Associate,L1,Denver,Glassdoor,2020-08-13,Offer,74,No,No,150828,No,Yes,Yes,Withdrew,REC03,MGR0043,5,9541
REQ00486,CAND00486,Finance,Senior Engineer,L1,Boston,Glassdoor,2024-11-26,Rejected,63,No,Yes,116761,Yes,No,Yes,Overqualified,REC13,MGR0006,2,14623
REQ00487,CAND00487,Marketing,Analyst,L4,New York,Agency,2023-10-04,Rejected,86,Yes,No,82660,Yes,Yes,No,None,REC10,MGR0033,6,9363
REQ00488,CAND00488,Sales,Manager,L3,Atlanta,Agency,2023-07-28,Hired,15,No,No,58569,No,Yes,No,Withdrew,REC03,MGR0049,1,8803
REQ00489,CAND00489,Marketing,Senior Engineer,L3,Austin,LinkedIn,2026-01-18,Offer,113,Yes,Yes,148138,Yes,Yes,Yes,Overqualified,REC13,MGR0041,1,9956
REQ00490,CAND00490,Data Science,Senior Engineer,L1,Atlanta,Glassdoor,2022-10-30,Rejected,106,Yes,No,117047,Yes,Yes,No,None,REC01,MGR0011,1,10236
REQ00491,CAND00491,Sales,Senior Engineer,L1,Austin,Glassdoor,2021-11-26,Panel Interview,75,No,Yes,147604,No,No,No,None,REC16,MGR0048,3,4758
REQ00492,CAND00492,Data Science,Director,L7,Austin,Agency,2022-02-10,Panel Interview,18,Yes,No,96023,Yes,Yes,No,Overqualified,REC13,MGR0038,4,12220
REQ00493,CAND00493,Legal,Director,L3,Seattle,LinkedIn,2022-02-16,Withdrawn,14,Yes,No,101693,No,No,Yes,Withdrew,REC17,MGR0019,1,9526
REQ00494,CAND00494,Design,Analyst,L3,Chicago,LinkedIn,2024-10-26,Applied,89,Yes,No,197424,No,Yes,Yes,Withdrew,REC19,MGR0023,4,13088
REQ00495,CAND00495,Legal,Manager,L4,Denver,Direct Application,2023-07-22,Technical Assessment,35,Yes,Pending,194895,Yes,Yes,No,Salary Mismatch,REC07,MGR0030,2,2170
REQ00496,CAND00496,Product,Director,L5,Dallas,Internal Transfer,2024-05-22,Offer,25,No,Pending,154226,No,No,Yes,Position Closed,REC13,MGR0012,3,12186
REQ00497,CAND00497,Engineering,Manager,L5,Austin,LinkedIn,2020-10-18,Screening,95,No,Pending,125149,No,No,No,Failed Assessment,REC13,MGR0026,2,7459
REQ00498,CAND00498,Customer Success,Engineer,L6,Atlanta,Glassdoor,2023-04-17,Applied,23,Yes,Yes,66684,No,No,No,Culture Fit,REC13,MGR0037,4,10246
REQ00499,CAND00499,Operations,Senior Analyst,L6,Denver,LinkedIn,2023-11-04,Hired,45,No,Pending,86253,Yes,No,No,Salary Mismatch,REC17,MGR0034,4,11271
REQ00500,CAND00500,Design,Engineer,L1,Austin,Agency,2020-04-19,Screening,91,Yes,Yes,109752,No,No,Yes,None,REC16,MGR0004,5,14137
REQ00501,CAND00501,Sales,Director,L5,Seattle,LinkedIn,2022-12-23,Hired,96,Yes,No,176683,Yes,No,Yes,Salary Mismatch,REC14,MGR0006,5,12836
REQ00502,CAND00502,Legal,Senior Analyst,L6,Dallas,Glassdoor,2020-06-18,Hired,11,Yes,No,133266,Yes,Yes,No,Failed Assessment,REC01,MGR0047,2,2048
REQ00503,CAND00503,Sales,Associate,L2,Atlanta,Agency,2022-11-28,Phone Interview,64,Yes,Pending,90693,No,No,Yes,Salary Mismatch,REC02,MGR0029,5,9475
REQ00504,CAND00504,Data Science,Associate,L1,Denver,Glassdoor,2021-11-18,Technical Assessment,22,No,Pending,65584,No,No,No,Culture Fit,REC14,MGR0018,2,691
REQ00505,CAND00505,Sales,Senior Analyst,L1,San Francisco,Glassdoor,2025-01-08,Withdrawn,69,Yes,Yes,168086,Yes,Yes,No,Withdrew,REC04,MGR0046,6,5945
REQ00506,CAND00506,Design,Associate,L3,Dallas,Internal Transfer,2022-03-15,Screening,35,No,Pending,59399,Yes,No,No,Position Closed,REC15,MGR0041,1,3951
REQ00507,CAND00507,IT,Associate,L3,Boston,Indeed,2023-03-24,Phone Interview,106,No,No,163822,No,Yes,Yes,None,REC15,MGR0018,3,10478
REQ00508,CAND00508,Finance,Senior Analyst,L7,Austin,Glassdoor,2021-02-04,Panel Interview,69,Yes,Pending,64574,No,No,No,Overqualified,REC15,MGR0040,2,11329
REQ00509,CAND00509,Sales,Senior Engineer,L3,Seattle,Campus Recruiting,2021-12-27,Applied,85,No,No,79532,Yes,No,Yes,Failed Assessment,REC20,MGR0033,5,591
REQ00510,CAND00510,Marketing,Director,L5,Dallas,Employee Referral,2023-10-11,Panel Interview,80,No,Yes,52937,No,No,No,None,REC13,MGR0012,3,14236
REQ00511,CAND00511,Finance,Director,L3,Dallas,Indeed,2020-11-10,Hired,112,No,Yes,69740,No,No,No,Position Closed,REC04,MGR0034,1,4312
REQ00512,CAND00512,Design,Director,L1,Austin,Employee Referral,2020-04-25,Phone Interview,62,Yes,No,92090,Yes,Yes,No,None,REC14,MGR0028,6,1202
REQ00513,CAND00513,Operations,Senior Engineer,L5,Atlanta,Campus Recruiting,2020-07-08,Panel Interview,120,No,Yes,75737,Yes,Yes,Yes,None,REC19,MGR0001,2,7087
REQ00514,CAND00514,Customer Success,Manager,L1,Atlanta,Campus Recruiting,2024-05-31,Screening,89,Yes,Pending,165513,No,Yes,Yes,Failed Assessment,REC16,MGR0037,5,7690
REQ00515,CAND00515,Sales,Analyst,L1,Chicago,Indeed,2026-01-11,Rejected,116,No,Pending,194530,Yes,Yes,Yes,Withdrew,REC06,MGR0027,1,13697
REQ00516,CAND00516,Legal,Senior Analyst,L3,New York,Indeed,2021-06-08,Hired,115,Yes,Yes,155461,Yes,No,No,None,REC18,MGR0032,2,5509
REQ00517,CAND00517,Customer Success,Analyst,L4,Remote,Agency,2023-07-23,Technical Assessment,11,Yes,Yes,106607,Yes,Yes,No,Salary Mismatch,REC10,MGR0008,2,9778
REQ00518,CAND00518,Customer Success,Manager,L1,Chicago,Internal Transfer,2022-04-02,Rejected,106,Yes,Yes,134362,No,Yes,No,Position Closed,REC16,MGR0021,1,4787
REQ00519,CAND00519,Finance,Manager,L3,Boston,Glassdoor,2020-02-24,Rejected,60,Yes,Pending,65924,No,No,No,None,REC08,MGR0014,1,6854
REQ00520,CAND00520,Operations,Manager,L4,Austin,Employee Referral,2024-07-07,Phone Interview,58,Yes,Yes,172237,Yes,No,No,Overqualified,REC08,MGR0010,3,9712
REQ00521,CAND00521,Data Science,Senior Engineer,L6,Chicago,Agency,2025-02-03,Rejected,13,Yes,Yes,171816,Yes,Yes,No,Position Closed,REC19,MGR0006,4,5066
REQ00522,CAND00522,Customer Success,Director,L7,Dallas,Direct Application,2021-02-13,Screening,92,No,Pending,164732,Yes,Yes,No,Position Closed,REC14,MGR0001,1,1311
REQ00523,CAND00523,Product,Manager,L4,Boston,Glassdoor,2022-11-06,Screening,112,No,Pending,111891,Yes,Yes,No,None,REC03,MGR0007,1,6926
REQ00524,CAND00524,Customer Success,Senior Analyst,L5,Boston,Indeed,2023-09-23,Rejected,68,Yes,Pending,98229,No,No,No,Position Closed,REC12,MGR0022,1,12429
REQ00525,CAND00525,Design,Senior Engineer,L2,Seattle,Campus Recruiting,2021-07-02,Panel Interview,76,No,Yes,105996,No,No,No,Salary Mismatch,REC09,MGR0033,3,11919
REQ00526,CAND00526,IT,Analyst,L5,Chicago,Direct Application,2024-11-20,Technical Assessment,59,No,Yes,66259,No,No,No,Position Closed,REC01,MGR0018,2,7901
REQ00527,CAND00527,Product,Director,L7,San Francisco,Employee Referral,2026-02-14,Phone Interview,69,Yes,No,80652,Yes,Yes,No,Failed Assessment,REC18,MGR0041,5,2208
REQ00528,CAND00528,IT,Engineer,L1,San Francisco,Internal Transfer,2022-05-29,Withdrawn,57,No,No,150540,No,No,Yes,Overqualified,REC01,MGR0029,6,1928
REQ00529,CAND00529,Engineering,Engineer,L1,Chicago,Glassdoor,2021-10-10,Phone Interview,46,Yes,Yes,133940,No,No,Yes,Overqualified,REC07,MGR0016,3,9282
REQ00530,CAND00530,Data Science,Senior Analyst,L4,Dallas,Employee Referral,2024-02-07,Applied,84,No,No,161823,No,No,No,Withdrew,REC15,MGR0006,5,12258
REQ00531,CAND00531,Product,Associate,L1,Austin,Agency,2022-12-01,Applied,98,Yes,No,65782,Yes,Yes,Yes,Overqualified,REC14,MGR0047,3,3738
REQ00532,CAND00532,Product,Manager,L3,Denver,Indeed,2025-05-03,Withdrawn,48,Yes,No,77646,No,Yes,No,Culture Fit,REC17,MGR0014,5,14630
REQ00533,CAND00533,Product,Director,L3,Atlanta,Indeed,2024-08-21,Withdrawn,55,No,Yes,171784,Yes,No,No,Position Closed,REC19,MGR0048,1,9598
REQ00534,CAND00534,Legal,Senior Analyst,L1,Boston,Indeed,2021-02-15,Technical Assessment,77,Yes,Yes,76364,No,Yes,No,Overqualified,REC10,MGR0042,4,9371
REQ00535,CAND00535,Sales,Manager,L7,Denver,Employee Referral,2025-01-06,Phone Interview,33,Yes,No,162534,No,Yes,No,Salary Mismatch,REC12,MGR0026,3,734
REQ00536,CAND00536,Data Science,Director,L4,Denver,Agency,2022-12-03,Offer,14,No,No,63742,No,No,Yes,Culture Fit,REC13,MGR0041,3,8334
REQ00537,CAND00537,Customer Success,Senior Analyst,L1,Remote,Indeed,2023-06-06,Applied,71,No,No,71135,No,No,Yes,Culture Fit,REC11,MGR0007,1,11010
REQ00538,CAND00538,Marketing,Senior Engineer,L6,Austin,Indeed,2025-09-30,Panel Interview,79,No,No,190125,Yes,No,No,None,REC06,MGR0029,4,2339
REQ00539,CAND00539,HR,Analyst,L3,San Francisco,Internal Transfer,2020-11-06,Hired,71,Yes,Yes,143642,No,Yes,Yes,Salary Mismatch,REC07,MGR0012,4,6266
REQ00540,CAND00540,HR,Manager,L1,Remote,Campus Recruiting,2021-07-24,Applied,38,Yes,Pending,174367,No,No,Yes,Position Closed,REC10,MGR0043,3,4546
REQ00541,CAND00541,Customer Success,Manager,L2,Dallas,Glassdoor,2025-08-14,Withdrawn,58,No,No,171203,Yes,No,Yes,Withdrew,REC15,MGR0037,3,4074
REQ00542,CAND00542,IT,Manager,L6,Remote,Agency,2022-02-10,Hired,45,Yes,Yes,109750,Yes,No,No,Failed Assessment,REC02,MGR0035,1,8089
REQ00543,CAND00543,Marketing,Associate,L3,Dallas,LinkedIn,2022-01-03,Technical Assessment,103,No,Yes,175454,Yes,No,Yes,Culture Fit,REC14,MGR0019,5,6021
REQ00544,CAND00544,IT,Associate,L6,San Francisco,Internal Transfer,2024-05-10,Offer,71,No,Pending,59257,Yes,Yes,No,Withdrew,REC14,MGR0009,2,1417
REQ00545,CAND00545,Design,Senior Engineer,L2,Chicago,Direct Application,2024-10-12,Applied,61,No,Yes,98027,No,No,No,Salary Mismatch,REC12,MGR0017,2,6252
REQ00546,CAND00546,Design,Senior Analyst,L6,Atlanta,LinkedIn,2022-08-08,Offer,111,Yes,Yes,193624,Yes,No,No,Salary Mismatch,REC16,MGR0041,5,7842
REQ00547,CAND00547,HR,Analyst,L4,Seattle,Campus Recruiting,2021-09-04,Offer,94,Yes,Yes,141991,Yes,Yes,Yes,Overqualified,REC13,MGR0013,5,7675
REQ00548,CAND00548,Product,Senior Engineer,L5,San Francisco,Agency,2020-08-28,Phone Interview,19,Yes,No,172987,No,No,Yes,None,REC12,MGR0041,4,5108
REQ00549,CAND00549,Finance,Analyst,L3,Atlanta,Campus Recruiting,2024-06-18,Withdrawn,11,No,No,100800,Yes,No,No,Salary Mismatch,REC17,MGR0041,5,11425
REQ00550,CAND00550,IT,Associate,L2,Boston,Glassdoor,2024-02-04,Hired,25,Yes,Yes,189473,No,No,No,Withdrew,REC04,MGR0025,3,5388
REQ00551,CAND00551,Legal,Senior Engineer,L5,New York,Indeed,2023-11-23,Applied,15,No,Yes,114095,Yes,No,No,Overqualified,REC02,MGR0030,5,12100
REQ00552,CAND00552,Operations,Engineer,L5,San Francisco,Campus Recruiting,2024-04-29,Rejected,60,No,Pending,70929,Yes,Yes,No,Salary Mismatch,REC19,MGR0039,6,4096
REQ00553,CAND00553,HR,Director,L5,Atlanta,Agency,2025-10-13,Rejected,97,Yes,Pending,117940,No,Yes,No,Failed Assessment,REC15,MGR0029,6,14344
REQ00554,CAND00554,Engineering,Manager,L7,Austin,Agency,2020-08-23,Phone Interview,69,No,Pending,147994,No,Yes,No,None,REC10,MGR0042,6,2521
REQ00555,CAND00555,Product,Associate,L3,Seattle,Glassdoor,2020-08-11,Applied,34,Yes,Yes,194400,Yes,No,Yes,None,REC03,MGR0034,3,2301
REQ00556,CAND00556,Legal,Senior Engineer,L3,Austin,Indeed,2026-03-25,Technical Assessment,57,No,Yes,140275,Yes,No,No,None,REC06,MGR0020,5,10716
REQ00557,CAND00557,Operations,Manager,L7,Dallas,Indeed,2025-07-05,Panel Interview,76,No,Yes,90094,No,Yes,No,Culture Fit,REC14,MGR0030,2,4882
REQ00558,CAND00558,Product,Analyst,L6,Seattle,LinkedIn,2022-05-25,Withdrawn,33,No,No,113648,Yes,Yes,No,Overqualified,REC04,MGR0021,3,5351
REQ00559,CAND00559,Sales,Senior Engineer,L3,New York,Employee Referral,2020-05-02,Offer,27,No,Pending,65372,Yes,Yes,No,Overqualified,REC13,MGR0041,3,14687
REQ00560,CAND00560,Finance,Senior Engineer,L1,Atlanta,Glassdoor,2024-05-12,Screening,95,Yes,No,191623,Yes,No,No,Position Closed,REC11,MGR0050,6,14948
REQ00561,CAND00561,Product,Senior Engineer,L2,Denver,Employee Referral,2024-05-08,Screening,98,Yes,Yes,125892,Yes,No,No,Position Closed,REC03,MGR0029,3,10103
REQ00562,CAND00562,Legal,Manager,L7,Denver,Glassdoor,2020-08-31,Offer,103,Yes,Yes,124988,Yes,Yes,No,Overqualified,REC17,MGR0020,5,6306
REQ00563,CAND00563,IT,Senior Analyst,L1,Chicago,Agency,2022-05-27,Offer,66,Yes,Pending,172378,No,Yes,No,Salary Mismatch,REC11,MGR0015,2,4501
REQ00564,CAND00564,Product,Senior Analyst,L2,Atlanta,Employee Referral,2021-09-03,Withdrawn,11,Yes,No,61687,Yes,Yes,No,Withdrew,REC12,MGR0010,5,11157
REQ00565,CAND00565,Legal,Manager,L7,Dallas,Employee Referral,2021-11-27,Technical Assessment,94,Yes,Yes,88742,No,Yes,Yes,None,REC09,MGR0037,6,10987
REQ00566,CAND00566,Customer Success,Manager,L4,Seattle,Campus Recruiting,2024-04-13,Screening,100,Yes,Yes,95570,Yes,No,Yes,Overqualified,REC18,MGR0050,3,2922
REQ00567,CAND00567,Legal,Manager,L5,Remote,Indeed,2023-12-14,Withdrawn,46,Yes,No,66058,No,Yes,No,Culture Fit,REC19,MGR0047,2,12865
REQ00568,CAND00568,Sales,Manager,L2,Denver,Campus Recruiting,2021-12-08,Withdrawn,45,No,Pending,159698,No,Yes,No,None,REC08,MGR0006,3,2099
REQ00569,CAND00569,Customer Success,Senior Engineer,L5,Atlanta,Glassdoor,2020-09-02,Panel Interview,61,Yes,Pending,183349,No,No,Yes,Salary Mismatch,REC08,MGR0019,6,11584
REQ00570,CAND00570,Marketing,Manager,L2,Denver,LinkedIn,2023-07-15,Screening,72,Yes,Pending,104005,No,No,Yes,Overqualified,REC09,MGR0045,1,9403
REQ00571,CAND00571,HR,Senior Analyst,L1,Atlanta,Agency,2023-09-26,Rejected,55,Yes,No,155957,No,No,No,Overqualified,REC16,MGR0026,6,12716
REQ00572,CAND00572,Marketing,Senior Analyst,L1,Seattle,Agency,2025-12-20,Rejected,65,Yes,Yes,63994,Yes,Yes,No,Overqualified,REC10,MGR0019,4,5073
REQ00573,CAND00573,Finance,Associate,L1,Chicago,Indeed,2026-01-26,Hired,87,No,Pending,66407,No,Yes,Yes,Failed Assessment,REC12,MGR0033,4,4978
REQ00574,CAND00574,Product,Associate,L1,Boston,Internal Transfer,2022-01-06,Applied,24,No,Pending,113276,No,Yes,No,Withdrew,REC11,MGR0007,1,2577
REQ00575,CAND00575,Product,Manager,L4,Chicago,Employee Referral,2021-05-28,Withdrawn,71,No,Yes,154793,Yes,Yes,No,Culture Fit,REC16,MGR0016,6,9368
REQ00576,CAND00576,Customer Success,Associate,L3,Boston,Direct Application,2020-12-19,Offer,107,No,No,167790,Yes,No,No,Culture Fit,REC13,MGR0006,3,14666
REQ00577,CAND00577,Marketing,Analyst,L4,Remote,Indeed,2021-10-05,Rejected,115,Yes,Yes,170943,Yes,Yes,No,Overqualified,REC15,MGR0002,3,3777
REQ00578,CAND00578,Marketing,Analyst,L7,Austin,Direct Application,2022-10-31,Technical Assessment,46,No,Yes,178239,Yes,No,Yes,Failed Assessment,REC10,MGR0041,1,3236
REQ00579,CAND00579,Engineering,Associate,L7,Chicago,Employee Referral,2020-12-21,Offer,51,Yes,Pending,99727,Yes,No,Yes,Salary Mismatch,REC08,MGR0050,5,14119
REQ00580,CAND00580,Customer Success,Senior Analyst,L1,Austin,Indeed,2020-06-15,Technical Assessment,66,No,Pending,157382,No,No,Yes,Failed Assessment,REC03,MGR0012,1,12339
REQ00581,CAND00581,Design,Senior Engineer,L7,Austin,Glassdoor,2026-07-31,Rejected,110,Yes,No,62334,Yes,No,No,Failed Assessment,REC01,MGR0031,1,10011
REQ00582,CAND00582,Sales,Engineer,L4,Seattle,LinkedIn,2022-08-18,Rejected,59,Yes,Yes,133678,Yes,Yes,No,None,REC08,MGR0034,3,12121
REQ00583,CAND00583,Customer Success,Director,L5,San Francisco,Campus Recruiting,2022-01-12,Screening,36,Yes,Pending,176963,Yes,No,Yes,None,REC20,MGR0007,4,10074
REQ00584,CAND00584,HR,Analyst,L2,Austin,Glassdoor,2026-03-19,Screening,25,Yes,Pending,103871,No,Yes,Yes,Position Closed,REC19,MGR0024,4,5653
REQ00585,CAND00585,HR,Manager,L5,Atlanta,Indeed,2024-05-18,Technical Assessment,97,Yes,Yes,99848,No,Yes,No,Withdrew,REC11,MGR0028,5,14003
REQ00586,CAND00586,Customer Success,Director,L3,Atlanta,Employee Referral,2025-10-18,Panel Interview,92,No,Pending,164694,No,No,No,Position Closed,REC06,MGR0016,4,13163
REQ00587,CAND00587,Engineering,Analyst,L4,Remote,Campus Recruiting,2024-06-14,Technical Assessment,43,Yes,Yes,179612,Yes,No,No,Failed Assessment,REC01,MGR0029,6,13504
REQ00588,CAND00588,IT,Associate,L7,Chicago,Employee Referral,2021-08-11,Phone Interview,29,No,Pending,105765,No,Yes,Yes,None,REC01,MGR0042,3,14817
REQ00589,CAND00589,Operations,Director,L2,Seattle,Campus Recruiting,2021-10-13,Technical Assessment,109,Yes,Yes,81379,No,Yes,No,Overqualified,REC15,MGR0038,2,10019
REQ00590,CAND00590,IT,Senior Engineer,L1,Denver,Indeed,2024-05-17,Withdrawn,68,Yes,Yes,176104,No,Yes,No,Failed Assessment,REC20,MGR0050,4,3437
REQ00591,CAND00591,Finance,Engineer,L2,Denver,Employee Referral,2021-03-18,Panel Interview,30,No,Yes,125728,No,No,No,Withdrew,REC18,MGR0014,4,3862
REQ00592,CAND00592,HR,Analyst,L5,Chicago,Glassdoor,2022-04-11,Technical Assessment,111,Yes,Pending,128437,No,No,Yes,Failed Assessment,REC07,MGR0032,2,13295
REQ00593,CAND00593,Customer Success,Senior Analyst,L7,New York,Employee Referral,2021-07-04,Offer,54,Yes,No,180760,No,Yes,Yes,None,REC04,MGR0046,5,7329
REQ00594,CAND00594,HR,Senior Engineer,L2,San Francisco,Campus Recruiting,2020-06-08,Panel Interview,104,No,No,117222,No,No,No,Overqualified,REC13,MGR0022,2,3247
REQ00595,CAND00595,Marketing,Analyst,L3,Chicago,Employee Referral,2025-04-20,Panel Interview,21,Yes,Yes,122753,No,No,No,Withdrew,REC10,MGR0018,6,6448
REQ00596,CAND00596,Data Science,Director,L2,New York,LinkedIn,2025-05-02,Withdrawn,12,No,Yes,185113,Yes,No,No,Failed Assessment,REC20,MGR0023,3,3005
REQ00597,CAND00597,Operations,Senior Analyst,L2,San Francisco,Agency,2025-08-16,Withdrawn,85,Yes,Pending,84802,Yes,No,Yes,Failed Assessment,REC09,MGR0038,4,3946
REQ00598,CAND00598,Legal,Director,L4,San Francisco,Direct Application,2026-01-07,Applied,19,Yes,No,131423,No,Yes,No,Position Closed,REC18,MGR0023,3,10713
REQ00599,CAND00599,Sales,Manager,L4,Remote,Agency,2026-07-30,Hired,112,Yes,Pending,134778,No,Yes,Yes,None,REC16,MGR0034,5,4868
REQ00600,CAND00600,Marketing,Senior Engineer,L4,Denver,Internal Transfer,2020-01-22,Hired,50,No,Yes,187353,No,Yes,No,Overqualified,REC11,MGR0013,2,4800
REQ00601,CAND00601,Marketing,Director,L3,Dallas,Indeed,2022-05-23,Rejected,62,Yes,No,53356,No,Yes,Yes,Culture Fit,REC20,MGR0040,5,1365
REQ00602,CAND00602,Product,Director,L3,Dallas,Indeed,2025-06-10,Withdrawn,16,No,Pending,88169,No,Yes,No,Failed Assessment,REC14,MGR0029,3,2818
REQ00603,CAND00603,Engineering,Senior Engineer,L3,Dallas,Direct Application,2025-10-17,Screening,52,Yes,Yes,50988,Yes,Yes,No,Overqualified,REC06,MGR0035,2,8575
REQ00604,CAND00604,Engineering,Analyst,L2,Atlanta,Glassdoor,2020-06-05,Hired,116,Yes,No,108289,No,No,No,Position Closed,REC03,MGR0017,2,8082
REQ00605,CAND00605,Operations,Engineer,L5,Seattle,Campus Recruiting,2021-09-23,Screening,85,Yes,Yes,183620,Yes,No,No,None,REC02,MGR0012,4,5011
REQ00606,CAND00606,Engineering,Director,L6,New York,Direct Application,2022-12-11,Rejected,117,Yes,No,61564,Yes,Yes,No,Withdrew,REC18,MGR0032,6,7309
REQ00607,CAND00607,Sales,Senior Analyst,L2,Chicago,Internal Transfer,2025-02-19,Technical Assessment,83,Yes,Yes,59523,Yes,Yes,No,Salary Mismatch,REC01,MGR0047,6,6451
REQ00608,CAND00608,Engineering,Senior Analyst,L4,Denver,LinkedIn,2025-05-05,Rejected,118,Yes,Yes,187068,Yes,No,No,Overqualified,REC06,MGR0048,6,1808
REQ00609,CAND00609,Engineering,Associate,L3,Remote,LinkedIn,2024-06-23,Screening,111,Yes,No,138190,Yes,Yes,Yes,Failed Assessment,REC19,MGR0005,3,6723
REQ00610,CAND00610,HR,Associate,L3,Chicago,Campus Recruiting,2026-02-16,Rejected,22,Yes,Yes,132631,Yes,Yes,No,Salary Mismatch,REC20,MGR0010,4,12762
REQ00611,CAND00611,Legal,Engineer,L1,Denver,Indeed,2022-11-30,Applied,29,No,Pending,182002,Yes,No,Yes,Salary Mismatch,REC16,MGR0006,3,850
REQ00612,CAND00612,IT,Senior Analyst,L7,Seattle,Internal Transfer,2024-07-14,Screening,24,Yes,Yes,138637,Yes,No,Yes,Salary Mismatch,REC19,MGR0022,4,13603
REQ00613,CAND00613,Finance,Associate,L7,Seattle,Glassdoor,2021-09-24,Rejected,59,Yes,Yes,103037,Yes,Yes,No,Salary Mismatch,REC12,MGR0028,1,5601
REQ00614,CAND00614,IT,Analyst,L4,Denver,Agency,2026-07-12,Panel Interview,94,No,Yes,167822,No,No,No,Failed Assessment,REC05,MGR0015,1,7497
REQ00615,CAND00615,Customer Success,Director,L3,Atlanta,LinkedIn,2023-09-24,Phone Interview,64,Yes,Yes,163018,Yes,No,No,None,REC09,MGR0013,4,10046
REQ00616,CAND00616,Design,Director,L5,New York,Agency,2023-03-25,Panel Interview,106,No,Yes,138319,No,Yes,No,Culture Fit,REC02,MGR0021,2,11257
REQ00617,CAND00617,Legal,Senior Analyst,L4,Atlanta,Indeed,2025-12-01,Offer,37,Yes,Pending,198033,Yes,No,No,None,REC20,MGR0028,5,6191
REQ00618,CAND00618,Marketing,Associate,L4,Atlanta,Glassdoor,2020-11-13,Applied,103,No,Pending,117266,Yes,Yes,No,Salary Mismatch,REC02,MGR0046,2,6468
