response_id,employee_id,survey_type,survey_date,department,job_level,location,engagement_score,wellbeing_score,manager_score,dei_inclusion_score,growth_score,workload_score,eNPS,would_recommend,open_text_theme,sentiment,response_channel
SUR01125,EMP00912,DEI,2023-06-20,Customer Success,L2,Dallas,4.76,1.06,4.39,2.36,1.72,4.48,30,Yes,Autonomy,Negative,App
SUR01126,EMP00025,Wellbeing,2025-10-15,Sales,L5,Remote,3.25,4.25,3.52,3.35,4.07,3.09,3,Neutral,Career Growth,Neutral,Kiosk
SUR01127,EMP00700,Manager Effectiveness,2023-05-10,Marketing,L6,Boston,3.72,2.51,2.87,4.58,4.65,2.79,36,Neutral,Autonomy,Neutral,QR Code
SUR01128,EMP00673,Engagement,2025-06-16,IT,L5,New York,3.66,1.14,2.37,4.93,4.63,1.18,2,Neutral,Career Growth,Neutral,Kiosk
SUR01129,EMP00427,DEI,2021-02-12,Data Science,L4,Seattle,4.68,2.01,4.98,1.76,1.67,1.6,61,No,Culture,Positive,QR Code
SUR01130,EMP00483,Wellbeing,2021-07-27,IT,L4,San Francisco,4.64,3.61,4.0,1.0,1.27,1.23,-50,No,Autonomy,Positive,Email
SUR01131,EMP00809,DEI,2025-07-08,Data Science,L3,Austin,4.57,1.33,3.55,4.93,2.66,2.68,23,Yes,Career Growth,Neutral,App
SUR01132,EMP00710,Pulse,2023-06-27,Operations,L4,Boston,1.54,3.8,1.1,1.99,4.81,4.6,95,Yes,Career Growth,Negative,Email
SUR01133,EMP00155,Wellbeing,2023-03-03,Sales,L6,Dallas,1.88,1.36,1.63,3.27,1.19,4.36,26,No,Work-Life Balance,Negative,QR Code
SUR01134,EMP00774,Wellbeing,2024-11-25,Finance,L2,New York,3.2,1.1,2.19,3.22,3.65,1.39,25,Yes,Compensation,Positive,Kiosk
SUR01135,EMP00783,Manager Effectiveness,2025-02-23,Finance,L3,Atlanta,1.46,2.52,4.16,1.25,2.82,3.58,25,No,Management,Positive,Kiosk
SUR01136,EMP00251,DEI,2021-08-30,Engineering,L1,Atlanta,1.64,3.43,3.02,2.03,3.48,4.78,36,Neutral,Career Growth,Negative,Email
SUR01137,EMP00195,Exit,2021-05-05,Design,L3,Denver,2.09,3.55,3.71,3.96,3.16,2.48,93,No,Autonomy,Negative,Email
SUR01138,EMP00462,Manager Effectiveness,2025-02-07,HR,L4,Atlanta,4.48,2.28,3.36,3.91,2.12,2.96,54,Yes,Career Growth,Negative,App
SUR01139,EMP00990,DEI,2022-08-02,Customer Success,L6,Denver,2.26,1.87,1.17,1.02,2.26,1.86,-33,Yes,Career Growth,Neutral,App
SUR01140,EMP00054,Manager Effectiveness,2023-08-07,Engineering,L1,New York,1.62,4.81,2.87,2.35,2.79,1.81,81,Neutral,Recognition,Neutral,Email
SUR01141,EMP00870,Pulse,2023-12-20,Marketing,L3,San Francisco,1.42,4.42,1.56,4.94,1.81,1.77,-11,Neutral,Management,Positive,QR Code
SUR01142,EMP00359,Exit,2026-05-14,HR,L6,Chicago,4.46,3.18,4.63,4.13,3.99,2.03,63,Neutral,Career Growth,Negative,QR Code
SUR01143,EMP00162,Engagement,2021-12-07,Operations,L5,New York,2.21,3.81,1.93,2.59,2.27,4.32,18,No,Management,Positive,Email
SUR01144,EMP00274,Exit,2021-08-08,Design,L4,Dallas,1.42,3.26,4.6,4.86,4.4,4.49,6,No,Compensation,Neutral,App
SUR01145,EMP00175,Onboarding,2021-11-08,Legal,L4,Chicago,4.31,2.81,1.29,2.81,1.03,2.58,5,Neutral,Recognition,Neutral,QR Code
SUR01146,EMP00630,Engagement,2022-08-19,Product,L2,Boston,4.5,4.36,2.71,3.28,1.77,2.87,-53,No,Management,Neutral,QR Code
SUR01147,EMP00910,Exit,2024-01-08,IT,L7,Remote,3.56,2.97,2.93,4.01,3.72,3.29,-78,No,Recognition,Positive,App
SUR01148,EMP00330,Wellbeing,2024-08-25,HR,L6,Atlanta,3.96,1.12,2.06,3.9,4.53,2.41,65,Yes,Autonomy,Negative,Email
SUR01149,EMP00720,Wellbeing,2025-04-22,Sales,L5,Remote,4.78,3.91,3.52,1.89,1.89,3.6,24,No,Management,Neutral,QR Code
SUR01150,EMP00155,Wellbeing,2021-07-07,Operations,L6,Remote,4.91,2.38,3.74,4.43,1.92,4.11,98,No,Work-Life Balance,Neutral,App
SUR01151,EMP01188,Wellbeing,2026-06-15,Engineering,L4,Austin,3.19,4.06,1.35,3.88,3.92,2.59,69,Yes,Career Growth,Negative,Email
SUR01152,EMP00720,Engagement,2024-08-01,Customer Success,L2,Seattle,4.72,2.1,3.27,2.63,2.29,3.11,77,Neutral,Autonomy,Neutral,App
SUR01153,EMP00583,Exit,2021-10-24,Finance,L6,Seattle,1.38,2.7,2.55,1.38,3.15,3.98,-39,Yes,Recognition,Neutral,QR Code
SUR01154,EMP00618,Pulse,2024-05-19,Data Science,L2,Austin,2.56,1.95,2.21,2.93,3.42,4.8,-56,Neutral,Tools & Technology,Positive,QR Code
SUR01155,EMP00346,DEI,2024-12-24,IT,L1,Dallas,2.25,2.06,4.16,2.51,2.75,4.62,-43,Yes,Management,Neutral,Email
SUR01156,EMP00268,Wellbeing,2025-04-23,Customer Success,L4,Denver,4.93,1.89,1.03,4.19,3.49,4.9,90,No,Culture,Neutral,QR Code
SUR01157,EMP00699,Wellbeing,2022-01-08,Marketing,L3,Denver,4.38,2.6,4.19,4.76,1.46,3.37,-83,No,Tools & Technology,Positive,QR Code
SUR01158,EMP00214,Pulse,2023-01-31,Design,L6,Austin,3.52,2.19,2.04,2.82,3.85,4.34,-99,Neutral,Career Growth,Neutral,QR Code
SUR01159,EMP00533,Wellbeing,2022-11-13,Design,L5,New York,2.94,2.68,3.14,3.07,1.46,3.18,-37,Yes,Management,Neutral,QR Code
SUR01160,EMP00096,Exit,2024-01-03,HR,L2,Boston,3.43,3.16,3.55,4.49,1.51,2.02,-68,No,Work-Life Balance,Neutral,Email
SUR01161,EMP00388,Onboarding,2025-07-11,HR,L3,San Francisco,2.95,3.8,2.41,2.63,4.23,1.39,65,Neutral,Work-Life Balance,Positive,Email
SUR01162,EMP00600,Wellbeing,2025-05-08,Product,L7,Chicago,3.27,3.64,4.55,3.52,4.31,3.03,66,Yes,Tools & Technology,Negative,Kiosk
SUR01163,EMP00577,DEI,2026-07-07,Design,L1,San Francisco,1.54,2.9,1.54,2.77,2.96,1.42,-18,No,Tools & Technology,Positive,Email
SUR01164,EMP00197,Wellbeing,2023-07-13,Finance,L3,Atlanta,3.28,4.78,1.06,3.1,3.63,1.12,93,Neutral,Management,Positive,Email
SUR01165,EMP00825,Onboarding,2025-08-23,Sales,L5,Remote,4.06,2.3,4.0,1.13,3.78,1.98,7,No,Tools & Technology,Positive,QR Code
SUR01166,EMP00654,DEI,2023-07-17,Marketing,L5,New York,4.72,1.95,4.51,2.28,1.71,2.66,-97,Neutral,Career Growth,Neutral,Email
SUR01167,EMP00247,Manager Effectiveness,2023-12-13,Customer Success,L5,New York,1.03,1.99,1.0,4.71,2.82,1.62,1,Neutral,Autonomy,Negative,App
SUR01168,EMP00317,Engagement,2026-02-04,HR,L1,Atlanta,1.28,4.94,3.17,4.6,2.7,3.95,-58,Yes,Autonomy,Neutral,QR Code
SUR01169,EMP00343,Engagement,2023-01-21,Finance,L1,Boston,4.4,3.79,4.9,4.97,1.24,1.01,99,Neutral,Management,Neutral,App
SUR01170,EMP00342,Manager Effectiveness,2025-08-10,Design,L5,Seattle,4.4,4.73,3.65,2.64,2.33,4.08,-40,No,Management,Negative,QR Code
SUR01171,EMP00411,DEI,2024-04-08,Data Science,L7,Dallas,2.95,3.62,3.46,2.4,1.35,3.44,97,Neutral,Compensation,Positive,Kiosk
SUR01172,EMP00744,Manager Effectiveness,2023-12-11,Customer Success,L3,Atlanta,4.38,1.59,3.06,1.88,2.6,1.86,32,Neutral,Work-Life Balance,Neutral,Email
SUR01173,EMP00055,Onboarding,2022-10-20,Customer Success,L4,Boston,1.83,3.79,1.6,2.64,2.09,3.34,71,Yes,Culture,Positive,QR Code
SUR01174,EMP00959,DEI,2022-11-03,Data Science,L6,Austin,3.61,1.75,3.38,4.67,3.46,3.92,-76,No,Tools & Technology,Neutral,Email
SUR01175,EMP00146,DEI,2026-05-05,IT,L1,Atlanta,3.51,3.05,2.35,3.06,3.14,2.93,50,No,Career Growth,Positive,App
SUR01176,EMP00862,Pulse,2024-02-06,Customer Success,L4,Boston,3.94,4.36,4.92,2.97,1.74,1.09,-86,Neutral,Career Growth,Neutral,QR Code
SUR01177,EMP00043,Engagement,2024-03-13,Product,L3,Chicago,4.86,3.63,4.98,2.79,3.74,3.63,57,Yes,Tools & Technology,Neutral,Kiosk
SUR01178,EMP00864,DEI,2021-02-20,Design,L6,Dallas,2.07,4.27,3.92,1.01,2.36,3.61,-72,Yes,Compensation,Neutral,App
SUR01179,EMP00560,Wellbeing,2022-01-19,Finance,L5,Seattle,4.14,3.71,1.02,4.89,2.38,3.29,-90,No,Autonomy,Positive,Kiosk
SUR01180,EMP00552,Manager Effectiveness,2023-05-21,Engineering,L5,Boston,4.24,2.89,2.94,1.64,2.15,2.92,-27,No,Recognition,Positive,Email
SUR01181,EMP01089,Pulse,2022-11-14,Product,L2,Dallas,3.41,4.78,1.38,4.14,1.23,3.86,6,Yes,Culture,Negative,QR Code
SUR01182,EMP00630,Wellbeing,2025-04-27,Data Science,L1,Dallas,1.06,2.06,4.1,1.18,1.62,1.78,-20,Neutral,Autonomy,Neutral,QR Code
SUR01183,EMP00511,Pulse,2026-07-09,Legal,L5,Austin,4.72,4.4,2.51,4.83,2.44,2.43,-65,No,Recognition,Negative,Kiosk
SUR01184,EMP00787,DEI,2023-01-08,Engineering,L6,Denver,4.05,2.07,4.87,2.91,1.67,2.6,30,No,Work-Life Balance,Positive,Email
SUR01185,EMP00106,Engagement,2021-12-26,Operations,L3,Seattle,2.62,2.06,4.39,1.95,2.78,3.04,-66,Neutral,Culture,Negative,Kiosk
SUR01186,EMP00590,Exit,2021-01-13,Finance,L7,San Francisco,3.76,2.25,1.14,3.67,2.54,4.06,23,Yes,Recognition,Negative,Kiosk
SUR01187,EMP00217,Manager Effectiveness,2021-05-15,Customer Success,L1,Remote,2.58,1.48,3.14,2.76,4.5,3.62,-11,No,Culture,Positive,App
SUR01188,EMP01178,DEI,2026-04-08,Sales,L6,Chicago,1.98,4.72,1.61,1.31,3.67,2.84,18,Neutral,Work-Life Balance,Positive,Email
SUR01189,EMP00222,Wellbeing,2024-11-21,Legal,L4,Atlanta,2.18,4.27,2.52,4.32,3.18,4.89,51,Neutral,Tools & Technology,Negative,App
SUR01190,EMP00899,Engagement,2026-07-31,Finance,L2,Denver,3.29,2.09,2.01,3.42,4.88,2.22,22,No,Compensation,Negative,QR Code
SUR01191,EMP00167,Exit,2024-07-18,Design,L1,Dallas,3.66,4.22,2.53,4.87,2.27,3.7,38,No,Compensation,Positive,QR Code
SUR01192,EMP00652,Pulse,2025-01-26,Sales,L6,Atlanta,4.35,3.94,3.56,1.11,2.29,3.65,-66,No,Career Growth,Neutral,Kiosk
SUR01193,EMP01004,Onboarding,2021-05-08,Marketing,L6,Dallas,4.01,2.21,2.34,2.47,4.05,4.77,8,Neutral,Tools & Technology,Neutral,Email
SUR01194,EMP00350,Exit,2023-11-23,Sales,L2,New York,2.98,1.97,4.47,1.44,3.08,3.76,-11,Neutral,Culture,Positive,App
SUR01195,EMP00484,Manager Effectiveness,2025-03-03,Finance,L3,Remote,3.87,1.81,4.24,3.77,1.22,4.0,-27,No,Tools & Technology,Neutral,Email
SUR01196,EMP00209,Manager Effectiveness,2023-02-24,Marketing,L7,Atlanta,2.08,1.83,1.41,4.13,3.39,3.06,5,Yes,Management,Neutral,Email
SUR01197,EMP00316,Pulse,2021-07-24,Product,L3,New York,1.52,3.97,1.18,2.52,4.12,4.41,-1,Yes,Culture,Neutral,App
SUR01198,EMP00426,Onboarding,2024-10-24,Legal,L1,Austin,3.6,4.87,3.99,4.88,1.83,3.9,1,No,Work-Life Balance,Negative,QR Code
SUR01199,EMP00368,DEI,2025-07-07,Customer Success,L6,Atlanta,1.15,1.68,1.6,2.44,3.89,1.35,73,Neutral,Compensation,Neutral,Email
SUR01200,EMP00973,Pulse,2024-08-23,HR,L6,Denver,4.69,2.46,2.05,3.98,3.64,3.14,-57,No,Career Growth,Negative,App
SUR01201,EMP00504,Onboarding,2022-08-12,Data Science,L4,Austin,4.51,2.03,4.57,4.71,4.73,4.21,-40,Yes,Recognition,Positive,Email
SUR01202,EMP00463,DEI,2021-02-04,Engineering,L3,Boston,3.62,4.65,1.54,2.46,3.54,1.79,-87,Neutral,Autonomy,Positive,Kiosk
SUR01203,EMP00858,DEI,2025-06-16,Data Science,L2,Chicago,2.34,4.8,2.61,3.04,3.36,1.25,97,Yes,Culture,Positive,QR Code
SUR01204,EMP00609,DEI,2025-06-07,Legal,L5,Dallas,1.17,4.5,3.87,2.95,4.84,4.3,-49,Neutral,Career Growth,Neutral,App
SUR01205,EMP00832,Wellbeing,2023-03-07,Engineering,L5,Seattle,1.04,2.01,4.54,2.48,1.41,4.23,-97,No,Recognition,Negative,QR Code
SUR01206,EMP00711,Manager Effectiveness,2022-10-24,Customer Success,L5,Remote,3.54,3.99,3.58,2.29,4.73,4.47,27,Neutral,Management,Positive,App
SUR01207,EMP00347,Onboarding,2022-01-08,Engineering,L3,Chicago,1.07,2.6,3.76,3.3,4.47,4.31,44,No,Work-Life Balance,Negative,App
SUR01208,EMP00782,Manager Effectiveness,2022-05-11,Operations,L5,San Francisco,4.05,4.19,1.36,2.2,3.87,4.33,-61,Neutral,Recognition,Positive,App
SUR01209,EMP00296,Pulse,2021-11-20,Customer Success,L4,San Francisco,2.08,3.86,1.53,2.15,2.32,1.55,-34,Neutral,Management,Positive,Kiosk
SUR01210,EMP00492,Engagement,2021-11-01,HR,L6,Austin,4.1,1.22,1.11,1.76,2.79,4.75,-57,Neutral,Management,Neutral,App
SUR01211,EMP00682,Engagement,2024-08-05,IT,L7,Atlanta,3.27,3.86,1.93,1.92,1.65,2.29,-3,Yes,Autonomy,Neutral,App
SUR01212,EMP00575,Wellbeing,2024-11-27,Customer Success,L3,Denver,3.94,4.2,2.14,4.6,3.15,4.87,52,No,Autonomy,Negative,Kiosk
SUR01213,EMP00442,Exit,2021-05-22,Finance,L1,Dallas,1.76,3.57,1.16,1.22,1.98,4.72,-4,Yes,Management,Neutral,App
SUR01214,EMP00250,Wellbeing,2026-06-09,Operations,L4,Atlanta,4.36,1.66,1.28,3.98,4.66,1.79,-53,Neutral,Management,Neutral,Kiosk
SUR01215,EMP01117,DEI,2023-08-22,Design,L4,Atlanta,1.78,3.91,1.73,2.2,4.79,1.62,-29,No,Management,Negative,App
SUR01216,EMP00340,Pulse,2026-07-24,Marketing,L5,Chicago,1.79,3.88,1.33,3.0,4.71,1.71,-59,Yes,Tools & Technology,Negative,Email
SUR01217,EMP00789,Pulse,2023-09-21,Data Science,L1,Remote,4.45,2.17,4.95,4.41,4.51,3.75,-29,No,Work-Life Balance,Positive,Kiosk
SUR01218,EMP00694,Pulse,2022-01-15,IT,L2,Seattle,4.24,2.55,3.7,3.09,4.3,3.27,47,Neutral,Compensation,Negative,Kiosk
SUR01219,EMP00071,Onboarding,2023-04-30,Marketing,L6,Remote,3.77,1.79,4.82,2.11,2.41,1.79,-13,Neutral,Compensation,Positive,QR Code
SUR01220,EMP01042,Wellbeing,2026-04-16,IT,L3,Remote,1.32,4.62,4.7,1.09,1.97,1.13,63,Neutral,Culture,Neutral,QR Code
SUR01221,EMP00741,DEI,2022-12-09,Engineering,L5,Austin,2.38,4.64,1.52,1.73,3.79,1.76,-99,No,Career Growth,Negative,QR Code
SUR01222,EMP00144,DEI,2023-06-12,IT,L7,Seattle,3.01,2.19,3.73,2.14,3.88,4.01,-57,Neutral,Work-Life Balance,Neutral,App
SUR01223,EMP00752,Wellbeing,2023-02-19,Operations,L1,Dallas,3.55,2.52,1.55,4.35,2.83,4.75,69,Yes,Management,Neutral,App
SUR01224,EMP00756,Manager Effectiveness,2025-07-01,Data Science,L6,Seattle,4.57,1.41,1.44,3.67,4.57,4.5,-10,Neutral,Recognition,Positive,Kiosk
SUR01225,EMP00147,Pulse,2023-05-16,Data Science,L4,Atlanta,2.68,3.58,1.1,3.59,3.28,2.06,-88,Neutral,Tools & Technology,Negative,QR Code
SUR01226,EMP00619,Exit,2021-03-14,HR,L2,Denver,4.29,1.68,2.16,4.06,4.04,4.91,-61,Yes,Recognition,Neutral,Kiosk
SUR01227,EMP00461,Pulse,2026-06-27,Legal,L6,San Francisco,2.18,1.88,4.47,3.78,4.62,4.36,-47,No,Work-Life Balance,Neutral,App
SUR01228,EMP00546,Pulse,2025-06-16,Sales,L1,Remote,1.26,3.7,4.74,3.13,3.6,1.12,88,No,Compensation,Negative,Email
SUR01229,EMP00382,Pulse,2026-07-24,Operations,L2,Denver,2.1,2.78,2.75,2.85,2.74,3.6,71,No,Culture,Neutral,App
SUR01230,EMP01037,Exit,2024-07-08,HR,L1,Atlanta,4.93,3.95,2.84,1.32,1.16,1.28,-91,Yes,Management,Neutral,Kiosk
SUR01231,EMP01073,Manager Effectiveness,2021-01-19,Operations,L4,Remote,3.56,4.77,1.42,3.96,2.93,3.87,67,Yes,Career Growth,Neutral,Kiosk
SUR01232,EMP01197,Engagement,2025-08-20,Engineering,L6,New York,2.76,3.79,3.75,3.93,4.22,4.67,-56,Yes,Culture,Negative,App
SUR01233,EMP00034,Wellbeing,2026-05-16,Legal,L3,New York,4.55,1.34,1.29,2.83,3.68,2.1,-48,Yes,Career Growth,Neutral,Kiosk
SUR01234,EMP00020,Pulse,2021-06-30,Operations,L6,Dallas,3.05,3.2,1.16,2.66,4.08,2.78,-9,Neutral,Work-Life Balance,Neutral,Email
SUR01235,EMP00543,DEI,2022-04-12,Operations,L1,Boston,2.61,3.27,1.48,3.88,4.73,2.9,75,Yes,Work-Life Balance,Neutral,App
SUR01236,EMP01106,Exit,2021-08-24,Sales,L3,San Francisco,1.47,4.63,2.74,4.46,2.88,1.38,-47,No,Compensation,Neutral,Email
SUR01237,EMP00074,Exit,2021-08-04,Data Science,L7,Denver,4.85,1.04,2.02,3.79,3.0,4.79,-11,Yes,Work-Life Balance,Negative,Email
SUR01238,EMP01018,Pulse,2023-10-20,Sales,L2,Austin,1.03,1.58,3.93,3.18,4.95,2.28,85,Neutral,Management,Neutral,Email
SUR01239,EMP01124,DEI,2023-06-14,Design,L7,New York,3.96,2.71,3.37,2.27,4.78,4.25,4,Yes,Work-Life Balance,Negative,Email
SUR01240,EMP01193,Wellbeing,2024-09-03,IT,L5,Chicago,4.13,4.33,3.36,1.39,4.09,4.35,97,Yes,Career Growth,Negative,Email
SUR01241,EMP00338,Manager Effectiveness,2025-01-12,IT,L4,San Francisco,4.98,3.35,3.65,4.38,3.57,3.07,14,No,Work-Life Balance,Neutral,Kiosk
SUR01242,EMP00308,Manager Effectiveness,2022-12-30,Finance,L6,Chicago,2.19,2.32,1.18,2.62,2.04,1.69,-38,Neutral,Recognition,Negative,QR Code
SUR01243,EMP00896,Onboarding,2024-01-29,Sales,L1,New York,2.34,4.81,1.68,3.56,1.54,4.51,-63,No,Compensation,Positive,QR Code
SUR01244,EMP01010,Exit,2023-10-17,IT,L5,Chicago,3.65,2.82,3.03,1.05,1.01,3.76,-66,No,Career Growth,Negative,App
SUR01245,EMP00735,Engagement,2025-01-06,Design,L7,Chicago,1.76,4.05,4.97,2.82,1.71,3.25,71,Yes,Recognition,Neutral,Email
SUR01246,EMP00794,Wellbeing,2021-12-02,Engineering,L1,Atlanta,4.31,4.67,3.36,4.87,3.93,3.72,-3,Neutral,Recognition,Positive,QR Code
SUR01247,EMP00867,Manager Effectiveness,2021-08-15,Sales,L7,New York,3.22,1.01,1.96,1.11,3.27,3.63,71,No,Recognition,Neutral,App
SUR01248,EMP00844,Engagement,2025-05-06,Customer Success,L4,Chicago,4.55,1.83,4.26,3.38,4.88,1.18,0,Neutral,Recognition,Negative,QR Code
SUR01249,EMP00877,Engagement,2025-06-11,Design,L3,Boston,1.08,3.58,3.59,2.36,4.69,3.72,-87,Neutral,Compensation,Positive,QR Code
SUR01250,EMP00383,Onboarding,2021-04-09,Design,L6,Remote,4.05,4.32,2.41,4.9,2.48,2.72,-25,No,Work-Life Balance,Negative,Kiosk
SUR01251,EMP00139,Manager Effectiveness,2021-09-17,Finance,L2,Denver,1.26,1.19,1.05,1.72,3.54,4.81,56,Yes,Autonomy,Neutral,Email
SUR01252,EMP01191,Engagement,2025-04-11,Data Science,L5,San Francisco,3.97,4.6,3.45,3.15,2.65,3.09,56,Yes,Compensation,Positive,Email
SUR01253,EMP00922,Exit,2022-07-26,IT,L7,San Francisco,4.9,4.07,2.74,2.33,1.09,3.77,70,Yes,Culture,Positive,QR Code
SUR01254,EMP00695,Wellbeing,2025-11-19,HR,L6,San Francisco,2.33,2.78,3.58,3.66,1.53,1.71,-18,Yes,Compensation,Negative,QR Code
SUR01255,EMP00074,Pulse,2026-04-24,IT,L1,Chicago,2.7,2.16,2.72,4.4,4.53,2.89,-6,Yes,Tools & Technology,Positive,Kiosk
SUR01256,EMP00509,Onboarding,2024-09-16,Design,L4,Seattle,1.81,4.74,2.99,3.07,1.68,2.83,-89,Neutral,Career Growth,Positive,QR Code
SUR01257,EMP01106,Engagement,2025-10-20,Engineering,L1,New York,2.0,1.57,4.46,3.01,4.39,2.03,-76,No,Career Growth,Negative,Email
SUR01258,EMP01182,Exit,2022-12-13,Product,L6,Dallas,3.14,4.19,1.46,2.6,1.34,1.07,1,No,Culture,Neutral,Email
SUR01259,EMP00575,Pulse,2025-05-25,IT,L3,Denver,3.87,2.74,3.59,1.5,1.68,2.86,13,Yes,Recognition,Positive,Email
SUR01260,EMP00698,Onboarding,2025-05-18,Data Science,L7,New York,1.68,2.53,3.98,1.72,3.6,4.41,5,No,Tools & Technology,Negative,App
SUR01261,EMP00187,Wellbeing,2023-12-23,IT,L3,Denver,3.16,4.23,4.61,4.49,3.5,4.59,-51,Neutral,Autonomy,Neutral,Kiosk
SUR01262,EMP00390,DEI,2026-05-28,Sales,L5,New York,1.7,3.16,3.23,2.64,4.14,2.21,-35,Yes,Compensation,Negative,QR Code
SUR01263,EMP00475,Exit,2025-04-29,Data Science,L6,New York,3.48,4.38,3.05,2.75,1.89,3.95,54,No,Autonomy,Neutral,App
SUR01264,EMP00215,DEI,2025-01-04,HR,L6,Seattle,1.72,3.29,1.05,2.14,3.37,3.57,37,No,Management,Positive,Kiosk
SUR01265,EMP00819,Wellbeing,2026-05-01,Data Science,L1,Boston,1.28,4.91,4.84,1.45,4.26,2.97,88,Yes,Recognition,Positive,Email
SUR01266,EMP00041,Exit,2026-04-21,Legal,L7,Boston,3.02,3.49,3.01,1.64,2.24,3.94,7,No,Management,Negative,App
SUR01267,EMP01141,Manager Effectiveness,2022-11-07,Finance,L6,New York,3.51,2.2,2.18,2.35,3.76,4.53,40,No,Compensation,Negative,App
SUR01268,EMP00520,Exit,2026-07-01,Legal,L5,New York,3.09,5.0,2.18,3.12,4.99,1.55,82,No,Tools & Technology,Positive,App
SUR01269,EMP01139,Wellbeing,2026-01-02,HR,L7,San Francisco,2.38,4.74,1.09,1.07,4.57,4.19,-74,Neutral,Career Growth,Neutral,QR Code
SUR01270,EMP01058,Exit,2026-04-17,Engineering,L1,Boston,1.25,3.84,3.55,1.9,4.85,4.72,-30,No,Work-Life Balance,Positive,App
SUR01271,EMP00516,Onboarding,2022-07-14,Sales,L5,Chicago,1.8,2.98,3.08,2.22,2.97,4.62,-22,Yes,Tools & Technology,Positive,QR Code
SUR01272,EMP00632,Pulse,2023-12-14,Marketing,L1,Chicago,3.38,4.3,1.24,3.84,1.22,3.03,14,No,Tools & Technology,Neutral,Email
SUR01273,EMP00071,Manager Effectiveness,2022-10-20,HR,L6,Boston,2.94,4.63,3.55,4.57,2.54,1.24,-44,No,Autonomy,Positive,App
SUR01274,EMP00797,Engagement,2022-07-06,Marketing,L3,Atlanta,2.12,4.98,4.06,1.37,2.74,1.9,57,No,Recognition,Neutral,Email
SUR01275,EMP00564,DEI,2025-12-10,Design,L2,Seattle,3.61,2.67,3.18,1.3,3.11,3.78,74,No,Autonomy,Neutral,App
SUR01276,EMP00124,Manager Effectiveness,2023-03-04,Sales,L3,Denver,1.12,2.97,2.02,1.34,2.51,1.1,85,Yes,Career Growth,Negative,App
SUR01277,EMP00671,Exit,2024-10-17,Customer Success,L7,Chicago,4.62,3.71,4.71,3.62,2.71,1.51,33,Yes,Autonomy,Neutral,QR Code
SUR01278,EMP00784,Onboarding,2022-06-18,Engineering,L2,Chicago,2.19,4.99,4.05,2.13,1.46,1.77,-31,Neutral,Career Growth,Positive,App
SUR01279,EMP00857,Manager Effectiveness,2022-12-31,Data Science,L7,Denver,4.86,1.72,1.89,3.67,2.91,2.55,16,No,Culture,Neutral,Kiosk
SUR01280,EMP00029,Pulse,2025-05-15,Finance,L5,Dallas,4.02,4.88,1.99,2.8,3.48,2.32,2,Neutral,Culture,Negative,App
SUR01281,EMP00372,Wellbeing,2021-04-11,IT,L3,Atlanta,1.13,2.03,2.04,4.46,2.43,4.51,78,Yes,Career Growth,Positive,QR Code
SUR01282,EMP00789,Manager Effectiveness,2024-11-16,IT,L2,Atlanta,1.25,4.43,3.05,2.32,3.89,4.46,32,No,Work-Life Balance,Neutral,App
SUR01283,EMP00556,Wellbeing,2026-06-15,Data Science,L7,Seattle,1.9,1.53,3.33,3.76,2.86,3.87,40,No,Culture,Neutral,App
SUR01284,EMP00575,Engagement,2021-11-16,IT,L7,Seattle,4.28,3.14,1.03,3.8,3.06,2.54,85,Neutral,Career Growth,Negative,QR Code
SUR01285,EMP00821,Pulse,2025-12-25,Finance,L6,Austin,2.95,2.23,4.22,1.41,2.4,3.2,-51,No,Work-Life Balance,Neutral,QR Code
SUR01286,EMP00252,Manager Effectiveness,2025-12-14,Legal,L2,San Francisco,3.96,1.85,4.73,4.38,1.94,3.11,26,Yes,Work-Life Balance,Neutral,Email
SUR01287,EMP00442,Engagement,2024-03-11,Design,L7,San Francisco,2.59,2.66,4.1,1.48,1.68,3.99,69,No,Recognition,Neutral,QR Code
SUR01288,EMP00353,Wellbeing,2021-06-05,Customer Success,L2,Austin,2.25,3.28,3.52,1.73,2.03,2.62,41,No,Autonomy,Positive,QR Code
SUR01289,EMP00210,Exit,2025-09-21,Product,L1,Seattle,3.08,3.28,2.84,1.56,2.82,2.48,-56,Yes,Tools & Technology,Positive,Email
SUR01290,EMP00054,Manager Effectiveness,2024-06-24,HR,L3,San Francisco,1.89,2.77,2.0,2.08,4.98,2.91,93,Yes,Work-Life Balance,Neutral,Kiosk
SUR01291,EMP01061,Pulse,2025-10-23,Marketing,L1,Dallas,1.45,3.26,1.34,1.37,3.41,1.01,-94,No,Autonomy,Neutral,QR Code
SUR01292,EMP00405,Manager Effectiveness,2025-11-18,Sales,L2,San Francisco,4.17,2.56,4.45,2.25,3.21,1.77,-25,Yes,Tools & Technology,Neutral,Email
SUR01293,EMP00457,Onboarding,2022-05-17,HR,L6,Austin,4.26,1.35,1.4,2.35,2.2,2.61,-17,Neutral,Work-Life Balance,Neutral,Kiosk
SUR01294,EMP01170,Manager Effectiveness,2025-10-12,Product,L4,New York,1.93,3.81,2.92,2.44,3.13,3.9,-6,Neutral,Compensation,Positive,Email
SUR01295,EMP00138,Onboarding,2025-06-30,HR,L3,Seattle,2.48,4.22,4.46,4.14,4.5,3.46,31,Neutral,Compensation,Neutral,QR Code
SUR01296,EMP00482,Exit,2024-07-19,Finance,L6,Seattle,3.88,4.59,3.03,1.47,3.65,4.72,-51,Yes,Recognition,Neutral,App
