interaction_id,employee_id,department,customer_id,interaction_date,channel,product_service,csat_score,nps_score,resolution_time_hrs,first_contact_resolution,escalated,sentiment,feedback_category,region,repeat_contact
INT00575,EMP00194,Customer Success,CUST55385,2022-03-01,Email,Product C,2.5,8,7.5,Yes,Yes,Neutral,Knowledge,North America,No
INT00576,EMP00868,Operations,CUST72921,2025-09-10,Email,Starter Plan,1.4,6,1.4,Yes,No,Negative,Speed,North America,No
INT00577,EMP00871,Sales,CUST89810,2025-05-19,Email,Service Package 1,3.1,3,30.4,Yes,Yes,Negative,Follow-Up,LATAM,No
INT00578,EMP01080,Operations,CUST32136,2022-05-13,Self-Service Portal,Product A,4.2,3,48.3,Yes,No,Neutral,Speed,LATAM,No
INT00579,EMP00086,Customer Success,CUST45363,2024-09-13,Email,Product A,2.3,5,34.0,Yes,Yes,Negative,Accuracy,APAC,No
INT00580,EMP00922,Customer Success,CUST73544,2022-05-01,Email,Product A,1.2,5,67.6,Yes,Yes,Negative,Speed,LATAM,No
INT00581,EMP01186,Customer Success,CUST17466,2025-08-29,Chat,Product B,3.4,4,10.5,Yes,No,Neutral,Courtesy,EMEA,No
INT00582,EMP00404,Support,CUST89843,2022-12-17,Email,Product B,3.6,1,66.4,Yes,No,Positive,Accuracy,APAC,No
INT00583,EMP00416,Sales,CUST12175,2023-03-23,In-Person,Starter Plan,1.3,2,10.1,No,No,Negative,Follow-Up,North America,No
INT00584,EMP00991,Support,CUST49072,2024-10-13,Email,Product A,3.4,8,7.4,Yes,No,Negative,Follow-Up,North America,No
INT00585,EMP01144,Operations,CUST64946,2024-02-19,In-Person,Enterprise Plan,2.2,3,71.1,Yes,No,Negative,Accuracy,EMEA,No
INT00586,EMP00943,Support,CUST38718,2024-07-22,Phone,Product A,3.7,8,54.7,Yes,No,Positive,Knowledge,North America,Yes
INT00587,EMP00803,Sales,CUST73020,2025-12-15,Chat,Product A,2.7,5,4.4,Yes,No,Positive,Speed,LATAM,Yes
INT00588,EMP00981,Support,CUST56383,2025-10-25,In-Person,Starter Plan,4.8,6,58.5,Yes,No,Positive,Speed,EMEA,No
INT00589,EMP00258,Operations,CUST10488,2022-12-12,In-Person,Product B,1.7,2,29.0,Yes,No,Positive,Follow-Up,LATAM,Yes
INT00590,EMP00267,Sales,CUST89200,2023-09-12,Phone,Product A,3.3,7,23.8,Yes,Yes,Positive,Follow-Up,EMEA,No
INT00591,EMP00542,Customer Success,CUST85335,2026-05-14,Self-Service Portal,Service Package 1,2.4,7,61.5,Yes,No,Neutral,Courtesy,North America,No
INT00592,EMP00132,Sales,CUST14942,2023-04-01,Email,Enterprise Plan,1.6,8,21.1,Yes,No,Positive,Accuracy,APAC,No
INT00593,EMP00418,Sales,CUST26750,2022-07-11,Email,Product B,4.1,0,46.6,Yes,No,Negative,Courtesy,LATAM,Yes
INT00594,EMP00389,Customer Success,CUST26913,2025-05-06,Email,Starter Plan,1.0,5,62.7,No,No,Positive,Accuracy,North America,No
INT00595,EMP00729,Sales,CUST16581,2022-02-10,Email,Product C,2.4,9,15.3,No,Yes,Neutral,Accuracy,EMEA,No
INT00596,EMP00240,Support,CUST41691,2024-12-14,In-Person,Product C,2.2,7,61.3,Yes,No,Positive,Courtesy,LATAM,Yes
INT00597,EMP01000,Operations,CUST40964,2022-01-30,Phone,Starter Plan,3.3,7,27.6,Yes,No,Neutral,Accuracy,LATAM,No
INT00598,EMP00501,Operations,CUST60560,2024-09-21,Chat,Enterprise Plan,3.2,3,68.3,Yes,No,Positive,Speed,EMEA,No
INT00599,EMP00743,Operations,CUST90734,2023-09-28,Phone,Product C,2.0,4,2.2,Yes,No,Negative,Follow-Up,APAC,Yes
INT00600,EMP00754,Sales,CUST36493,2026-01-15,In-Person,Product A,3.1,9,18.5,Yes,No,Positive,Follow-Up,APAC,No
INT00601,EMP00455,Customer Success,CUST33992,2025-09-11,Self-Service Portal,Product C,1.6,2,54.7,Yes,No,Negative,Speed,LATAM,No
INT00602,EMP01136,Support,CUST22183,2024-01-24,Chat,Enterprise Plan,4.4,4,39.0,No,Yes,Positive,Accuracy,North America,No
INT00603,EMP00949,Customer Success,CUST41321,2025-06-10,Chat,Starter Plan,1.2,10,39.5,Yes,No,Positive,Courtesy,APAC,Yes
INT00604,EMP00277,Customer Success,CUST63978,2025-03-24,Self-Service Portal,Starter Plan,1.2,6,39.8,Yes,No,Negative,Knowledge,EMEA,No
INT00605,EMP00787,Sales,CUST28720,2023-07-08,Chat,Service Package 1,4.1,6,24.1,No,Yes,Neutral,Knowledge,LATAM,Yes
INT00606,EMP00470,Support,CUST96410,2023-12-07,Phone,Service Package 1,1.5,4,68.5,Yes,No,Negative,Accuracy,LATAM,Yes
INT00607,EMP00724,Support,CUST46466,2024-02-13,Phone,Service Package 1,1.9,3,29.0,No,No,Neutral,Knowledge,North America,No
INT00608,EMP01003,Support,CUST10621,2025-05-31,Phone,Starter Plan,1.6,0,11.1,No,Yes,Positive,Knowledge,North America,Yes
INT00609,EMP00053,Operations,CUST48833,2024-11-07,Phone,Product B,4.1,2,68.2,No,Yes,Positive,Follow-Up,North America,No
INT00610,EMP01076,Support,CUST80917,2025-07-25,Self-Service Portal,Product C,2.5,5,18.9,Yes,No,Neutral,Accuracy,EMEA,No
INT00611,EMP00843,Customer Success,CUST65639,2026-04-18,Self-Service Portal,Product A,2.0,8,13.1,Yes,No,Negative,Accuracy,APAC,Yes
INT00612,EMP00159,Operations,CUST66437,2024-06-27,Self-Service Portal,Product B,1.8,10,41.8,No,No,Neutral,Knowledge,LATAM,No
INT00613,EMP00760,Support,CUST99766,2025-02-13,In-Person,Product B,2.8,7,59.3,Yes,No,Negative,Knowledge,North America,Yes
INT00614,EMP01069,Operations,CUST27162,2023-08-02,Self-Service Portal,Product A,3.1,7,1.4,No,No,Positive,Knowledge,LATAM,No
INT00615,EMP00911,Sales,CUST63970,2026-04-21,In-Person,Starter Plan,1.8,6,53.8,Yes,No,Neutral,Speed,APAC,No
INT00616,EMP00456,Operations,CUST50439,2022-04-08,In-Person,Starter Plan,2.6,0,50.4,Yes,No,Negative,Speed,LATAM,No
INT00617,EMP00660,Operations,CUST33804,2026-02-26,Chat,Product A,3.6,2,20.2,Yes,No,Positive,Speed,APAC,No
INT00618,EMP00172,Support,CUST32200,2022-06-17,Chat,Enterprise Plan,1.6,4,68.9,Yes,Yes,Neutral,Accuracy,APAC,Yes
INT00619,EMP01110,Sales,CUST55260,2022-05-05,Phone,Enterprise Plan,4.7,6,68.2,Yes,Yes,Neutral,Speed,North America,Yes
INT00620,EMP00515,Customer Success,CUST57162,2025-04-27,Chat,Enterprise Plan,4.1,10,54.9,Yes,No,Negative,Courtesy,EMEA,No
INT00621,EMP00506,Support,CUST27754,2024-06-25,Phone,Service Package 1,1.0,7,46.6,Yes,No,Negative,Knowledge,LATAM,No
INT00622,EMP00293,Sales,CUST61859,2025-06-09,Phone,Service Package 1,4.5,10,3.4,Yes,No,Positive,Accuracy,EMEA,No
INT00623,EMP00143,Operations,CUST95737,2024-07-25,Self-Service Portal,Starter Plan,4.9,2,55.0,Yes,Yes,Neutral,Speed,North America,No
INT00624,EMP00334,Support,CUST51186,2025-06-27,In-Person,Product A,3.5,1,11.6,No,Yes,Neutral,Accuracy,North America,No
INT00625,EMP01102,Support,CUST12119,2022-11-17,In-Person,Product A,3.6,9,19.6,Yes,No,Positive,Speed,North America,No
INT00626,EMP01004,Customer Success,CUST71894,2024-12-06,In-Person,Starter Plan,1.7,10,70.0,Yes,No,Neutral,Accuracy,LATAM,No
INT00627,EMP01112,Operations,CUST45740,2025-10-02,In-Person,Starter Plan,3.7,10,1.4,Yes,No,Negative,Knowledge,North America,No
INT00628,EMP00850,Sales,CUST77871,2023-12-19,Email,Service Package 1,5.0,10,47.5,No,No,Negative,Accuracy,North America,No
INT00629,EMP00963,Customer Success,CUST19659,2026-07-28,Email,Starter Plan,2.6,5,55.5,Yes,Yes,Positive,Accuracy,North America,Yes
INT00630,EMP00290,Operations,CUST16816,2024-06-13,Chat,Product C,2.2,8,56.8,Yes,Yes,Neutral,Follow-Up,LATAM,No
INT00631,EMP00184,Customer Success,CUST41333,2022-03-23,Email,Product B,4.3,9,43.9,No,Yes,Negative,Courtesy,North America,Yes
INT00632,EMP00948,Operations,CUST67551,2022-04-18,In-Person,Product C,2.1,0,43.1,Yes,No,Neutral,Knowledge,LATAM,No
INT00633,EMP00178,Support,CUST11615,2024-02-24,Self-Service Portal,Starter Plan,1.6,0,3.2,Yes,No,Negative,Knowledge,EMEA,No
INT00634,EMP01001,Support,CUST15019,2026-07-31,Self-Service Portal,Enterprise Plan,4.4,5,7.8,Yes,No,Neutral,Courtesy,North America,Yes
INT00635,EMP01080,Sales,CUST51417,2025-01-12,Email,Starter Plan,2.0,10,25.4,Yes,No,Positive,Knowledge,EMEA,Yes
INT00636,EMP01097,Customer Success,CUST60244,2026-04-15,Phone,Service Package 1,2.9,9,36.9,Yes,No,Positive,Follow-Up,North America,Yes
INT00637,EMP00022,Operations,CUST38275,2022-08-09,Phone,Product C,4.8,10,53.1,Yes,Yes,Neutral,Knowledge,North America,No
INT00638,EMP00010,Support,CUST77455,2024-05-28,Self-Service Portal,Service Package 1,1.5,10,31.3,Yes,No,Positive,Accuracy,EMEA,Yes
INT00639,EMP00117,Sales,CUST16991,2022-04-05,Self-Service Portal,Product A,1.5,9,52.0,Yes,Yes,Negative,Knowledge,APAC,Yes
INT00640,EMP01176,Support,CUST70664,2025-06-28,Email,Enterprise Plan,3.1,10,15.9,No,No,Neutral,Follow-Up,North America,No
INT00641,EMP00864,Customer Success,CUST11831,2025-06-09,In-Person,Product A,1.9,3,37.5,Yes,No,Negative,Accuracy,EMEA,Yes
INT00642,EMP00491,Support,CUST37773,2024-07-27,Chat,Product C,3.7,2,33.5,Yes,No,Negative,Accuracy,APAC,Yes
INT00643,EMP00133,Operations,CUST29875,2022-04-05,In-Person,Enterprise Plan,2.6,7,35.8,No,No,Negative,Follow-Up,LATAM,Yes
INT00644,EMP00389,Customer Success,CUST77159,2025-07-07,Chat,Enterprise Plan,1.8,7,9.5,Yes,No,Negative,Knowledge,EMEA,Yes
INT00645,EMP00686,Operations,CUST76600,2025-02-27,Self-Service Portal,Service Package 1,2.4,4,36.1,Yes,No,Neutral,Speed,LATAM,No
INT00646,EMP00135,Operations,CUST56927,2022-01-17,Phone,Product B,3.1,4,46.7,Yes,No,Negative,Follow-Up,North America,Yes
INT00647,EMP00725,Sales,CUST19190,2023-12-25,Phone,Product A,4.0,8,15.2,Yes,No,Negative,Follow-Up,APAC,No
INT00648,EMP01137,Support,CUST34110,2023-11-08,Chat,Service Package 1,1.3,1,71.8,No,No,Positive,Knowledge,LATAM,Yes
INT00649,EMP00201,Sales,CUST34499,2026-05-15,Chat,Service Package 1,3.7,8,69.8,No,No,Negative,Accuracy,APAC,Yes
INT00650,EMP00535,Operations,CUST87754,2023-01-25,In-Person,Product A,2.0,2,23.7,Yes,No,Negative,Speed,North America,No
INT00651,EMP00496,Support,CUST83410,2025-03-22,Self-Service Portal,Product A,3.8,8,52.4,Yes,No,Neutral,Courtesy,APAC,No
INT00652,EMP00637,Sales,CUST50891,2025-08-22,Email,Product C,3.4,10,5.5,Yes,No,Negative,Courtesy,EMEA,No
INT00653,EMP00455,Sales,CUST23504,2022-04-11,In-Person,Product B,3.2,8,57.1,Yes,Yes,Negative,Speed,North America,No
INT00654,EMP00937,Sales,CUST54064,2025-05-06,Phone,Product A,1.8,10,25.4,No,Yes,Negative,Courtesy,APAC,Yes
INT00655,EMP00532,Sales,CUST29469,2023-07-26,Email,Product A,1.7,5,44.3,Yes,No,Neutral,Accuracy,EMEA,No
INT00656,EMP01001,Support,CUST32053,2025-08-03,In-Person,Product A,3.2,5,3.3,No,No,Neutral,Follow-Up,North America,No
INT00657,EMP00487,Support,CUST38537,2026-06-06,Self-Service Portal,Product C,4.8,5,29.4,Yes,No,Positive,Speed,LATAM,Yes
INT00658,EMP00507,Operations,CUST73689,2025-06-20,Self-Service Portal,Enterprise Plan,3.4,3,34.2,No,No,Positive,Speed,APAC,No
INT00659,EMP00376,Operations,CUST73351,2023-02-16,In-Person,Product C,3.9,1,8.9,Yes,No,Negative,Knowledge,North America,No
INT00660,EMP00308,Customer Success,CUST81130,2023-08-05,Chat,Product A,3.3,0,61.2,Yes,No,Neutral,Follow-Up,LATAM,No
INT00661,EMP00313,Support,CUST70753,2023-02-12,Phone,Product B,1.1,2,62.3,Yes,No,Neutral,Accuracy,APAC,No
INT00662,EMP00087,Support,CUST93900,2023-04-22,Email,Starter Plan,3.7,0,57.8,Yes,No,Neutral,Knowledge,APAC,No
INT00663,EMP00125,Operations,CUST14106,2025-07-02,Email,Product B,3.0,9,38.6,Yes,No,Positive,Speed,EMEA,No
INT00664,EMP00143,Support,CUST62520,2023-10-23,Chat,Enterprise Plan,4.6,9,58.2,Yes,No,Positive,Speed,LATAM,Yes
INT00665,EMP00723,Sales,CUST99708,2023-10-11,Phone,Product A,3.4,1,31.6,No,No,Positive,Courtesy,LATAM,No
INT00666,EMP00065,Customer Success,CUST62479,2023-01-11,Email,Product C,4.3,0,5.6,No,No,Neutral,Follow-Up,North America,No
INT00667,EMP00578,Customer Success,CUST88659,2022-12-31,Email,Enterprise Plan,4.1,3,29.5,Yes,No,Negative,Courtesy,LATAM,Yes
INT00668,EMP00951,Customer Success,CUST64978,2024-06-06,Phone,Starter Plan,2.4,9,27.4,Yes,No,Neutral,Accuracy,EMEA,Yes
INT00669,EMP00196,Sales,CUST52636,2025-04-28,Self-Service Portal,Product B,1.6,1,37.2,No,Yes,Positive,Knowledge,EMEA,No
INT00670,EMP00597,Support,CUST45209,2023-12-06,Phone,Service Package 1,3.4,6,6.0,No,Yes,Positive,Courtesy,North America,No
INT00671,EMP00577,Operations,CUST78272,2023-10-24,Email,Product A,2.3,0,57.7,Yes,No,Negative,Courtesy,EMEA,No
INT00672,EMP00500,Customer Success,CUST83736,2022-07-27,In-Person,Product C,2.1,9,20.3,Yes,No,Positive,Speed,APAC,Yes
INT00673,EMP01014,Support,CUST75596,2025-07-22,In-Person,Product A,2.8,5,4.5,Yes,No,Negative,Accuracy,North America,Yes
INT00674,EMP00103,Operations,CUST81685,2023-01-16,Email,Product A,2.3,8,20.4,Yes,Yes,Positive,Courtesy,LATAM,No
INT00675,EMP00649,Operations,CUST51781,2022-11-03,Email,Product B,2.5,1,70.3,Yes,No,Positive,Speed,LATAM,Yes
INT00676,EMP00016,Support,CUST15643,2025-10-08,Email,Product C,4.2,5,4.8,Yes,No,Positive,Follow-Up,APAC,Yes
INT00677,EMP00835,Support,CUST94265,2025-06-08,In-Person,Service Package 1,1.1,0,15.8,Yes,No,Positive,Speed,APAC,No
INT00678,EMP00677,Sales,CUST73570,2023-06-09,Email,Product A,2.6,1,42.1,Yes,No,Neutral,Follow-Up,APAC,Yes
INT00679,EMP01164,Customer Success,CUST42883,2023-10-23,Chat,Enterprise Plan,1.2,5,21.7,No,No,Negative,Accuracy,APAC,Yes
INT00680,EMP01028,Operations,CUST66039,2024-04-05,Phone,Starter Plan,1.4,8,62.5,No,Yes,Positive,Knowledge,APAC,No
INT00681,EMP01136,Customer Success,CUST11755,2024-05-01,Phone,Enterprise Plan,1.2,0,65.8,Yes,No,Neutral,Knowledge,LATAM,No
INT00682,EMP00650,Sales,CUST25097,2024-04-21,Email,Product C,3.5,2,45.1,Yes,No,Neutral,Speed,LATAM,No
INT00683,EMP00662,Support,CUST69832,2024-12-17,Self-Service Portal,Enterprise Plan,1.4,5,57.1,Yes,No,Neutral,Courtesy,North America,No
INT00684,EMP00274,Support,CUST75552,2022-02-13,In-Person,Starter Plan,2.2,2,8.3,Yes,No,Neutral,Accuracy,LATAM,Yes
INT00685,EMP00023,Customer Success,CUST49580,2023-10-22,Email,Product B,1.7,2,54.9,Yes,No,Positive,Speed,APAC,Yes
INT00686,EMP00999,Sales,CUST85061,2023-11-03,Email,Enterprise Plan,2.2,0,63.2,Yes,No,Neutral,Knowledge,North America,No
INT00687,EMP00053,Sales,CUST53302,2022-08-14,Chat,Enterprise Plan,1.2,3,15.8,Yes,Yes,Positive,Follow-Up,EMEA,No
INT00688,EMP00073,Support,CUST72030,2022-10-31,Phone,Starter Plan,2.8,1,5.2,No,No,Neutral,Accuracy,EMEA,No
INT00689,EMP00876,Support,CUST79725,2022-09-29,In-Person,Product B,4.8,1,51.0,Yes,Yes,Positive,Speed,EMEA,No
INT00690,EMP00897,Support,CUST30662,2024-03-25,Email,Starter Plan,4.7,0,52.7,Yes,No,Neutral,Courtesy,North America,No
INT00691,EMP00824,Sales,CUST30527,2023-01-19,Self-Service Portal,Enterprise Plan,1.3,8,64.3,Yes,Yes,Negative,Speed,North America,No
INT00692,EMP00963,Customer Success,CUST20501,2025-03-24,Self-Service Portal,Product B,4.3,7,46.6,Yes,No,Negative,Courtesy,LATAM,No
INT00693,EMP01063,Support,CUST93051,2025-02-22,In-Person,Service Package 1,2.7,2,5.9,No,No,Negative,Courtesy,APAC,No
INT00694,EMP00222,Support,CUST59492,2024-01-08,In-Person,Product C,1.9,7,64.3,Yes,No,Neutral,Follow-Up,North America,Yes
INT00695,EMP00298,Customer Success,CUST76288,2022-01-29,Phone,Product B,3.5,5,25.4,Yes,No,Neutral,Knowledge,EMEA,No
INT00696,EMP00341,Operations,CUST44551,2022-03-13,In-Person,Product A,3.8,4,61.3,Yes,No,Positive,Speed,APAC,No
INT00697,EMP00762,Sales,CUST75318,2023-09-30,Phone,Starter Plan,2.0,6,18.2,Yes,No,Positive,Accuracy,North America,Yes
INT00698,EMP01082,Sales,CUST65351,2023-10-16,Phone,Product B,4.0,4,32.5,Yes,No,Positive,Accuracy,LATAM,Yes
INT00699,EMP00069,Support,CUST25890,2022-05-23,Email,Starter Plan,3.4,1,48.9,Yes,No,Positive,Knowledge,LATAM,Yes
INT00700,EMP00720,Support,CUST29827,2023-12-12,Phone,Product A,4.6,8,54.1,No,No,Positive,Accuracy,EMEA,Yes
INT00701,EMP01148,Support,CUST76489,2023-03-19,Phone,Starter Plan,4.0,2,44.9,Yes,No,Positive,Accuracy,APAC,Yes
INT00702,EMP00907,Customer Success,CUST80181,2022-07-11,Chat,Enterprise Plan,2.5,3,68.3,Yes,No,Negative,Courtesy,North America,No
INT00703,EMP00952,Sales,CUST25200,2024-09-07,Self-Service Portal,Product C,1.5,7,31.2,Yes,No,Negative,Knowledge,APAC,Yes
INT00704,EMP00314,Operations,CUST18621,2024-09-25,Chat,Starter Plan,3.2,6,59.9,Yes,No,Negative,Courtesy,EMEA,No
INT00705,EMP00103,Customer Success,CUST39425,2025-06-23,Phone,Service Package 1,1.5,2,36.9,Yes,Yes,Positive,Knowledge,North America,No
INT00706,EMP00042,Support,CUST75067,2025-01-19,In-Person,Product B,2.9,8,3.6,Yes,Yes,Negative,Knowledge,North America,Yes
INT00707,EMP00096,Operations,CUST41715,2025-03-03,In-Person,Product A,3.5,6,48.9,Yes,No,Positive,Follow-Up,APAC,No
INT00708,EMP00134,Customer Success,CUST69174,2024-09-07,Phone,Enterprise Plan,2.6,7,31.3,Yes,Yes,Negative,Knowledge,LATAM,Yes
INT00709,EMP00830,Support,CUST81847,2023-11-24,Self-Service Portal,Starter Plan,4.3,8,39.0,Yes,No,Neutral,Accuracy,APAC,No
INT00710,EMP00120,Support,CUST90820,2026-03-10,Self-Service Portal,Enterprise Plan,2.6,5,16.1,No,No,Neutral,Speed,EMEA,No
INT00711,EMP00676,Sales,CUST74679,2024-05-01,In-Person,Service Package 1,4.8,3,68.3,Yes,No,Positive,Courtesy,APAC,Yes
INT00712,EMP00955,Sales,CUST33927,2022-07-01,Phone,Product B,2.5,8,68.6,No,No,Positive,Knowledge,EMEA,No
INT00713,EMP00668,Support,CUST64620,2026-03-10,Self-Service Portal,Service Package 1,4.7,1,0.2,Yes,No,Negative,Follow-Up,EMEA,No
INT00714,EMP00484,Support,CUST33144,2026-07-31,Chat,Product B,1.8,9,13.4,No,Yes,Positive,Courtesy,EMEA,No
INT00715,EMP00169,Sales,CUST61686,2023-01-08,In-Person,Product B,2.3,6,8.5,Yes,Yes,Positive,Courtesy,North America,No
INT00716,EMP01124,Support,CUST75729,2024-08-14,Chat,Product B,2.7,5,45.5,Yes,No,Positive,Accuracy,North America,No
INT00717,EMP00770,Sales,CUST71892,2024-02-06,In-Person,Starter Plan,1.8,2,70.3,Yes,No,Positive,Speed,EMEA,No
INT00718,EMP01134,Support,CUST30376,2025-06-10,In-Person,Product C,4.9,8,0.8,Yes,No,Negative,Courtesy,EMEA,Yes
INT00719,EMP00654,Support,CUST99339,2024-02-05,Self-Service Portal,Service Package 1,1.9,8,15.5,Yes,No,Positive,Knowledge,APAC,No
INT00720,EMP00145,Operations,CUST90060,2024-12-05,Phone,Product C,2.3,6,7.4,No,Yes,Negative,Courtesy,LATAM,No
INT00721,EMP00663,Customer Success,CUST93062,2022-01-14,Chat,Product B,2.1,2,23.1,Yes,No,Neutral,Follow-Up,EMEA,Yes
INT00722,EMP00501,Support,CUST72503,2022-07-09,In-Person,Service Package 1,3.2,5,13.9,Yes,No,Positive,Follow-Up,APAC,No
INT00723,EMP00927,Operations,CUST29354,2024-08-18,Self-Service Portal,Service Package 1,1.6,0,44.7,Yes,No,Neutral,Speed,APAC,Yes
INT00724,EMP00050,Support,CUST59400,2023-06-10,Phone,Enterprise Plan,3.0,8,7.3,No,No,Neutral,Speed,APAC,No
INT00725,EMP00704,Sales,CUST45468,2024-01-15,Email,Product A,2.6,2,46.7,Yes,Yes,Negative,Follow-Up,North America,No
INT00726,EMP00346,Support,CUST43029,2025-07-15,Self-Service Portal,Starter Plan,2.3,1,52.7,Yes,No,Positive,Courtesy,APAC,No
INT00727,EMP00504,Sales,CUST42410,2025-02-25,Phone,Starter Plan,2.9,9,48.3,Yes,No,Neutral,Knowledge,North America,Yes
INT00728,EMP00957,Operations,CUST13407,2024-02-08,Self-Service Portal,Starter Plan,1.2,5,67.5,Yes,No,Positive,Speed,EMEA,No
INT00729,EMP00466,Operations,CUST54459,2022-05-09,Chat,Starter Plan,4.6,3,29.4,No,No,Negative,Knowledge,North America,No
INT00730,EMP00640,Support,CUST33613,2022-06-02,Self-Service Portal,Product A,4.1,2,28.5,Yes,No,Neutral,Follow-Up,APAC,Yes
INT00731,EMP00605,Operations,CUST64360,2026-07-18,Phone,Enterprise Plan,4.9,3,58.4,Yes,No,Positive,Courtesy,APAC,No
INT00732,EMP00099,Customer Success,CUST73938,2025-04-05,In-Person,Starter Plan,2.0,10,61.9,No,No,Negative,Courtesy,LATAM,No
INT00733,EMP00529,Sales,CUST51035,2026-06-15,Chat,Enterprise Plan,1.9,4,38.4,No,No,Neutral,Knowledge,North America,Yes
INT00734,EMP00257,Sales,CUST11938,2025-09-24,Self-Service Portal,Service Package 1,2.7,6,26.2,Yes,No,Negative,Courtesy,APAC,No
INT00735,EMP00858,Sales,CUST99973,2025-10-06,In-Person,Product C,1.5,3,16.8,Yes,No,Negative,Accuracy,APAC,Yes
INT00736,EMP00964,Customer Success,CUST41609,2024-08-02,Chat,Product B,2.6,9,58.3,Yes,No,Neutral,Accuracy,North America,No
INT00737,EMP00213,Sales,CUST91473,2023-06-23,In-Person,Enterprise Plan,4.1,3,17.0,No,No,Neutral,Speed,LATAM,Yes
INT00738,EMP01028,Support,CUST78614,2022-08-02,Phone,Service Package 1,1.6,2,24.4,Yes,No,Neutral,Courtesy,North America,No
INT00739,EMP00428,Sales,CUST50324,2024-06-05,Phone,Starter Plan,2.5,3,43.6,Yes,Yes,Negative,Courtesy,APAC,No
INT00740,EMP00353,Customer Success,CUST61319,2022-01-05,Self-Service Portal,Starter Plan,3.4,3,44.0,No,Yes,Positive,Knowledge,APAC,No
INT00741,EMP00440,Support,CUST10860,2024-04-01,Phone,Service Package 1,2.8,3,64.5,Yes,Yes,Neutral,Courtesy,North America,Yes
INT00742,EMP00491,Support,CUST83333,2026-05-07,In-Person,Product C,4.9,9,30.2,Yes,Yes,Positive,Accuracy,North America,Yes
INT00743,EMP00335,Support,CUST10393,2022-07-22,In-Person,Product B,3.7,8,6.1,Yes,No,Positive,Speed,EMEA,No
INT00744,EMP00836,Operations,CUST42796,2022-01-20,Phone,Enterprise Plan,2.2,4,17.6,Yes,No,Positive,Speed,APAC,No
INT00745,EMP00957,Sales,CUST64967,2022-04-13,In-Person,Starter Plan,4.5,3,19.1,Yes,Yes,Positive,Speed,North America,No
INT00746,EMP00948,Sales,CUST40540,2025-03-03,Chat,Product B,1.7,9,8.3,Yes,No,Positive,Speed,LATAM,No
INT00747,EMP00244,Operations,CUST27957,2025-05-09,Self-Service Portal,Service Package 1,4.9,8,4.8,No,No,Neutral,Follow-Up,North America,No
INT00748,EMP00604,Sales,CUST95160,2026-01-05,Email,Product B,2.4,2,48.0,Yes,No,Positive,Accuracy,EMEA,No
INT00749,EMP00345,Support,CUST74982,2023-09-20,In-Person,Enterprise Plan,4.8,7,69.9,Yes,No,Positive,Follow-Up,APAC,No
INT00750,EMP00147,Sales,CUST71224,2022-04-22,Email,Starter Plan,2.4,9,32.6,No,Yes,Negative,Knowledge,APAC,Yes
INT00751,EMP00938,Operations,CUST71773,2025-06-18,Email,Enterprise Plan,4.1,3,31.4,Yes,No,Negative,Follow-Up,APAC,No
INT00752,EMP00380,Customer Success,CUST27196,2022-04-16,Email,Product C,1.7,0,21.8,Yes,Yes,Neutral,Knowledge,North America,Yes
INT00753,EMP01094,Sales,CUST41959,2022-05-31,Email,Enterprise Plan,2.7,10,68.5,Yes,No,Positive,Courtesy,EMEA,No
INT00754,EMP00571,Sales,CUST73917,2026-03-12,Phone,Product A,4.6,1,33.5,Yes,No,Negative,Speed,North America,Yes
INT00755,EMP00014,Customer Success,CUST63971,2023-07-16,Phone,Starter Plan,2.1,3,70.9,No,No,Positive,Speed,North America,No
INT00756,EMP01139,Customer Success,CUST67244,2025-06-09,Phone,Product C,2.0,8,42.4,Yes,No,Negative,Follow-Up,EMEA,Yes
INT00757,EMP01181,Customer Success,CUST32230,2022-01-01,In-Person,Product B,4.3,4,67.1,Yes,No,Positive,Speed,LATAM,No
INT00758,EMP00598,Customer Success,CUST54556,2022-02-07,Self-Service Portal,Enterprise Plan,2.5,7,53.4,Yes,No,Negative,Speed,North America,No
INT00759,EMP00469,Support,CUST39113,2022-06-07,Chat,Product B,4.3,9,16.1,Yes,No,Negative,Accuracy,EMEA,No
INT00760,EMP01060,Sales,CUST30484,2023-03-02,Chat,Starter Plan,3.4,6,17.5,No,No,Neutral,Accuracy,APAC,No
INT00761,EMP00214,Sales,CUST84941,2022-07-13,In-Person,Product C,4.6,2,32.0,No,No,Positive,Follow-Up,LATAM,No
INT00762,EMP00277,Support,CUST11330,2023-04-24,In-Person,Product C,3.1,0,1.0,Yes,No,Negative,Courtesy,North America,No
INT00763,EMP00552,Operations,CUST97723,2024-07-17,In-Person,Product C,4.8,7,10.6,No,No,Positive,Accuracy,North America,Yes
INT00764,EMP00417,Operations,CUST52530,2026-02-15,Chat,Service Package 1,2.2,1,18.8,Yes,Yes,Positive,Speed,APAC,No
INT00765,EMP00003,Sales,CUST83435,2023-01-09,Chat,Product A,2.0,9,11.9,Yes,No,Positive,Knowledge,APAC,No
INT00766,EMP00757,Operations,CUST65658,2023-02-15,Phone,Enterprise Plan,4.2,10,3.3,No,No,Negative,Speed,APAC,No
INT00767,EMP00555,Customer Success,CUST61293,2024-04-12,Chat,Product C,2.6,5,4.9,No,Yes,Neutral,Follow-Up,EMEA,No
