Skill_ID,Skill_Name,Skill_Category,Skill_Subcategory,Proficiency_Level_Required,Proficiency_Level_Average_Workforce,Demand_Trend,Criticality_Score,Supply_Gap_Score,Primary_Job_Families,Preferred_Learning_Method,Avg_Time_To_Proficiency_Months,Certification_Available,Certification_Name,Adjacent_Skills,Taxonomy_Version,Last_Updated,Owned_By_Function,Active
SKL-1060,Active Listening,Interpersonal,Specialized,Expert,Expert,Increasing,1.05,0.05,Marketing; Product; Operations; Data Science,Certification,3,Yes,CPA,Snowflake; Influence Without Authority; Facilitation,v2.4,2026-03-28,Talent Management,Yes
SKL-1011,Kubernetes,Technical,Specialized,Expert,Advanced,Stable,3.34,-1.87,Sales; Marketing,Stretch Assignment,13,No,CPA,Experimentation Design; Consumer Packaged Goods; Decision Making,v2.4,2026-04-22,People Analytics,Yes
SKL-1062,Written Communication,Interpersonal,Emerging,Expert,Advanced,Increasing,2.7,-4.45,Engineering; Sales,Self-Study,7,No,None,Java; Facilitation; API Development,v2.4,2026-04-24,HRBP,No
SKL-1058,Negotiation,Interpersonal,Foundational,Foundational,Developing,Increasing,4.15,-2.96,People & HR; Legal & Compliance; Marketing,Certification,23,Yes,AWS Certified,Healthcare Analytics; Regulatory Compliance; Airflow,v2.4,2026-04-17,L&D,Yes
SKL-1063,Facilitation,Interpersonal,Core,Proficient,Foundational,Decreasing,7.13,1.81,Operations; Data Science; Legal & Compliance; Customer Experience,On-the-Job,4,No,Databricks Certified,Negotiation; Financial Modeling; Python,v2.4,2026-03-26,L&D,No
SKL-1041,Coaching & Mentoring,Leadership,Emerging,Developing,Foundational,Decreasing,3.91,-4.44,Customer Experience,Certification,14,Yes,None,Predictive Analytics; dbt; Root Cause Analysis,v2.4,2026-04-13,L&D,Yes
SKL-1026,A/B Testing,Analytical,Emerging,Advanced,Advanced,Decreasing,6.82,4.54,Data Science; Marketing,Mentoring,15,No,PMP,Talent Acquisition; TensorFlow; People Analytics,v2.4,2026-05-12,People Analytics,No
SKL-1057,Conflict Resolution,Interpersonal,Foundational,Advanced,Proficient,Emerging,1.81,-0.77,Legal & Compliance; People & HR; Product,Stretch Assignment,15,Yes,AWS Certified,Retail Banking; P&L Ownership; Empathy,v2.4,2026-06-23,People Analytics,Yes
SKL-1063,Facilitation,Interpersonal,Core,Proficient,Advanced,Emerging,1.71,3.02,People & HR; Legal & Compliance; Marketing,External Course,9,No,CPA,Digital Transformation; DevOps; Manufacturing Ops,v2.4,2026-01-20,L&D,Yes
SKL-1065,Retail Banking,Domain,Foundational,Advanced,Foundational,Emerging,6.95,0.68,Operations; Marketing; Data Science,External Course,18,Yes,Google Cloud Prof.,Empathy; dbt; Airflow,v2.4,2026-04-11,L&D,Yes
SKL-1053,Sales Operations,Functional,Specialized,Proficient,Expert,Emerging,7.82,-0.5,Operations; People & HR; Finance,Formal Training,4,No,Google Cloud Prof.,Communication; FinTech; Machine Learning,v2.4,2026-01-02,Talent Management,Yes
SKL-1001,SQL,Technical,Emerging,Advanced,Advanced,Emerging,8.82,4.66,Marketing; Operations; Product; Sales,Self-Study,4,Yes,PMP,SQL; NLP; Java,v2.4,2026-01-05,People Analytics,Yes
SKL-1026,A/B Testing,Analytical,Foundational,Developing,Developing,Emerging,8.58,3.58,Data Science; Marketing,External Course,16,Yes,Databricks Certified,Finance Business Partnering; Machine Learning; Java,v2.4,2026-02-12,People Analytics,No
SKL-1062,Written Communication,Interpersonal,Foundational,Foundational,Advanced,Stable,2.81,0.69,Engineering; Operations; Legal & Compliance; Sales,Stretch Assignment,24,No,None,Facilitation; ESG Reporting; Manufacturing Ops,v2.4,2026-03-16,L&D,No
SKL-1051,Marketing Analytics,Functional,Foundational,Expert,Expert,Emerging,3.09,-4.39,Product,Certification,12,Yes,CPA,Sales Operations; Active Listening; Java,v2.4,2026-05-07,HRBP,No
SKL-1055,Communication,Interpersonal,Core,Developing,Proficient,Stable,5.22,-0.62,Legal & Compliance; Operations,Certification,24,No,PMP,Change Management; HRBP; Sales Operations,v2.4,2026-06-22,HRBP,No
SKL-1020,Databricks,Technical,Emerging,Proficient,Foundational,Emerging,2.16,-3.01,Data Science; Product; Sales; People & HR,Formal Training,8,Yes,AWS Certified,Talent Acquisition; Experimentation Design; Databricks,v2.4,2026-02-14,L&D,Yes
SKL-1043,P&L Ownership,Leadership,Foundational,Foundational,Expert,Stable,2.09,-2.76,Operations; Legal & Compliance; Engineering,External Course,19,No,PMP,Retail Banking; React; DevOps,v2.4,2026-04-23,Talent Management,Yes
SKL-1013,React,Technical,Core,Expert,Foundational,Increasing,2.5,-3.82,Operations; People & HR,Stretch Assignment,11,No,Azure Data Engineer,Facilitation; TensorFlow; GCP,v2.4,2026-06-15,HRBP,Yes
SKL-1017,Azure,Technical,Core,Developing,Advanced,Emerging,7.92,-4.93,Operations; Marketing; People & HR; Engineering,Self-Study,13,No,CFA,Quantitative Research; GCP; Healthcare Analytics,v2.4,2026-04-18,People Analytics,Yes
SKL-1054,Finance Business Partnering,Functional,Foundational,Advanced,Advanced,Decreasing,9.49,-0.57,Customer Experience,On-the-Job,4,No,CFA,Marketing Analytics; Snowflake; Communication,v2.4,2026-01-16,Talent Management,Yes
SKL-1019,GCP,Technical,Core,Expert,Proficient,Emerging,4.62,1.81,Operations; Legal & Compliance; Engineering,External Course,10,Yes,None,Conflict Resolution; A/B Testing; E-Commerce,v2.4,2026-06-09,Talent Management,Yes
SKL-1051,Marketing Analytics,Functional,Emerging,Proficient,Foundational,Increasing,5.84,-1.1,Customer Experience; Legal & Compliance,Self-Study,8,Yes,Azure Data Engineer,Manufacturing Ops; Stakeholder Management; Consumer Packaged Goods,v2.4,2026-03-29,People Analytics,Yes
SKL-1003,Data Engineering,Technical,Specialized,Developing,Proficient,Emerging,9.88,-3.9,Operations,Self-Study,22,No,Google Cloud Prof.,DevOps; Scala; Conflict Resolution,v2.4,2026-03-18,L&D,No
SKL-1043,P&L Ownership,Leadership,Emerging,Expert,Expert,Stable,4.15,-2.15,Product; Customer Experience,Stretch Assignment,9,Yes,CFA,Consumer Packaged Goods; ESG Reporting; NLP,v2.4,2026-04-03,Talent Management,Yes
SKL-1018,AWS,Technical,Foundational,Advanced,Foundational,Increasing,1.56,3.89,Finance; Sales; Data Science; People & HR,Stretch Assignment,18,No,Azure Data Engineer,Consumer Packaged Goods; Supply Chain; Experimentation Design,v2.4,2026-05-30,Talent Management,No
SKL-1056,Collaboration,Interpersonal,Foundational,Advanced,Developing,Stable,5.55,-0.15,People & HR; Customer Experience; Data Science; Operations,Formal Training,16,No,AWS Certified,Databricks; SaaS GTM; People Analytics,v2.4,2026-01-31,Talent Management,Yes
SKL-1015,Scala,Technical,Specialized,Expert,Proficient,Increasing,5.7,-3.82,Operations; Marketing; Customer Experience,Mentoring,2,Yes,PMP,Sales Operations; DevOps; Stakeholder Management,v2.4,2026-03-14,People Analytics,Yes
SKL-1062,Written Communication,Interpersonal,Core,Foundational,Expert,Decreasing,1.61,-4.55,Legal & Compliance; Marketing; Sales; People & HR,External Course,14,No,PMP,Azure; Influence Without Authority; Negotiation,v2.4,2026-04-26,Talent Management,Yes
SKL-1041,Coaching & Mentoring,Leadership,Core,Expert,Expert,Emerging,4.49,4.0,Customer Experience; Engineering; Sales,Stretch Assignment,10,Yes,PMP,Data Engineering; Regulatory Compliance; Stakeholder Management,v2.4,2026-05-24,L&D,Yes
SKL-1024,NLP,Technical,Core,Expert,Expert,Stable,7.76,0.03,Data Science,Stretch Assignment,19,Yes,AWS Certified,Strategic Planning; A/B Testing; Quantitative Research,v2.4,2026-06-30,Talent Management,Yes
SKL-1068,FinTech,Domain,Specialized,Advanced,Expert,Increasing,5.42,4.34,Product; People & HR; Legal & Compliance,On-the-Job,18,No,None,Predictive Analytics; Kubernetes; Java,v2.4,2026-01-26,People Analytics,Yes
SKL-1018,AWS,Technical,Emerging,Proficient,Foundational,Stable,3.76,-0.93,Engineering; Operations,Formal Training,2,Yes,CPA,HRBP; TensorFlow; Decision Making,v2.4,2026-02-06,Talent Management,Yes
SKL-1033,Experimentation Design,Analytical,Foundational,Foundational,Foundational,Stable,3.16,0.97,Sales; Customer Experience,External Course,18,No,Google Cloud Prof.,Financial Modeling; Cybersecurity; Decision Making,v2.4,2026-04-29,Talent Management,Yes
SKL-1061,Presentation Skills,Interpersonal,Core,Advanced,Developing,Increasing,3.42,4.63,Finance,External Course,19,Yes,CPA,Digital Transformation; Customer Success; Conflict Resolution,v2.4,2026-01-22,People Analytics,Yes
SKL-1047,People Analytics,Functional,Emerging,Developing,Expert,Emerging,9.65,0.55,Engineering,External Course,16,No,PMP,Python; Cybersecurity; Presentation Skills,v2.4,2026-03-11,HRBP,No
SKL-1044,Talent Development,Leadership,Emerging,Expert,Expert,Decreasing,1.41,2.39,Marketing,On-the-Job,14,Yes,PMP,SaaS GTM; Strategic Planning; Communication,v2.4,2026-02-23,HRBP,Yes
SKL-1033,Experimentation Design,Analytical,Foundational,Proficient,Developing,Decreasing,4.07,-0.4,Engineering; People & HR; Legal & Compliance,Certification,17,Yes,AWS Certified,dbt; Customer Success; SaaS GTM,v2.4,2026-06-28,Talent Management,No
SKL-1068,FinTech,Domain,Core,Foundational,Expert,Increasing,9.03,3.16,Data Science; Operations; Product; Sales,Certification,13,No,PMP,SQL; Scala; Empathy,v2.4,2026-04-05,People Analytics,No
SKL-1001,SQL,Technical,Emerging,Foundational,Proficient,Decreasing,2.72,3.16,Finance; Legal & Compliance; Sales,Self-Study,3,No,Databricks Certified,A/B Testing; Python; Statistical Modeling,v2.4,2026-06-13,Talent Management,Yes
SKL-1035,Strategic Planning,Leadership,Foundational,Developing,Expert,Stable,6.94,0.66,Data Science; People & HR,Stretch Assignment,4,Yes,CPA,Digital Transformation; Business Intelligence; Consumer Packaged Goods,v2.4,2026-03-12,People Analytics,Yes
SKL-1068,FinTech,Domain,Specialized,Expert,Advanced,Increasing,9.44,1.41,Operations,Mentoring,15,No,Google Cloud Prof.,Consumer Packaged Goods; Empathy; Facilitation,v2.4,2026-04-03,L&D,Yes
SKL-1006,DevOps,Technical,Specialized,Advanced,Expert,Emerging,3.85,-1.08,Data Science; Engineering; Finance,Stretch Assignment,15,Yes,PHR,Statistical Modeling; Snowflake; Board Communication,v2.4,2026-03-21,L&D,Yes
SKL-1003,Data Engineering,Technical,Foundational,Advanced,Foundational,Decreasing,8.56,-2.53,Finance; Operations; Engineering; Product,Self-Study,18,Yes,Google Cloud Prof.,Collaboration; TensorFlow; Conflict Resolution,v2.4,2026-05-29,L&D,Yes
SKL-1007,Cybersecurity,Technical,Core,Advanced,Proficient,Increasing,8.04,-4.38,Engineering; Marketing; Product; Legal & Compliance,On-the-Job,23,Yes,Azure Data Engineer,DevOps; Change Management; Learning & Development,v2.4,2026-04-13,L&D,No
SKL-1029,Business Intelligence,Analytical,Core,Advanced,Advanced,Emerging,8.16,3.8,Operations,Stretch Assignment,23,Yes,Databricks Certified,Consumer Packaged Goods; Board Communication; NLP,v2.4,2026-01-28,L&D,Yes
SKL-1008,Tableau,Technical,Emerging,Expert,Developing,Decreasing,4.2,-0.19,People & HR; Finance; Legal & Compliance; Product,On-the-Job,3,Yes,CPA,ESG Reporting; Communication; Retail Banking,v2.4,2026-06-16,HRBP,Yes
SKL-1074,ESG Reporting,Domain,Emerging,Developing,Advanced,Decreasing,6.43,-2.09,Customer Experience,Certification,23,Yes,AWS Certified,Root Cause Analysis; Influence Without Authority; SaaS GTM,v2.4,2026-01-14,Talent Management,Yes
SKL-1025,Statistical Modeling,Analytical,Emerging,Developing,Foundational,Decreasing,2.7,-0.24,Legal & Compliance; Operations; Customer Experience; Marketing,Self-Study,15,No,PMP,React; Negotiation; API Development,v2.4,2026-05-07,People Analytics,Yes
SKL-1028,Data Visualization,Analytical,Emerging,Advanced,Expert,Stable,3.15,2.35,Product; Finance; Legal & Compliance,Formal Training,2,No,AWS Certified,Power BI; Talent Acquisition; Data Engineering,v2.4,2026-05-23,L&D,Yes
SKL-1037,Change Management,Leadership,Foundational,Developing,Expert,Decreasing,1.4,-4.7,Marketing; People & HR,Formal Training,10,Yes,CFA,Manufacturing Ops; Quantitative Research; dbt,v2.4,2026-02-20,L&D,Yes
SKL-1033,Experimentation Design,Analytical,Core,Foundational,Developing,Emerging,6.89,3.85,Finance; Marketing; Sales,Formal Training,13,No,PMP,Healthcare Analytics; Communication; Tableau,v2.4,2026-01-31,People Analytics,Yes
SKL-1024,NLP,Technical,Emerging,Expert,Advanced,Decreasing,3.86,-0.7,Engineering; Finance,External Course,19,No,PMP,Coaching & Mentoring; Quantitative Research; DevOps,v2.4,2026-06-11,HRBP,Yes
SKL-1065,Retail Banking,Domain,Foundational,Developing,Foundational,Emerging,8.12,1.15,Customer Experience; Product,External Course,22,No,Databricks Certified,Consumer Packaged Goods; Empathy; dbt,v2.4,2026-03-24,HRBP,No
SKL-1063,Facilitation,Interpersonal,Foundational,Proficient,Expert,Emerging,6.74,2.91,Finance,Formal Training,8,No,PHR,Supply Chain; Forecasting; Stakeholder Management,v2.4,2026-04-19,Talent Management,Yes
SKL-1047,People Analytics,Functional,Specialized,Expert,Foundational,Stable,7.76,-2.05,Finance; Engineering; Sales,Certification,21,No,None,Conflict Resolution; Empathy; Communication,v2.4,2026-04-15,HRBP,No
SKL-1040,Decision Making,Leadership,Specialized,Advanced,Foundational,Stable,4.98,-2.34,Operations,On-the-Job,11,Yes,CPA,Business Intelligence; TensorFlow; Scala,v2.4,2026-01-19,HRBP,Yes
SKL-1069,E-Commerce,Domain,Emerging,Proficient,Developing,Decreasing,3.25,2.45,Finance; People & HR; Marketing,On-the-Job,11,No,CFA,Marketing Analytics; ESG Reporting; SQL,v2.4,2026-05-01,People Analytics,No
SKL-1029,Business Intelligence,Analytical,Emerging,Developing,Advanced,Stable,5.64,2.86,Sales; Operations; Data Science; People & HR,External Course,8,No,None,A/B Testing; Collaboration; Conflict Resolution,v2.4,2026-05-23,L&D,Yes
SKL-1017,Azure,Technical,Emerging,Proficient,Foundational,Emerging,8.29,3.34,Finance; Product; Customer Experience,Stretch Assignment,14,No,CFA,Machine Learning; Digital Transformation; Cloud Architecture,v2.4,2026-02-05,People Analytics,Yes
SKL-1072,Digital Transformation,Domain,Foundational,Advanced,Developing,Emerging,1.57,-1.14,Data Science; Operations; Sales; Customer Experience,Self-Study,4,Yes,Google Cloud Prof.,Manufacturing Ops; dbt; Cloud Architecture,v2.4,2026-06-26,Talent Management,Yes
SKL-1023,Airflow,Technical,Emerging,Foundational,Advanced,Decreasing,2.85,-2.09,Sales,On-the-Job,13,Yes,PMP,Coaching & Mentoring; Customer Success; Supply Chain,v2.4,2026-02-10,L&D,Yes
SKL-1068,FinTech,Domain,Foundational,Advanced,Foundational,Emerging,9.6,3.66,Finance; Marketing,Mentoring,24,No,PMP,Regulatory Compliance; Stakeholder Management; Statistical Modeling,v2.4,2026-05-09,Talent Management,Yes
SKL-1025,Statistical Modeling,Analytical,Core,Developing,Advanced,Increasing,8.42,1.05,Customer Experience; Operations,Certification,17,No,Databricks Certified,Regulatory Compliance; API Development; Kubernetes,v2.4,2026-03-15,Talent Management,Yes
SKL-1038,Organizational Design,Leadership,Foundational,Expert,Developing,Emerging,3.24,4.0,Sales; Product; People & HR; Operations,Certification,5,No,AWS Certified,Root Cause Analysis; Databricks; Strategic Planning,v2.4,2026-06-10,HRBP,Yes
SKL-1027,Forecasting,Analytical,Foundational,Advanced,Expert,Increasing,9.96,-4.23,Customer Experience,External Course,12,No,Databricks Certified,Snowflake; Predictive Analytics; A/B Testing,v2.4,2026-05-10,L&D,No
SKL-1003,Data Engineering,Technical,Core,Advanced,Advanced,Decreasing,7.71,3.56,Engineering; Legal & Compliance; Marketing; Customer Experience,Stretch Assignment,6,No,Databricks Certified,Written Communication; Empathy; Tableau,v2.4,2026-01-22,People Analytics,No
SKL-1017,Azure,Technical,Foundational,Proficient,Developing,Stable,8.55,1.07,Marketing; Data Science,Certification,14,Yes,Google Cloud Prof.,SQL; Financial Modeling; GCP,v2.4,2026-04-23,HRBP,Yes
SKL-1027,Forecasting,Analytical,Core,Expert,Developing,Emerging,7.27,3.37,Product,Stretch Assignment,11,No,AWS Certified,Python; DevOps; Learning & Development,v2.4,2026-02-21,People Analytics,Yes
SKL-1030,Root Cause Analysis,Analytical,Emerging,Foundational,Foundational,Emerging,1.25,-4.85,Data Science; Finance,On-the-Job,23,Yes,PMP,API Development; Sales Operations; Retail Banking,v2.4,2026-01-28,HRBP,Yes
SKL-1071,SaaS GTM,Domain,Emerging,Expert,Developing,Emerging,9.45,-3.79,Data Science; Operations,Self-Study,7,Yes,None,Decision Making; SQL; HRBP,v2.4,2026-02-24,Talent Management,Yes
SKL-1008,Tableau,Technical,Specialized,Expert,Proficient,Increasing,1.61,-2.81,Legal & Compliance; Sales; Data Science,Stretch Assignment,19,Yes,CPA,TensorFlow; Coaching & Mentoring; HRBP,v2.4,2026-06-23,People Analytics,Yes
SKL-1022,dbt,Technical,Specialized,Advanced,Foundational,Decreasing,1.16,4.12,Product; Customer Experience; Finance; Marketing,Certification,24,Yes,PHR,Machine Learning; Scala; Stakeholder Management,v2.4,2026-03-02,Talent Management,Yes
SKL-1010,Spark,Technical,Core,Developing,Proficient,Emerging,3.67,-3.48,Engineering; Finance,Stretch Assignment,21,No,CFA,Azure; Strategic Planning; Decision Making,v2.4,2026-06-14,L&D,No
SKL-1036,Executive Presence,Leadership,Core,Developing,Proficient,Decreasing,3.18,0.39,Finance; Product,Certification,12,Yes,Databricks Certified,Python; Tableau; Written Communication,v2.4,2026-01-18,People Analytics,Yes
SKL-1018,AWS,Technical,Emerging,Developing,Foundational,Stable,6.33,3.31,Finance; Customer Experience,On-the-Job,15,No,CPA,Snowflake; Statistical Modeling; Quantitative Research,v2.4,2026-04-19,People Analytics,Yes
SKL-1038,Organizational Design,Leadership,Specialized,Expert,Advanced,Stable,3.45,2.81,Operations,Mentoring,14,Yes,Databricks Certified,Collaboration; Finance Business Partnering; Influence Without Authority,v2.4,2026-06-06,Talent Management,Yes
SKL-1061,Presentation Skills,Interpersonal,Core,Advanced,Advanced,Increasing,7.83,4.22,Customer Experience; People & HR,Self-Study,14,No,CPA,Negotiation; Executive Presence; Learning & Development,v2.4,2026-05-24,Talent Management,Yes
SKL-1042,Board Communication,Leadership,Emerging,Advanced,Developing,Stable,9.25,-4.96,Sales; Product; Customer Experience,Mentoring,13,No,Databricks Certified,Stakeholder Management; Power BI; Customer Success,v2.4,2026-01-10,L&D,No
SKL-1072,Digital Transformation,Domain,Emerging,Developing,Advanced,Decreasing,7.94,2.52,Customer Experience; Sales; Operations,Stretch Assignment,3,No,None,Quantitative Research; Presentation Skills; Cloud Architecture,v2.4,2026-04-03,L&D,Yes
SKL-1033,Experimentation Design,Analytical,Foundational,Developing,Proficient,Stable,6.42,4.52,Engineering; Data Science,External Course,4,No,None,Spark; Consumer Packaged Goods; NLP,v2.4,2026-04-19,People Analytics,No
SKL-1032,Predictive Analytics,Analytical,Specialized,Expert,Expert,Emerging,6.27,2.34,Data Science,Stretch Assignment,20,No,PMP,Financial Modeling; A/B Testing; Supply Chain,v2.4,2026-06-28,HRBP,Yes
SKL-1021,Snowflake,Technical,Foundational,Foundational,Foundational,Increasing,7.96,-0.82,Marketing; Product; People & HR; Data Science,Self-Study,7,Yes,PHR,Written Communication; Airflow; Influence Without Authority,v2.4,2026-01-29,Talent Management,Yes
SKL-1023,Airflow,Technical,Emerging,Foundational,Developing,Stable,3.33,4.02,Sales; Data Science; People & HR; Engineering,Self-Study,4,No,Google Cloud Prof.,Strategic Planning; Tableau; P&L Ownership,v2.4,2026-01-08,People Analytics,No
SKL-1062,Written Communication,Interpersonal,Core,Foundational,Foundational,Decreasing,7.77,-4.93,Data Science,Formal Training,18,Yes,None,Consumer Packaged Goods; Financial Modeling; Written Communication,v2.4,2026-05-02,HRBP,No
SKL-1043,P&L Ownership,Leadership,Specialized,Proficient,Proficient,Stable,9.47,1.65,Legal & Compliance; Engineering; Operations; Product,Self-Study,5,Yes,Databricks Certified,Marketing Analytics; Azure; Data Engineering,v2.4,2026-06-04,L&D,Yes
SKL-1031,Quantitative Research,Analytical,Specialized,Advanced,Expert,Emerging,5.63,1.6,Operations,On-the-Job,22,No,AWS Certified,Coaching & Mentoring; Collaboration; Business Intelligence,v2.4,2026-06-05,Talent Management,No
SKL-1010,Spark,Technical,Specialized,Advanced,Advanced,Increasing,7.61,-2.06,People & HR; Customer Experience,Certification,24,Yes,PMP,Facilitation; Kubernetes; Organizational Design,v2.4,2026-06-22,Talent Management,Yes
SKL-1057,Conflict Resolution,Interpersonal,Core,Advanced,Expert,Stable,3.19,-3.3,Data Science,Mentoring,24,Yes,PMP,Coaching & Mentoring; HRBP; Strategic Planning,v2.4,2026-02-26,HRBP,No
SKL-1015,Scala,Technical,Emerging,Expert,Advanced,Increasing,8.16,-1.67,Legal & Compliance; Data Science,Stretch Assignment,12,No,None,SaaS GTM; Communication; Business Intelligence,v2.4,2026-02-27,HRBP,Yes
SKL-1037,Change Management,Leadership,Core,Foundational,Foundational,Decreasing,7.67,4.37,Legal & Compliance,Self-Study,6,No,None,Regulatory Compliance; Python; Stakeholder Management,v2.4,2026-01-16,People Analytics,No
SKL-1054,Finance Business Partnering,Functional,Specialized,Proficient,Developing,Stable,1.96,-4.91,Operations; People & HR; Marketing; Product,Formal Training,17,No,PMP,Executive Presence; AWS; Cloud Architecture,v2.4,2026-06-03,HRBP,Yes
SKL-1064,Influence Without Authority,Interpersonal,Core,Proficient,Expert,Emerging,6.68,-2.84,Product; Engineering; Operations,Formal Training,24,Yes,PHR,DevOps; dbt; Written Communication,v2.4,2026-04-11,HRBP,Yes
SKL-1002,Machine Learning,Technical,Foundational,Proficient,Advanced,Emerging,9.91,2.58,Data Science; Customer Experience; Marketing; People & HR,Stretch Assignment,8,No,Google Cloud Prof.,R; Coaching & Mentoring; ESG Reporting,v2.4,2026-01-14,HRBP,No
SKL-1020,Databricks,Technical,Emerging,Advanced,Advanced,Decreasing,9.07,-2.9,Engineering; Operations,Stretch Assignment,20,Yes,PMP,Learning & Development; Finance Business Partnering; Snowflake,v2.4,2026-01-15,L&D,Yes
SKL-1060,Active Listening,Interpersonal,Emerging,Foundational,Foundational,Decreasing,6.34,4.7,Finance; Engineering; Data Science; Sales,Mentoring,17,No,PMP,Learning & Development; Kubernetes; Empathy,v2.4,2026-06-16,Talent Management,Yes
SKL-1056,Collaboration,Interpersonal,Specialized,Foundational,Foundational,Increasing,1.74,-0.11,Engineering; Sales,Self-Study,24,Yes,PMP,HRBP; Presentation Skills; Communication,v2.4,2026-03-18,People Analytics,Yes
SKL-1041,Coaching & Mentoring,Leadership,Core,Expert,Developing,Emerging,8.32,-4.8,Data Science; Customer Experience; Legal & Compliance; Product,External Course,8,Yes,PMP,Airflow; Python; SaaS GTM,v2.4,2026-04-25,HRBP,Yes
SKL-1005,API Development,Technical,Emerging,Expert,Developing,Stable,1.79,-2.43,Data Science,On-the-Job,18,No,CFA,E-Commerce; Snowflake; Finance Business Partnering,v2.4,2026-06-18,L&D,Yes
SKL-1038,Organizational Design,Leadership,Core,Expert,Proficient,Emerging,2.26,-0.1,Customer Experience; Operations; Finance,Stretch Assignment,5,Yes,PHR,Cloud Architecture; NLP; AWS,v2.4,2026-03-18,People Analytics,Yes
SKL-1070,Manufacturing Ops,Domain,Emerging,Expert,Proficient,Decreasing,2.16,1.22,Customer Experience,Self-Study,10,No,PMP,Marketing Analytics; Negotiation; Spark,v2.4,2026-03-07,Talent Management,Yes
SKL-1068,FinTech,Domain,Emerging,Foundational,Proficient,Stable,7.43,0.64,Product; People & HR,Self-Study,15,No,AWS Certified,Quantitative Research; Power BI; Financial Modeling,v2.4,2026-02-01,L&D,No
SKL-1008,Tableau,Technical,Specialized,Foundational,Proficient,Decreasing,8.0,-3.54,Marketing; Engineering,On-the-Job,14,Yes,None,React; Scala; dbt,v2.4,2026-05-15,HRBP,No
SKL-1012,TensorFlow,Technical,Specialized,Expert,Proficient,Decreasing,6.47,3.97,Operations; Product,Formal Training,13,No,Databricks Certified,R; Experimentation Design; SQL,v2.4,2026-06-25,People Analytics,Yes
SKL-1018,AWS,Technical,Foundational,Expert,Proficient,Increasing,9.27,1.39,Finance; Product; Sales,Formal Training,16,No,Databricks Certified,Influence Without Authority; Executive Presence; Strategic Planning,v2.4,2026-04-20,People Analytics,Yes
SKL-1011,Kubernetes,Technical,Specialized,Advanced,Proficient,Increasing,6.71,-4.23,Data Science; People & HR,Certification,3,Yes,CPA,Manufacturing Ops; Facilitation; SQL,v2.4,2026-04-19,People Analytics,No
SKL-1063,Facilitation,Interpersonal,Core,Advanced,Foundational,Stable,9.2,2.46,Customer Experience; Operations; Finance; Legal & Compliance,Stretch Assignment,18,Yes,Databricks Certified,Snowflake; Healthcare Analytics; Data Visualization,v2.4,2026-02-14,L&D,Yes
SKL-1017,Azure,Technical,Specialized,Foundational,Advanced,Emerging,4.41,-1.27,Operations,Stretch Assignment,9,Yes,CPA,Organizational Design; Presentation Skills; Change Management,v2.4,2026-03-09,People Analytics,Yes
SKL-1072,Digital Transformation,Domain,Foundational,Developing,Proficient,Increasing,9.42,3.92,Engineering; Operations; Legal & Compliance; Marketing,Mentoring,12,No,CFA,React; Python; Talent Development,v2.4,2026-02-17,Talent Management,Yes
SKL-1001,SQL,Technical,Core,Advanced,Advanced,Stable,1.76,0.14,Product; Data Science,Mentoring,2,Yes,CPA,Data Visualization; Active Listening; Supply Chain,v2.4,2026-04-06,HRBP,Yes
SKL-1054,Finance Business Partnering,Functional,Emerging,Expert,Proficient,Increasing,9.9,1.56,People & HR; Legal & Compliance; Operations; Sales,Mentoring,2,No,PHR,Java; NLP; Executive Presence,v2.4,2026-01-11,People Analytics,No
SKL-1053,Sales Operations,Functional,Specialized,Foundational,Developing,Stable,9.54,4.6,Data Science; Product; Sales,Certification,17,Yes,CFA,Marketing Analytics; Influence Without Authority; HRBP,v2.4,2026-02-03,L&D,Yes
SKL-1002,Machine Learning,Technical,Emerging,Developing,Proficient,Increasing,7.91,-2.63,Product; Engineering; Legal & Compliance,Mentoring,11,No,Databricks Certified,Spark; Finance Business Partnering; Quantitative Research,v2.4,2026-06-08,People Analytics,Yes
SKL-1031,Quantitative Research,Analytical,Specialized,Foundational,Proficient,Stable,7.0,-0.71,Data Science; Customer Experience; People & HR; Legal & Compliance,External Course,20,Yes,PHR,Scala; R; Marketing Analytics,v2.4,2026-01-10,HRBP,Yes
SKL-1018,AWS,Technical,Foundational,Foundational,Expert,Stable,1.82,-4.49,Customer Experience; Marketing; Finance; Data Science,Self-Study,15,No,AWS Certified,Retail Banking; Finance Business Partnering; DevOps,v2.4,2026-03-19,L&D,Yes
SKL-1046,Compensation & Benefits,Functional,Specialized,Proficient,Advanced,Stable,3.88,-4.52,Engineering,On-the-Job,23,No,PHR,Executive Presence; Active Listening; Strategic Planning,v2.4,2026-06-05,L&D,No
SKL-1023,Airflow,Technical,Specialized,Advanced,Proficient,Decreasing,3.74,-4.03,Customer Experience,External Course,6,No,CFA,Compensation & Benefits; Healthcare Analytics; People Analytics,v2.4,2026-03-02,HRBP,Yes
SKL-1074,ESG Reporting,Domain,Foundational,Foundational,Foundational,Stable,6.67,1.02,Legal & Compliance,Stretch Assignment,8,Yes,Databricks Certified,TensorFlow; Power BI; E-Commerce,v2.4,2026-06-08,HRBP,Yes
SKL-1060,Active Listening,Interpersonal,Emerging,Expert,Developing,Increasing,2.15,-0.82,Customer Experience; Operations; Legal & Compliance,Mentoring,22,Yes,None,Tableau; Presentation Skills; Sales Operations,v2.4,2026-05-15,L&D,Yes
